A_ARTICLE_ID,PRODUCT_CODE,PROD_NAME,PRODUCT_TYPE_NO,PRODUCT_TYPE_NAME,PRODUCT_GROUP_NAME,GRAPHICAL_APPEARANCE_NO,GRAPHICAL_APPEARANCE_NAME,COLOUR_GROUP_CODE,COLOUR_GROUP_NAME,PERCEIVED_COLOUR_VALUE_ID,PERCEIVED_COLOUR_VALUE_NAME,PERCEIVED_COLOUR_MASTER_ID,PERCEIVED_COLOUR_MASTER_NAME,DEPARTMENT_NO,DEPARTMENT_NAME,INDEX_CODE,INDEX_NAME,INDEX_GROUP_NO,INDEX_GROUP_NAME,SECTION_NO,SECTION_NAME,GARMENT_GROUP_NO,GARMENT_GROUP_NAME,DETAIL_DESC
63716,739680,Mia L/S Tee,254,Top,Garment Upper body,1010014,Placement print,53,Dark Pink,5,Bright,4,Pink,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Long-sleeved top in soft cotton jersey with a round neck. Slightly longer at the back.
30872,630210,Casablanca WD trousers(1),272,Trousers,Garment Lower body,1010026,Other structure,8,Dark Grey,4,Dark,12,Grey,8756,Young Boy Trouser,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1009,Trousers,"Suit trousers in a textured weave with an adjustable elasticated waist, extended waistband with a concealed button, and zip fly with a hook-and-eye fastening. Side pockets and jetted back pockets with a button."
90553,843687,Cora dress,265,Dress,Garment Full body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short T-shirt dress in a viscose weave with a round neckline, short sleeves with sewn-in turn-ups, and a rounded hem. Slightly longer at the back."
14128,561552,MY,265,Dress,Garment Full body,1010017,Stripe,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Dress in soft cotton jersey with butterfly sleeves, gathers at the top, a gathered seam at the waist and a gently flared skirt."
244,203595,Bryn Flanel Check,259,Shirt,Garment Upper body,1010004,Check,22,Yellow,2,Medium Dusty,8,Yellow,5783,Shirt,F,Menswear,3,Menswear,55,Contemporary Street,1011,Shirts,Shirt in checked flannel with a collar and chest pocket. Regular fit.
25467,613020,Neave singoalla dress,265,Dress,Garment Full body,1010017,Stripe,91,Light Green,3,Light,19,Green,8713,Young Girl Dresses,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1014,Dresses/Skirts girls,"Straight-cut, off-the-shoulder dress in woven fabric with a wide elasticated flounce at the top."
93724,859324,Million LS OL,254,Top,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Fitted, long-sleeved top in ribbed cotton jersey with a V-neck and drawstring down the front that ties at the hem."
61872,734461,Wow Rispan Hood 19.99:-,308,Hoodie,Garment Upper body,1010005,Colour blocking,42,Red,7,Medium,18,Red,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Top in sweatshirt fabric with a contrasting colour section at the front. Jersey-lined, drawstring hood, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
60493,729441,CSP VENUS,254,Top,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Cropped, off-the-shoulder top in jersey with a sheen. Long sleeves with elastication around the top and overlocked edges around the top, sleeves and hem."
92066,852374,Berry,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in an airy viscose weave. Round neckline with decorative gathers, and an opening with a button at the back of the neck. Wide, elbow-length raglan sleeves. Unlined."
63196,738713,Printed Hood 24.99 B2,308,Hoodie,Garment Upper body,1010014,Placement print,13,Beige,2,Medium Dusty,11,Beige,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Long-sleeved hoodie in sweatshirt fabric with a jersey-lined, drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
58423,719733,ES Badger fancy CNY,252,Sweater,Garment Upper body,1010001,All over pattern,42,Red,7,Medium,18,Red,8718,Young Girl Knitwear,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1003,Knitwear,"Jumper in soft, fine-knit cotton with a sequined motif on the front, long sleeves with ribbed cuffs, and short slits in the sides. Slightly longer at the back."
52266,700935,Booty Jean RW Denim,272,Trousers,Garment Lower body,1010018,Treatment,72,Blue,2,Medium Dusty,2,Blue,1649,Trousers DS,D,Divided,2,Divided,58,Divided Selected,1009,Trousers,"High-waisted jeans in washed, stretch denim with a zip fly and button, curved seams at the back, front and back pockets and skinny legs."
77042,787696,Freedom,265,Dress,Garment Full body,1010001,All over pattern,22,Yellow,2,Medium Dusty,8,Yellow,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in an airy, softly draping viscose weave with a gathered, stand-up collar and an opening with buttons at the back of the neck. Long, wide raglan sleeves with narrow, covered elastication at the cuffs. Unlined."
45676,684021,Wow printed tee 6.99,255,T-shirt,Garment Upper body,1010014,Placement print,9,Black,4,Dark,5,Black,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with a round neckline and a print motif.
17352,573639,MC Tiffany top,254,Top,Garment Upper body,1010007,Embroidery,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Wide, round-neck jumper in a sturdy weave with balloon sleeves and narrow cuffs. Gently tailored with a slight flare to the hem."
100008,887930,Rose L/S dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Long-sleeved dress in velour with an opening and button at the back of the neck. Seam at the waist with a glittery waistband and a glossy skirt in multiple layers of tulle to create volume. Lined skirt.
35260,646024,GREG knitted hat,75,Hat/beanie,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Rib-knit hat in soft wool with a pompom on top.
65204,743995,J Steamy,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,-1,Unknown,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in soft viscose jersey with a V-neck with decorative gathers. Tie-top shoulder straps, a seam at the waist and a bell-shaped skirt. Double layer at the top. Unlined."
69575,757714,Nina set,270,Garment Set,Garment Full body,1010014,Placement print,11,Off White,1,Dusty Light,9,White,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,"Set with a long-sleeved top and pair of trousers. Top in lightweight sweatshirt fabric with a press-stud on one shoulder and ribbing around the neckline, cuffs and hem. Soft brushed inside. Trousers with an elasticated waist."
98757,880738,Topa Dress,265,Dress,Garment Full body,1010022,Jacquard,13,Beige,1,Dusty Light,1,Mole,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, A-line dress in woven fabric. Narrow cut at the top with short, narrow shoulder straps, a small frill trim around the neckline and gathered seams creating tiers in the skirt for added volume. Lined."
3383,453358,Dalia hip belt,67,Belt,Accessories,1010016,Solid,42,Red,7,Medium,18,Red,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Narrow belt in imitation leather with a metal buckle. Width 2.5 cm.
64809,742924,C Montauk Highwaist Brazilian,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with a high cut at the back."
67931,752742,Printed Tank 6.99:-,253,Vest top,Garment Upper body,1010008,Front print,10,White,3,Light,9,White,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,Vest top in cotton jersey with a print motif and slits in the sides of the hem.
74371,776739,D1 PE RAMLEY KNIT,252,Sweater,Garment Upper body,1010010,Melange,15,Greyish Beige,4,Dark,1,Mole,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Jumper in soft, fine-knit cashmere with a drawstring hood and small V-neck. Rounded, low dropped shoulders, long sleeves, and slanted side seams that create a gently tapered silhouette to the hem. Ribbing at the cuffs and hem."
60643,730361,ohio pinnafore,265,Dress,Garment Full body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short dress in soft, stretch corduroy with shoulder straps, a V-neck front and back, zip at one side and a detachable belt with a plastic buckle at the waist."
43765,678072,NORA 2p crew,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Tops in sweatshirt fabric with ribbing around the neckline, cuffs and hem. Soft brushed inside."
90410,842999,EL Monte,252,Sweater,Garment Upper body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Jumper in a soft, jacquard knit containing glittery threads with a ribbed turtle neck, long raglan sleeves and ribbing at the cuffs and hem."
84333,815309,Didier basic 3PACK,80,Scarf,Accessories,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Double-layered triangular scarves in soft organic cotton jersey with an adjustable press-stud fastening at the back of the neck.
43458,677121,Ginger Spice Top,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,Long-sleeved jersey top with a V-neck and drawstring at the front.
2855,433774,Flirty Scarlett earrings,70,Earring,Accessories,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Earrings in coloured metal with a faceted plastic stone. Size approx. 4.5 cm
65124,743905,TVP TORSTEN TROUSER,272,Trousers,Garment Lower body,1010005,Colour blocking,73,Dark Blue,4,Dark,2,Blue,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,"Trousers in soft cotton sweatshirt fabric with an elasticated drawstring waist, side pockets and elasticated hems."
9949,537461,Daisy,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Jersey leggings with an elasticated waist.
24146,608069,NOORA 3-p fancy hipster,286,Underwear bottom,Underwear,1010016,Solid,31,Light Orange,3,Light,3,Orange,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Hipster briefs in cotton jersey with a lined gusset.
47773,690054,ROSIE 10-p boxer,286,Underwear bottom,Underwear,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Boxer briefs in soft cotton jersey with an elasticated waist and a decorative bow at the front. Lined gusset.
84073,814578,SHORTS BELLE AOP 79,274,Shorts,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,7917,Kids Girl Denim,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1016,Trousers Denim,"Shorts in stretch, printed denim with covered elastication at the waist, fake front pockets and sewn-in turn-ups at the hems."
5725,499291,Elaine parkas,262,Jacket,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,8812,Young Girl Outdoor,I,Children Sizes 134-170,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Padded parka in woven fabric with a detachable, lined hood with a faux fur trim. Zip down the front, drawstring at the waist and a single back vent. Handwarmer pockets at the top and flap front pockets with a press-stud. Quilted lining."
29636,625819,J shirt,259,Shirt,Garment Upper body,1010017,Stripe,41,Light Red,7,Medium,18,Red,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Shirt in an airy cotton weave with a collar, buttons down the front, long sleeves with wide, buttoned cuffs,and a rounded hem. Slightly longer at the back."
28218,622238,Molly LS (1),252,Sweater,Garment Upper body,1010001,All over pattern,22,Yellow,7,Medium,8,Yellow,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Off-the-shoulder blouse in a crinkled weave containing some linen with elastication and smocking around the top and long sleeves with smocking at the cuffs.
78797,795771,OC Prancer JS,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Playsuit in softly draping fabric with a V-neck and wrapover front with a concealed press-stud and ties at the waist. Cut-out section at the back, a wide flounce over the shoulders that continues down the front, and flounces at the hems. Unlined."
84343,815338,Dahl WL highshaft,87,Boots,Shoes,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Knee-high boots in imitation suede with a slit at the top and a zip at the bottom of one side. Faux fur linings and insoles, and chunky soles. Heel 4.5 cm."
33664,639454,Cool Tassel earring pk,70,Earring,Accessories,1010016,Solid,43,Dark Red,4,Dark,18,Red,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Metal earrings in various designs, three pairs with fabric tassels."
9709,535478,Dollar,258,Blouse,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,Short-sleeved top in a crêpe weave with an opening and button at the back of the neck.
89585,838909,Jules slim trs,272,Trousers,Garment Lower body,1010026,Other structure,73,Dark Blue,4,Dark,2,Blue,5631,Trouser,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers,"Suit trousers in woven fabric. Extended waistband with concealed hook-and-eye fasteners, a zip fly and button, side pockets and jetted back pockets with a button. Legs with creases and sewn-in turn-ups at the hems. Slim Fit – a fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette."
63268,738815,TIKI yoga sock,302,Socks,Socks & Tights,1010016,Solid,42,Red,2,Medium Dusty,18,Red,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,Yoga socks with elastic straps that cross over the feet and anti-slip protectors on the soles.
65536,744766,Saga Sport Bikini,299,Swimwear set,Swimwear,1010001,All over pattern,70,Other Blue,5,Bright,2,Blue,4320,Young Girl Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,"Fully lined, patterned sports bikini. Top with a racer back and opening at the back. Bottoms with an elasticated waist and wide sides."
81940,806775,Santa Padded Soft Body,283,Underwear body,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Body in soft lace with a straight cut at the top, mesh-lined cups with removable inserts, adjustable shoulder straps and a string back."
103028,908729,Tuna Short,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, A-line dress in crinkled chiffon with a grandad collar and covered buttons at the top. Long puff sleeves and narrow cuffs with a covered button. Seam at the waist and a tiered skirt. V-neck underdress in jersey made from recycled polyester with narrow shoulder straps."
64582,742172,Malibu shorts (TVP),274,Shorts,Garment Lower body,1010016,Solid,90,Other Green,3,Light,19,Green,7655,Kids Boy Shorts,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1025,Shorts,Shorts in a cotton weave with an elasticated drawstring waist and side pockets.
54916,708611,Basic co/fl cardigan set,270,Garment Set,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Set with a cardigan and pair of trousers in soft, organic cotton sweatshirt fabric. Cardigan with press-studs down the front and ribbing around the neckline, cuffs and hem. Trousers with elastication at the waist and hems. Soft brushed inside."
25299,612152,Nevada dress,265,Dress,Garment Full body,1010001,All over pattern,10,White,3,Light,9,White,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,Sleeveless dress in a patterned viscose weave with a concealed zip in one side and seam at the waist. Gently flared skirt with decorative lace trims and an asymmetric hem. Unlined.
67637,751716,Creol örhängen,70,Earring,Accessories,1010011,Metallic,5,Gold,5,Bright,15,Metal,3941,Accessories,A,Ladieswear,1,Ladieswear,18,Womens Trend,1019,Accessories,Metal hoop earrings with a textured finish. Diameter approx. 4 cm.
13098,556527,SKINNY SS Trash 89,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,8956,Young Boy Denim,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1016,Trousers Denim,"5-pocket slim-fit jeans in superstretch, flexible denim for maximum mobility with hard-worn details and patches on the inside of the legs. Adjustable elasticated waist, zip fly and narrow hems."
94911,864549,Nilla cardigan,245,Cardigan,Garment Upper body,1010017,Stripe,51,Light Pink,1,Dusty Light,4,Pink,6526,Baby Girl Knitwear,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1003,Knitwear,"Block-coloured cardigan in soft, textured-knit cotton with buttons down the front, long raglan sleeves and ribbing around the neckline, cuffs and hem."
28100,621929,ALBIN 2-p l/S BB,252,Sweater,Garment Upper body,1010012,Mixed solid/pattern,32,Orange,7,Medium,3,Orange,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Long-sleeved tops in organic cotton jersey.
16328,569903,Seal espadrille,91,Sandals,Shoes,1010016,Solid,11,Off White,1,Dusty Light,9,White,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Espadrilles with a braided jute trim around the sole. Cotton twill linings and insoles and rubber soles.
63398,739150,TP Dayton LOGG chinos,272,Trousers,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,7656,Kids Boy Trouser,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1009,Trousers,"Chinos in a stretch cotton weave with an adjustable, elasticated waist, a zip fly and button, and tapered legs. Decorative coin pocket, diagonal side pockets and fake jetted back pockets."
18229,578250,Kicki 3-Pack Top S/S,255,T-shirt,Garment Upper body,1010012,Mixed solid/pattern,10,White,3,Light,9,White,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,Tops in soft cotton jersey with a gathered frill around the neckline and short sleeves trimmed with a gathered frill.
53115,703223,Jupiter l/s,255,T-shirt,Garment Upper body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Long-sleeved top in a Tencel™ lyocell weave with a slightly wider neckline.
71834,765689,STAR LACE STRAP,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Strappy top in soft organic cotton jersey with a V-neck with lace embroidery at the front.
38705,658601,TP Daniel 3-p boxer SB,286,Underwear bottom,Underwear,1010017,Stripe,8,Dark Grey,4,Dark,12,Grey,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
104016,917843,Linnea V-neck long sleeve,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Long-sleeved V-neck top in softly draping viscose jersey.
13810,559851,Loulou,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, straight dress in woven fabric with an opening and button at the back of the neck, frills on the shoulders and down the sides, and concealed pockets in the side seams. Unlined."
78500,794321,SULIMA  jkt,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8397,Ladies Sport Woven,S,Sport,26,Sport,5,Ladies H&M Sport,1001,Unknown,"Outdoor jacket in woven fabric with a double-layered hood, stand up collar and zip down the front with a chin guard. Padded front and back sections, zipped side pockets, long raglan sleeves with thumbholes at the cuffs and inset side panels in sturdy jersey lined with thermal fleece. Longer and rounded at the back. Partly lined."
70568,760978,Flirty rhiny earring,70,Earring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal earrings with faceted sparkly stones at the top and a rectangular plastic pendant at the bottom. Length 7 cm.
10919,544290,TP BERTIL ss SB 3-p,255,T-shirt,Garment Upper body,1010016,Solid,32,Orange,7,Medium,3,Orange,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Round-necked T-shirts in soft organic cotton jersey.
59450,723482,Magical dress,265,Dress,Garment Full body,1010015,Sequin,21,Light Yellow,3,Light,8,Yellow,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Dress in soft cotton jersey with a reversible sequin motif on the front (sizes 1½-3Y with normal sequins), short, flounced sleeves, a gathered seam at the waist and a gently flared skirt."
41201,667507,Blueberry  (1),254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a viscose crêpe weave with a gathered yoke at the back and opening with a button at the back of the neck. Decorative gathers at the shoulders and long sleeves with narrow, buttoned cuffs. Unlined."
10389,540768,Tech Stretch Skinny,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket denim jeans with ultra-flexible stretch that keeps them in shape while providing full movement and optimum comfort. Regular waist, zip fly and button, and skinny legs."
72108,766644,Maple Blouse,258,Blouse,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Short, fitted blouse in a viscose weave with a low V-neck, covered buttons at the front, smocking at the back and long balloon sleeves with narrow elastication at the cuffs."
15679,567728,Love Affair Top,298,Bikini top,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with removable inserts, adjustable multiway spaghetti straps and a wide elastic trim at the hem. No fasteners."
17077,572836,Vishnu,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short-sleeved lace dress with a concealed zip in the side, seam at the waist and pleated skirt. Lined."
103498,912308,SC KARIS Blouse,258,Blouse,Garment Upper body,1010016,Solid,42,Red,2,Medium Dusty,18,Red,2080,Studio Collection,A,Ladieswear,1,Ladieswear,82,Special Collections,1001,Unknown,"Studio Collection. Bold, eccentric blouse in pleated organza with a gathered, flared stand-up collar and narrow ties at the front. Deep V-neck surrounded by a gathered frill and cut-out chest section. Large, smooth flounces at the front, back and around the armholes create a full silhouette with defined shoulders. The polyester content of the blouse is partly recycled. Studio Collection AW20 is a tribute to the rebellious, fearless individual who dares to break the mould – an individual who plays between the extremes and finds their style amongst the androgynous, eclectic and creative."
99478,884704,LITEN overall,267,Jumpsuit/Playsuit,Garment Full body,1010022,Jacquard,7,Grey,1,Dusty Light,12,Grey,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Romper suit in soft, fine-knit cotton with long raglan sleeves with buttons on one shoulder and long legs with buttons from the crotch to the hems."
5315,493995,Manacor,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Ankle boots with a zip in the side, satin linings, imitation leather insoles and rubber soles. Covered heel approx. 6 cm."
24641,610097,Trixie jacket,262,Jacket,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Long parka in woven fabric with a jersey-lined drawstring hood and zip with a wind flap and press-studs down the front. Side pockets with a press-stud, elastication at the cuffs, and a drawstring at the waist and hem. Jersey lining."
93229,857345,Halmstad,271,Outdoor overall,Garment Full body,1010001,All over pattern,23,Dark Yellow,2,Medium Dusty,13,Brown,6512,Baby Boy Outdoor,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1007,Outdoor,"Padded all-in-one suit in water-repellent functional fabric with a detachable, faux fur-trimmed, padded hood. Zip down the front with a chin guard, elastication at the back and reinforced sections at the back and knees. Small zipped pocket at the top, covered elastication at the cuffs and hems and a reinforced elastic strap under the feet. Reflective details. Lined. The all-in-one suit has a water-repellent coating without fluorocarbons."
63968,739941,BB Rolle puff TP,262,Jacket,Garment Upper body,1010005,Colour blocking,9,Black,4,Dark,5,Black,8852,Young Boy Outdoor,I,Children Sizes 134-170,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Padded jacket with a detachable, padded hood, high collar and zip down the front with a chin guard. Flap side pockets with a press-stud, ribbed cuffs and narrow elastication at the hem. Lined."
73962,774191,Sardegna,255,T-shirt,Garment Upper body,1010017,Stripe,22,Yellow,2,Medium Dusty,8,Yellow,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted top in stretch cotton jersey with a low-cut back and short sleeves.
2584,416157,Bruce skinny,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"5-pocket trousers in washed, slightly stretchy twill with a regular waist, zip fly and skinny legs. Skinny fit."
32490,635222,Nicolette Maxi Dress,265,Dress,Garment Full body,1010016,Solid,23,Dark Yellow,4,Dark,8,Yellow,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Sleeveless maxi dress in soft jersey with an open chest pocket and rounded hem. Slightly longer at the back. Unlined.
