SRC,DST
TSHP06525,TSHP02804
TSHP06525,TSHP04399
TSHP04101,TSHP03260
TSHP04101,TSHP05300
TSHP04101,TSHP02914
TSHP04101,TSHP00571
TSHP04101,TSHP02467
TSHP04101,TSHP04872
TSHP04101,TSHP04329
TSHP04101,TSHP00091
TSHP04101,TSHP01217
TSHP04101,TSHP01636
TSHP04232,TSHP02340
TSHP04232,TSHP06623
TSHP04232,TSHP06258
TSHP04232,TSHP00423
TSHP04232,TSHP01511
TSHP04232,TSHP01286
TSHP04232,TSHP02327
TSHP04232,TSHP05189
TSHP04232,TSHP06589
TSHP04232,TSHP02281
TSHP07006,TSHP05191
TSHP07006,TSHP07252
TSHP07006,TSHP06748
TSHP07006,TSHP00496
TSHP07006,TSHP01998
TSHP07006,TSHP06795
TSHP07006,TSHP02332
TSHP07006,TSHP00631
TSHP07006,TSHP04538
TSHP07006,TSHP03200
TSHP01888,TSHP02455
TSHP01888,TSHP01899
TSHP01888,TSHP03009
TSHP01888,TSHP04077
TSHP01888,TSHP02957
TSHP01888,TSHP03366
TSHP01888,TSHP07206
TSHP01888,TSHP02735
TSHP01888,TSHP01590
TSHP01888,TSHP00974
TSHP00928,TSHP03906
TSHP00928,TSHP02044
TSHP00928,TSHP04829
TSHP00928,TSHP01002
TSHP00928,TSHP03468
TSHP00928,TSHP06919
TSHP00928,TSHP07423
TSHP00928,TSHP04036
TSHP00928,TSHP04244
TSHP00928,TSHP04682
TSHP06721,TSHP00314
TSHP06721,TSHP05051
TSHP06721,TSHP05764
TSHP06721,TSHP00649
TSHP06721,TSHP01776
TSHP06721,TSHP06095
TSHP03640,TSHP01550
TSHP03640,TSHP07035
TSHP03640,TSHP06356
TSHP03640,TSHP01873
TSHP03640,TSHP06273
TSHP03640,TSHP00613
TSHP03640,TSHP05307
TSHP03640,TSHP07089
TSHP03640,TSHP06777
TSHP03640,TSHP01971
TSHP06634,TSHP02633
TSHP06634,TSHP05100
TSHP06634,TSHP02430
TSHP06634,TSHP04800
TSHP06634,TSHP00003
TSHP06634,TSHP03577
TSHP06634,TSHP01106
TSHP06634,TSHP00547
TSHP06634,TSHP02281
TSHP06634,TSHP06423
TSHP07076,TSHP02443
TSHP07076,TSHP06636
TSHP07076,TSHP02664
TSHP07076,TSHP06719
TSHP07076,TSHP00025
TSHP07076,TSHP02730
TSHP07076,TSHP01533
TSHP07076,TSHP06273
TSHP07076,TSHP03266
TSHP07076,TSHP05764
TSHP05793,TSHP00603
TSHP05793,TSHP06382
TSHP05793,TSHP04991
TSHP05793,TSHP03996
TSHP05793,TSHP05578
TSHP05793,TSHP06894
TSHP05793,TSHP04350
TSHP05793,TSHP06875
TSHP05793,TSHP06005
TSHP05793,TSHP04329
TSHP04370,TSHP06450
TSHP04370,TSHP02345
TSHP04370,TSHP05866
TSHP04370,TSHP01045
TSHP04370,TSHP01276
TSHP04370,TSHP07491
TSHP04370,TSHP07233
TSHP04370,TSHP02142
TSHP04370,TSHP03966
TSHP04370,TSHP00495
TSHP04303,TSHP03861
TSHP04303,TSHP03408
TSHP04303,TSHP00842
TSHP04303,TSHP00504
TSHP04303,TSHP00947
TSHP04303,TSHP06623
TSHP04303,TSHP02658
TSHP04303,TSHP07427
TSHP04303,TSHP06058
TSHP04303,TSHP05900
TSHP01428,TSHP02544
TSHP01428,TSHP04148
TSHP01428,TSHP00381
TSHP01428,TSHP03186
TSHP01428,TSHP03777
TSHP01428,TSHP00790
TSHP01428,TSHP05996
TSHP01428,TSHP01374
TSHP01428,TSHP01471
TSHP01428,TSHP02551
TSHP03070,TSHP02804
TSHP03070,TSHP07005
TSHP03070,TSHP06285
TSHP03070,TSHP00201
TSHP03070,TSHP07348
TSHP03070,TSHP05113
TSHP03070,TSHP05975
TSHP03070,TSHP04943
TSHP03070,TSHP06160
TSHP03070,TSHP03303
TSHP03691,TSHP06420
TSHP03691,TSHP07231
TSHP03691,TSHP04557
TSHP03691,TSHP06720
TSHP03691,TSHP02598
TSHP03691,TSHP04207
TSHP03691,TSHP04084
TSHP03691,TSHP04024
TSHP03691,TSHP04637
TSHP03691,TSHP05929
TSHP01052,TSHP01545
TSHP01052,TSHP00938
TSHP01052,TSHP03082
TSHP01052,TSHP03673
TSHP01052,TSHP00233
TSHP01052,TSHP07467
TSHP05675,TSHP06741
TSHP05675,TSHP04418
TSHP05675,TSHP07416
TSHP05675,TSHP06810
TSHP05675,TSHP02824
TSHP05675,TSHP03895
TSHP05675,TSHP04285
TSHP05675,TSHP04176
TSHP05675,TSHP06445
TSHP05675,TSHP05507
TSHP05326,TSHP01642
TSHP05326,TSHP04987
TSHP05326,TSHP03079
TSHP05326,TSHP07143
TSHP05326,TSHP02788
TSHP05326,TSHP00524
TSHP05326,TSHP06542
TSHP05326,TSHP05544
TSHP05326,TSHP05427
TSHP05326,TSHP05503
TSHP00007,TSHP07170
TSHP00007,TSHP01829
TSHP00007,TSHP04047
TSHP00007,TSHP01100
TSHP00007,TSHP03100
TSHP00007,TSHP03212
TSHP00007,TSHP04852
TSHP00007,TSHP01563
TSHP00007,TSHP03239
TSHP00007,TSHP00709
TSHP02209,TSHP05820
TSHP02209,TSHP07252
TSHP02209,TSHP07287
TSHP02209,TSHP02448
TSHP02209,TSHP01487
TSHP02209,TSHP04686
TSHP02209,TSHP05414
TSHP02209,TSHP04075
TSHP02209,TSHP07007
TSHP02209,TSHP00315
TSHP01213,TSHP04639
TSHP01213,TSHP02904
TSHP01213,TSHP06530
TSHP01213,TSHP05561
TSHP01213,TSHP05541
TSHP01213,TSHP05478
TSHP01213,TSHP03194
TSHP01213,TSHP02258
TSHP01213,TSHP02204
TSHP01213,TSHP00738
TSHP02255,TSHP04056
TSHP02255,TSHP02138
TSHP02255,TSHP04920
TSHP02255,TSHP07133
TSHP02255,TSHP02138
TSHP02255,TSHP03849
TSHP02255,TSHP06776
TSHP02255,TSHP00228
TSHP02255,TSHP03069
TSHP02255,TSHP03596
TSHP02509,TSHP01344
TSHP02509,TSHP03412
TSHP02509,TSHP06533
TSHP02509,TSHP01712
TSHP02509,TSHP04857
TSHP02509,TSHP01594
TSHP02509,TSHP06577
TSHP02509,TSHP02205
TSHP02509,TSHP02671
TSHP02509,TSHP06971
TSHP01217,TSHP05192
TSHP01217,TSHP01550
TSHP01217,TSHP04751
TSHP01217,TSHP06468
TSHP01217,TSHP02568
TSHP01217,TSHP05373
TSHP01217,TSHP06227
TSHP01217,TSHP07098
TSHP01217,TSHP00222
TSHP01217,TSHP01392
TSHP00671,TSHP00582
TSHP00671,TSHP05595
TSHP00671,TSHP06164
TSHP00671,TSHP02382
TSHP00671,TSHP05910
TSHP00671,TSHP02462
TSHP00671,TSHP00898
TSHP00671,TSHP02480
TSHP00671,TSHP02178
TSHP00671,TSHP06343
TSHP05378,TSHP05318
TSHP05378,TSHP01808
TSHP05378,TSHP04721
TSHP05378,TSHP02058
TSHP05378,TSHP06111
TSHP05378,TSHP03295
TSHP05378,TSHP06285
TSHP05378,TSHP01590
TSHP05378,TSHP00299
TSHP05378,TSHP03760
TSHP03230,TSHP02595
TSHP03230,TSHP07472
TSHP03230,TSHP07062
TSHP03230,TSHP07145
TSHP03230,TSHP04833
TSHP03230,TSHP03271
TSHP03230,TSHP01247
TSHP03230,TSHP02048
TSHP03230,TSHP02303
TSHP03230,TSHP05264
TSHP05391,TSHP05418
TSHP05391,TSHP03484
TSHP05391,TSHP02909
TSHP05391,TSHP06378
TSHP05391,TSHP06623
TSHP05391,TSHP00604
TSHP05391,TSHP01361
TSHP05391,TSHP00529
TSHP05391,TSHP05700
TSHP05391,TSHP00597
TSHP06917,TSHP07448
TSHP06917,TSHP07448
TSHP06917,TSHP02270
TSHP06917,TSHP02270
TSHP06917,TSHP05599
TSHP06917,TSHP01830
TSHP06917,TSHP03900
TSHP06917,TSHP01004
TSHP06917,TSHP03135
TSHP06917,TSHP03354
TSHP03442,TSHP01064
TSHP03442,TSHP04248
TSHP03442,TSHP03761
TSHP03442,TSHP01153
TSHP03442,TSHP03789
TSHP03442,TSHP03571
TSHP03442,TSHP03241
TSHP03442,TSHP01106
TSHP03442,TSHP03410
TSHP03442,TSHP03572
TSHP02543,TSHP02118
TSHP02543,TSHP03496
TSHP02543,TSHP06295
TSHP02543,TSHP00787
TSHP02543,TSHP01783
TSHP02543,TSHP06852
TSHP02543,TSHP06806
TSHP02543,TSHP04041
TSHP02543,TSHP03325
TSHP02543,TSHP00231
TSHP04519,TSHP05200
TSHP04519,TSHP03104
TSHP04519,TSHP00304
TSHP04519,TSHP03666
TSHP04519,TSHP01216
TSHP04519,TSHP04850
TSHP04519,TSHP00898
TSHP04519,TSHP02133
TSHP04519,TSHP04535
TSHP04519,TSHP01187
TSHP01317,TSHP01485
TSHP01317,TSHP02130
TSHP01317,TSHP06620
TSHP01317,TSHP03743
TSHP01317,TSHP00457
TSHP01317,TSHP07228
TSHP01317,TSHP06041
TSHP01317,TSHP01636
TSHP01317,TSHP06333
TSHP01317,TSHP04150
TSHP00085,TSHP07347
TSHP00085,TSHP00840
TSHP00085,TSHP01799
TSHP00085,TSHP05923
TSHP00085,TSHP01294
TSHP00085,TSHP06777
TSHP00085,TSHP06591
TSHP00085,TSHP03649
TSHP00085,TSHP03679
TSHP00085,TSHP00347
TSHP04056,TSHP04016
TSHP04056,TSHP04113
TSHP04056,TSHP03331
TSHP04056,TSHP05851
TSHP04056,TSHP04653
TSHP04056,TSHP06361
TSHP04056,TSHP06028
TSHP04056,TSHP03498
TSHP04056,TSHP01705
TSHP04056,TSHP01318
TSHP03382,TSHP01220
TSHP03382,TSHP00632
TSHP03382,TSHP05316
TSHP03382,TSHP00489
TSHP03382,TSHP05820
TSHP03382,TSHP00265
TSHP03382,TSHP02178
TSHP03382,TSHP05204
TSHP03382,TSHP03432
TSHP03382,TSHP05022
TSHP02556,TSHP00252
TSHP02556,TSHP00547
TSHP02556,TSHP00286
TSHP02556,TSHP03788
TSHP02556,TSHP01647
TSHP02556,TSHP04829
TSHP02556,TSHP02583
TSHP02556,TSHP05411
TSHP02556,TSHP03424
TSHP02556,TSHP03858
TSHP06637,TSHP00005
TSHP06637,TSHP07141
TSHP06637,TSHP00253
TSHP06637,TSHP04098
TSHP06637,TSHP06006
TSHP06637,TSHP00897
TSHP01818,TSHP00329
TSHP01818,TSHP01444
TSHP01818,TSHP02053
TSHP01818,TSHP07496
TSHP01818,TSHP06114
TSHP01818,TSHP05718
TSHP01818,TSHP00226
TSHP01818,TSHP00252
TSHP01818,TSHP05604
TSHP01818,TSHP07404
TSHP05751,TSHP05906
TSHP05751,TSHP04388
TSHP05751,TSHP06835
TSHP05751,TSHP04036
TSHP05751,TSHP05805
TSHP05751,TSHP00429
TSHP05751,TSHP05845
TSHP05751,TSHP06842
TSHP05751,TSHP05195
TSHP05751,TSHP00177
TSHP04943,TSHP02155
TSHP04943,TSHP03168
TSHP04943,TSHP05075
TSHP04943,TSHP05437
TSHP04943,TSHP03136
TSHP04943,TSHP06502
TSHP00374,TSHP07073
TSHP00374,TSHP00630
TSHP00374,TSHP04673
TSHP00374,TSHP00087
TSHP00374,TSHP01684
TSHP00374,TSHP05701
TSHP00374,TSHP06006
TSHP00374,TSHP04133
TSHP00374,TSHP03899
TSHP00374,TSHP04199
TSHP01247,TSHP00212
TSHP01247,TSHP01151
TSHP01247,TSHP01139
TSHP01247,TSHP07405
TSHP01247,TSHP04170
TSHP01247,TSHP00440
TSHP01247,TSHP02788
TSHP01247,TSHP00320
TSHP01247,TSHP04119
TSHP01247,TSHP03879
TSHP02160,TSHP07403
TSHP02160,TSHP01842
TSHP02160,TSHP01421
TSHP02160,TSHP03619
TSHP02160,TSHP01545
TSHP02160,TSHP01292
TSHP00676,TSHP02007
TSHP00676,TSHP01963
TSHP00676,TSHP06618
TSHP00676,TSHP02802
TSHP00676,TSHP06499
TSHP00676,TSHP07366
TSHP00676,TSHP05893
TSHP00676,TSHP02378
TSHP00676,TSHP01003
TSHP00676,TSHP07097
TSHP04851,TSHP04835
TSHP04851,TSHP03463
TSHP04851,TSHP03272
TSHP04851,TSHP04543
TSHP04851,TSHP07403
TSHP04851,TSHP03463
TSHP00344,TSHP05553
TSHP00344,TSHP03116
TSHP00344,TSHP04240
TSHP00344,TSHP06268
TSHP00344,TSHP03370
TSHP00344,TSHP00936
TSHP00344,TSHP01476
TSHP00344,TSHP01238
TSHP00344,TSHP00346
TSHP00344,TSHP00233
TSHP00698,TSHP04864
TSHP00698,TSHP00082
TSHP00698,TSHP03173
TSHP00698,TSHP06296
TSHP00698,TSHP00896
TSHP00698,TSHP03928
TSHP00698,TSHP07065
TSHP00698,TSHP05407
TSHP00698,TSHP06174
TSHP00698,TSHP04799
TSHP06469,TSHP00009
TSHP06469,TSHP03743
TSHP06469,TSHP02814
TSHP06469,TSHP07354
TSHP06469,TSHP04422
TSHP06469,TSHP03742
TSHP06469,TSHP03939
TSHP06469,TSHP01042
TSHP06469,TSHP03500
TSHP06469,TSHP04457
TSHP07154,TSHP07439
TSHP07154,TSHP02589
TSHP07154,TSHP06612
TSHP07154,TSHP05633
TSHP07154,TSHP02334
TSHP07154,TSHP02727
TSHP07154,TSHP02858
TSHP07154,TSHP07391
TSHP07154,TSHP00815
TSHP07154,TSHP06005
TSHP02696,TSHP03522
TSHP02696,TSHP05199
TSHP02696,TSHP00875
TSHP02696,TSHP01532
TSHP02696,TSHP00826
TSHP02696,TSHP06862
TSHP04417,TSHP01258
TSHP04417,TSHP06615
TSHP04417,TSHP05278
TSHP04417,TSHP05368
TSHP04417,TSHP05200
TSHP04417,TSHP07205
TSHP04417,TSHP06792
TSHP04417,TSHP07058
TSHP04417,TSHP04106
TSHP04417,TSHP05022
TSHP00176,TSHP04640
TSHP00176,TSHP06967
TSHP00176,TSHP03314
TSHP00176,TSHP01538
TSHP00176,TSHP03738
TSHP00176,TSHP02838
TSHP00176,TSHP04821
TSHP00176,TSHP04564
TSHP00176,TSHP00992
TSHP00176,TSHP06343
TSHP01223,TSHP00826
TSHP01223,TSHP01702
TSHP01223,TSHP03990
TSHP01223,TSHP00680
TSHP01223,TSHP01387
TSHP01223,TSHP05601
TSHP03926,TSHP02352
TSHP03926,TSHP06167
TSHP03926,TSHP00485
TSHP03926,TSHP06148
TSHP03926,TSHP00867
TSHP03926,TSHP05262
TSHP03926,TSHP06029
TSHP03926,TSHP02390
TSHP03926,TSHP06122
TSHP03926,TSHP02506
TSHP04048,TSHP06766
TSHP04048,TSHP00677
TSHP04048,TSHP01444
TSHP04048,TSHP03355
TSHP04048,TSHP02147
TSHP04048,TSHP02254
TSHP04048,TSHP05991
TSHP04048,TSHP07269
TSHP04048,TSHP00683
TSHP04048,TSHP06687
TSHP02270,TSHP05581
TSHP02270,TSHP02469
TSHP02270,TSHP03578
TSHP02270,TSHP05412
TSHP02270,TSHP03225
TSHP02270,TSHP05666
TSHP02270,TSHP00993
TSHP02270,TSHP02681
TSHP02270,TSHP02966
TSHP02270,TSHP03135
TSHP02144,TSHP02752
TSHP02144,TSHP02043
TSHP02144,TSHP04218
TSHP02144,TSHP02293
TSHP02144,TSHP07421
TSHP02144,TSHP05895
TSHP02144,TSHP07161
TSHP02144,TSHP00568
TSHP02144,TSHP04735
TSHP02144,TSHP00503
TSHP00355,TSHP04684
TSHP00355,TSHP04500
TSHP00355,TSHP01859
TSHP00355,TSHP00217
TSHP00355,TSHP06135
TSHP00355,TSHP01558
TSHP00355,TSHP01547
TSHP00355,TSHP07159
TSHP00355,TSHP07071
TSHP00355,TSHP05244
TSHP01486,TSHP00749
TSHP01486,TSHP05496
TSHP01486,TSHP03012
TSHP01486,TSHP02505
TSHP01486,TSHP07341
TSHP01486,TSHP06760
TSHP01486,TSHP00927
TSHP01486,TSHP03507
TSHP01486,TSHP05244
TSHP01486,TSHP00700
TSHP05864,TSHP02515
TSHP05864,TSHP06200
TSHP05864,TSHP00037
TSHP05864,TSHP01884
TSHP05864,TSHP05053
TSHP05864,TSHP00255
TSHP05864,TSHP04646
TSHP05864,TSHP00689
TSHP05864,TSHP00843
TSHP05864,TSHP04883
TSHP01017,TSHP00783
TSHP01017,TSHP03646
TSHP01017,TSHP06993
TSHP01017,TSHP03287
TSHP01017,TSHP00708
TSHP01017,TSHP02077
TSHP01017,TSHP05036
TSHP01017,TSHP05130
TSHP01017,TSHP06454
TSHP01017,TSHP01499
TSHP05493,TSHP01246
TSHP05493,TSHP02016
TSHP05493,TSHP07207
TSHP05493,TSHP06252
TSHP05493,TSHP03050
TSHP05493,TSHP07465
TSHP00736,TSHP01194
TSHP00736,TSHP01118
TSHP00736,TSHP00587
TSHP00736,TSHP00515
TSHP00736,TSHP07010
TSHP00736,TSHP00721
TSHP00736,TSHP04279
TSHP00736,TSHP06142
TSHP00736,TSHP01774
TSHP00736,TSHP01266
TSHP06907,TSHP07494
TSHP06907,TSHP07302
TSHP06907,TSHP07031
TSHP06907,TSHP04163
TSHP06907,TSHP04454
TSHP06907,TSHP01337
TSHP06907,TSHP03719
TSHP06907,TSHP02853
TSHP06907,TSHP02207
TSHP06907,TSHP03621
TSHP05315,TSHP02680
TSHP05315,TSHP05593
TSHP05315,TSHP04235
TSHP05315,TSHP02111
TSHP05315,TSHP03421
TSHP05315,TSHP07101
TSHP05315,TSHP01308
TSHP05315,TSHP01262
TSHP05315,TSHP07463
TSHP05315,TSHP04269
TSHP00257,TSHP04479
TSHP00257,TSHP01445
TSHP00257,TSHP04294
TSHP00257,TSHP01030
TSHP00257,TSHP00374
TSHP00257,TSHP00448
TSHP00257,TSHP06829
TSHP00257,TSHP05203
TSHP00257,TSHP07049
TSHP00257,TSHP01111
TSHP05209,TSHP06003
TSHP05209,TSHP01032
TSHP05209,TSHP05910
TSHP05209,TSHP06465
TSHP05209,TSHP05616
TSHP05209,TSHP00939
TSHP05209,TSHP02087
TSHP05209,TSHP00358
TSHP05209,TSHP04269
TSHP05209,TSHP00278
TSHP02923,TSHP04833
TSHP02923,TSHP02178
TSHP02923,TSHP00882
TSHP02923,TSHP03162
TSHP02923,TSHP00631
TSHP02923,TSHP05649
TSHP02923,TSHP02548
TSHP02923,TSHP04642
TSHP02923,TSHP03733
TSHP02923,TSHP01686
TSHP07398,TSHP03861
TSHP07398,TSHP05645
TSHP07398,TSHP06372
TSHP07398,TSHP03946
TSHP07398,TSHP01664
TSHP07398,TSHP01998
TSHP07398,TSHP00938
TSHP07398,TSHP01187
TSHP07398,TSHP00822
TSHP07398,TSHP03670
TSHP05205,TSHP02740
TSHP05205,TSHP06993
TSHP05205,TSHP03923
TSHP05205,TSHP04711
TSHP05205,TSHP00874
TSHP05205,TSHP03386
TSHP05205,TSHP06206
TSHP05205,TSHP06793
TSHP05205,TSHP00803
TSHP05205,TSHP00566
TSHP00836,TSHP01246
TSHP00836,TSHP01663
TSHP00836,TSHP05824
TSHP00836,TSHP05392
TSHP00836,TSHP01848
TSHP00836,TSHP04689
TSHP03455,TSHP05447
TSHP03455,TSHP00944
TSHP03455,TSHP06827
TSHP03455,TSHP00941
TSHP03455,TSHP01547
TSHP03455,TSHP01550
TSHP03455,TSHP03049
TSHP03455,TSHP02383
TSHP03455,TSHP02679
TSHP03455,TSHP05612
TSHP04639,TSHP05200
TSHP04639,TSHP04840
TSHP04639,TSHP04587
TSHP04639,TSHP03807
TSHP04639,TSHP03786
TSHP04639,TSHP06163
TSHP04639,TSHP06401
TSHP04639,TSHP00182
TSHP04639,TSHP06820
TSHP04639,TSHP00870
TSHP07142,TSHP05713
TSHP07142,TSHP01363
TSHP07142,TSHP05819
TSHP07142,TSHP06518
TSHP07142,TSHP06531
TSHP07142,TSHP03267
TSHP07142,TSHP00382
TSHP07142,TSHP01902
TSHP07142,TSHP05186
TSHP07142,TSHP03481
TSHP05908,TSHP02073
TSHP05908,TSHP07024
TSHP05908,TSHP06338
TSHP05908,TSHP03872
TSHP05908,TSHP00650
TSHP05908,TSHP03251
TSHP05908,TSHP06599
TSHP05908,TSHP04790
TSHP05908,TSHP00554
TSHP05908,TSHP04813
TSHP03580,TSHP02608
TSHP03580,TSHP02839
TSHP03580,TSHP06700
TSHP03580,TSHP03193
TSHP03580,TSHP04926
TSHP03580,TSHP00854
TSHP03580,TSHP05690
TSHP03580,TSHP06474
TSHP03580,TSHP05121
TSHP03580,TSHP06850
TSHP04133,TSHP06544
TSHP04133,TSHP07151
TSHP04133,TSHP02742
TSHP04133,TSHP04851
TSHP04133,TSHP00357
TSHP04133,TSHP05211
TSHP01389,TSHP03399
TSHP01389,TSHP05092
TSHP01389,TSHP00010
TSHP01389,TSHP04280
TSHP01389,TSHP06409
TSHP01389,TSHP01254
TSHP01389,TSHP04421
TSHP01389,TSHP05217
TSHP01389,TSHP01266
TSHP01389,TSHP05294
TSHP07375,TSHP06042
TSHP07375,TSHP04868
TSHP07375,TSHP03832
TSHP07375,TSHP00316
TSHP07375,TSHP07455
TSHP07375,TSHP01806
TSHP07375,TSHP06805
TSHP07375,TSHP02748
TSHP07375,TSHP00690
TSHP07375,TSHP07071
TSHP00518,TSHP02972
TSHP00518,TSHP04584
TSHP00518,TSHP02616
TSHP00518,TSHP03346
TSHP00518,TSHP04609
TSHP00518,TSHP02395
TSHP00518,TSHP05292
TSHP00518,TSHP03979
TSHP00518,TSHP04560
TSHP00518,TSHP03689
TSHP05773,TSHP06729
TSHP05773,TSHP00887
TSHP05773,TSHP06667
TSHP05773,TSHP01468
TSHP05773,TSHP02033
TSHP05773,TSHP04187
TSHP05773,TSHP06085
TSHP05773,TSHP00122
TSHP05773,TSHP03340
TSHP05773,TSHP03356
TSHP00018,TSHP06552
TSHP00018,TSHP04261
TSHP00018,TSHP03336
TSHP00018,TSHP02836
TSHP00018,TSHP01226
TSHP00018,TSHP00607
TSHP00018,TSHP02447
TSHP00018,TSHP00881
TSHP00018,TSHP02258
TSHP00018,TSHP02087
TSHP03916,TSHP03020
TSHP03916,TSHP06921
TSHP03916,TSHP07143
TSHP03916,TSHP00407
TSHP03916,TSHP03856
TSHP03916,TSHP03988
TSHP03916,TSHP07098
TSHP03916,TSHP06774
TSHP03916,TSHP03078
TSHP03916,TSHP04349
TSHP04529,TSHP05556
TSHP04529,TSHP07084
TSHP04529,TSHP04790
TSHP04529,TSHP06941
TSHP04529,TSHP05648
TSHP04529,TSHP01512
TSHP04529,TSHP02075
TSHP04529,TSHP01151
TSHP04529,TSHP07498
TSHP04529,TSHP01016
TSHP00353,TSHP01088
TSHP00353,TSHP06248
TSHP00353,TSHP06701
TSHP00353,TSHP07242
TSHP00353,TSHP00282
TSHP00353,TSHP03667
TSHP00353,TSHP06698
TSHP00353,TSHP02710
TSHP00353,TSHP03521
TSHP00353,TSHP05040
TSHP05860,TSHP00557
TSHP05860,TSHP01998
TSHP05860,TSHP05100
TSHP05860,TSHP02163
TSHP05860,TSHP00489
TSHP05860,TSHP03747
TSHP05860,TSHP02142
TSHP05860,TSHP05051
TSHP05860,TSHP04874
TSHP05860,TSHP06449
TSHP06106,TSHP06980
TSHP06106,TSHP00347
TSHP06106,TSHP05392
TSHP06106,TSHP03815
TSHP06106,TSHP05493
TSHP06106,TSHP06512
TSHP00214,TSHP03390
TSHP00214,TSHP03726
TSHP00214,TSHP02019
TSHP00214,TSHP01658
TSHP00214,TSHP00400
TSHP00214,TSHP00776
TSHP00214,TSHP04034
TSHP00214,TSHP04413
TSHP00214,TSHP01460
TSHP00214,TSHP01663
TSHP07315,TSHP04521
TSHP07315,TSHP02892
TSHP07315,TSHP03907
TSHP07315,TSHP04288
TSHP07315,TSHP06354
TSHP07315,TSHP02635
TSHP07315,TSHP01793
TSHP07315,TSHP01793
TSHP07315,TSHP00531
TSHP07315,TSHP05012
TSHP06656,TSHP06763
TSHP06656,TSHP05851
TSHP06656,TSHP03814
TSHP06656,TSHP03849
TSHP06656,TSHP04312
TSHP06656,TSHP07133
TSHP06656,TSHP00498
TSHP06656,TSHP02286
TSHP06656,TSHP05778
TSHP06656,TSHP03973
TSHP07022,TSHP02204
TSHP07022,TSHP04512
TSHP07022,TSHP07134
TSHP07022,TSHP02258
TSHP07022,TSHP00137
TSHP07022,TSHP06962
TSHP07022,TSHP03686
TSHP07022,TSHP00081
TSHP07022,TSHP04571
TSHP07022,TSHP02789
TSHP07412,TSHP03105
TSHP07412,TSHP00623
TSHP07412,TSHP01189
TSHP07412,TSHP01346
TSHP07412,TSHP06373
TSHP07412,TSHP07029
TSHP07412,TSHP04244
TSHP07412,TSHP05633
TSHP07412,TSHP02048
TSHP07412,TSHP02231
TSHP05753,TSHP05039
TSHP05753,TSHP05224
TSHP05753,TSHP04316
TSHP05753,TSHP05426
TSHP05753,TSHP06066
TSHP05753,TSHP02968
TSHP05753,TSHP02556
TSHP05753,TSHP00683
TSHP05753,TSHP06687
TSHP05753,TSHP02215
TSHP00276,TSHP03462
TSHP00276,TSHP02662
TSHP00276,TSHP07152
TSHP00276,TSHP01439
TSHP00276,TSHP06831
TSHP00276,TSHP05477
TSHP00276,TSHP01452
TSHP00276,TSHP04656
TSHP00276,TSHP07462
TSHP00276,TSHP00391
TSHP04446,TSHP06787
TSHP04446,TSHP00728
TSHP04446,TSHP03843
TSHP04446,TSHP06125
TSHP04446,TSHP06247
TSHP04446,TSHP04550
TSHP04446,TSHP02718
TSHP04446,TSHP02910
TSHP04446,TSHP02865
TSHP04446,TSHP06678
TSHP06921,TSHP01581
TSHP06921,TSHP00927
TSHP06921,TSHP02711
TSHP06921,TSHP01124
TSHP06921,TSHP06431
TSHP06921,TSHP01109
TSHP06921,TSHP00737
TSHP06921,TSHP02246
TSHP06921,TSHP05423
TSHP06921,TSHP03289
TSHP02002,TSHP04466
TSHP02002,TSHP00022
TSHP02002,TSHP00012
TSHP02002,TSHP00402
TSHP02002,TSHP07376
TSHP02002,TSHP02776
TSHP02002,TSHP05954
TSHP02002,TSHP03379
TSHP02002,TSHP03548
TSHP02002,TSHP02597
TSHP02928,TSHP07365
TSHP02928,TSHP05596
TSHP02928,TSHP04647
TSHP02928,TSHP07234
TSHP02928,TSHP06766
TSHP02928,TSHP04825
TSHP02928,TSHP00256
TSHP02928,TSHP02332
TSHP02928,TSHP06343
TSHP02928,TSHP01186
TSHP03567,TSHP02177
TSHP03567,TSHP02378
TSHP03567,TSHP04253
TSHP03567,TSHP05252
TSHP03567,TSHP05980
TSHP03567,TSHP05103
TSHP03567,TSHP05137
TSHP03567,TSHP03069
TSHP03567,TSHP02328
TSHP03567,TSHP05441
TSHP01839,TSHP06375
TSHP01839,TSHP01914
TSHP01839,TSHP02141
TSHP01839,TSHP03180
TSHP01839,TSHP07435
TSHP01839,TSHP02672
TSHP01839,TSHP02327
TSHP01839,TSHP00005
TSHP01839,TSHP03837
TSHP01839,TSHP00623
TSHP05863,TSHP05269
TSHP05863,TSHP02787
TSHP05863,TSHP00511
TSHP05863,TSHP04761
TSHP05863,TSHP06481
TSHP05863,TSHP06445
TSHP01961,TSHP01139
TSHP01961,TSHP07106
TSHP01961,TSHP04008
TSHP01961,TSHP02075
TSHP01961,TSHP01973
TSHP01961,TSHP00783
TSHP01961,TSHP03856
TSHP01961,TSHP05192
TSHP01961,TSHP04526
TSHP01961,TSHP01124
TSHP01722,TSHP03397
TSHP01722,TSHP04239
TSHP01722,TSHP03543
TSHP01722,TSHP06457
TSHP01722,TSHP00787
TSHP01722,TSHP07260
TSHP01722,TSHP00531
TSHP01722,TSHP05979
TSHP01722,TSHP03827
TSHP01722,TSHP03629
TSHP04511,TSHP07476
TSHP04511,TSHP02309
TSHP04511,TSHP05925
TSHP04511,TSHP00306
TSHP04511,TSHP00271
TSHP04511,TSHP05496
TSHP04511,TSHP04630
TSHP04511,TSHP03492
TSHP04511,TSHP06722
