metric_id,metric_date,lab,active_training_runs,gpu_hours_consumed,tokens_trained,eval_runs_launched,inference_qps,model_release_events,paper_submissions,funding_announced_usd,prev_day_growth,prev_week_growth,growth_7d_mean,training_intensity_growth_rate
1103,2025-11-10,Together AI Multi-Lab,17,19999.11,141488825181.0,2,1715.05,0,0,0.0,0.03678,0.04422,0.04395,0.04957
1104,2025-11-10,xAI Internal,54,102896.66,954882110907.0,16,1310.06,0,0,0.0,0.07681,0.0778,0.07843,0.07687
1105,2025-11-11,Anthropic Research,59,106892.93,1292143437237.0,18,1184.13,0,0,0.0,0.10356,0.10073,0.1013,0.10102
1106,2025-11-11,Cohere Inference,13,18324.0,106434373295.0,4,3464.49,0,0,0.0,0.03486,0.0278,0.03314,0.03509
1107,2025-11-11,OpenAI Pretrain,75,151896.29,1635741254146.0,22,1641.3,0,0,0.0,0.11758,0.12115,0.12066,0.12504
1108,2025-11-11,Stability Open,4,5035.38,37090866326.0,2,23.95,0,0,0.0,-0.02517,-0.02503,-0.02955,-0.03504
1109,2025-11-11,Together AI Multi-Lab,17,20890.12,136550379135.0,4,1732.49,0,0,0.0,0.04957,0.0399,0.04487,0.04637
1110,2025-11-11,xAI Internal,54,104941.23,1235509088832.0,16,1219.12,0,0,0.0,0.07687,0.08422,0.0786,0.08538
1111,2025-11-12,Anthropic Research,64,113869.05,1183288875718.0,19,1501.63,0,0,0.0,0.10102,0.10394,0.10046,0.09804
1112,2025-11-12,Cohere Inference,13,15961.55,94764053730.0,4,3265.93,0,0,0.0,0.03509,0.03293,0.03255,0.02879
1113,2025-11-12,OpenAI Pretrain,72,135990.1,1527879401424.0,20,1615.37,0,0,0.0,0.12504,0.11772,0.12075,0.11839
1114,2025-11-12,Stability Open,4,5443.14,41008951795.0,2,22.04,0,0,0.0,-0.03504,-0.0264,-0.03041,-0.03246
1115,2025-11-12,Together AI Multi-Lab,17,22251.96,131573628512.0,4,1542.52,0,0,0.0,0.04637,0.04282,0.04401,0.03683
1116,2025-11-12,xAI Internal,55,102681.03,989015697494.0,16,1329.79,0,0,0.0,0.08538,0.07874,0.07895,0.08124
1117,2025-11-13,Anthropic Research,59,105990.56,1169676401011.0,18,1255.66,0,0,0.0,0.09804,0.08957,0.1021,0.10106
1118,2025-11-13,Cohere Inference,12,16177.39,105805369454.0,2,3348.25,0,0,0.0,0.02879,0.02987,0.0324,0.02881
1119,2025-11-13,OpenAI Pretrain,71,133658.44,1307853832455.0,22,1708.38,0,0,0.0,0.11839,0.11968,0.12118,0.12268
1120,2025-11-13,Stability Open,4,4700.59,36074086020.0,2,20.13,0,0,0.0,-0.03246,-0.0314,-0.03083,-0.03431
1121,2025-11-13,Together AI Multi-Lab,17,21969.16,144185735776.0,5,1703.69,0,0,0.0,0.03683,0.05079,0.04193,0.03617
1122,2025-11-13,xAI Internal,55,106197.78,1032966009266.0,15,1267.02,0,0,0.0,0.08124,0.07842,0.07851,0.0753
1123,2025-11-14,Anthropic Research,61,112577.88,1324843893311.0,20,1294.77,0,0,0.0,0.10106,0.10841,0.1009,0.10003
1124,2025-11-14,Cohere Inference,11,14065.37,97385805308.0,2,2826.68,0,0,0.0,0.02881,0.03511,0.03298,0.03918
1125,2025-11-14,OpenAI Pretrain,77,143158.89,1523640410862.0,24,1899.15,0,0,0.0,0.12268,0.12497,0.12091,0.12311
1126,2025-11-14,Stability Open,4,4357.02,30663714606.0,0,21.31,0,0,0.0,-0.03431,-0.03081,-0.02979,-0.02355
1127,2025-11-14,Together AI Multi-Lab,17,20968.19,138927977824.0,5,1634.37,0,0,0.0,0.03617,0.04228,0.04139,0.03856
1128,2025-11-14,xAI Internal,56,109365.4,1177225674957.0,16,1354.14,0,0,0.0,0.0753,0.07056,0.07967,0.0787
1129,2025-11-15,Anthropic Research,63,125735.12,1235668871666.0,19,1479.63,0,0,0.0,0.10003,0.10091,0.10009,0.09522
1130,2025-11-15,Cohere Inference,12,13767.27,83471267211.0,1,2809.39,0,0,0.0,0.03918,0.02765,0.03267,0.02543
1131,2025-11-15,OpenAI Pretrain,69,131293.85,1257202620772.0,22,1464.53,0,0,0.0,0.12311,0.1201,0.12097,0.12052
1132,2025-11-15,Stability Open,4,5232.3,36224336630.0,1,25.22,0,1,0.0,-0.02355,-0.029,-0.03013,-0.03136
1133,2025-11-15,Together AI Multi-Lab,17,21433.83,140435951188.0,4,1826.09,0,0,0.0,0.03856,0.04548,0.03883,0.02754
1134,2025-11-15,xAI Internal,56,106151.34,1133299225649.0,17,1318.44,0,0,0.0,0.0787,0.0834,0.07824,0.07338
1135,2025-11-16,Anthropic Research,64,118794.65,1423777836033.0,19,1461.88,1,0,0.0,0.09522,0.1017,0.09926,0.09587
1136,2025-11-16,Cohere Inference,12,15567.57,91641641103.0,3,2639.58,0,1,0.0,0.02543,0.0365,0.03118,0.02611
1137,2025-11-16,OpenAI Pretrain,69,122702.14,1206423562354.0,20,1572.35,0,0,0.0,0.12052,0.1195,0.12088,0.11881
1138,2025-11-16,Stability Open,4,5380.09,38155857134.0,1,20.73,0,0,0.0,-0.03136,-0.02902,-0.03084,-0.034
1139,2025-11-16,Together AI Multi-Lab,17,21692.34,144508020385.0,5,1937.55,0,0,0.0,0.02754,0.03678,0.03875,0.03622
1140,2025-11-16,xAI Internal,54,102408.74,1069823728887.0,14,1183.85,0,0,0.0,0.07338,0.07681,0.07926,0.08398
1141,2025-11-17,Anthropic Research,62,112333.17,1257553968850.0,18,1373.69,0,0,0.0,0.09587,0.10356,0.09773,0.09286
1142,2025-11-17,Cohere Inference,12,14160.65,96626188882.0,2,3235.84,0,0,0.0,0.02611,0.03486,0.03137,0.03617
1143,2025-11-17,OpenAI Pretrain,68,133666.48,1557939018131.0,19,1496.55,0,1,0.0,0.11881,0.11758,0.12143,0.12148
1144,2025-11-17,Stability Open,4,5200.94,33224132940.0,1,22.88,0,0,0.0,-0.034,-0.02517,-0.03113,-0.02722
1145,2025-11-17,Together AI Multi-Lab,16,19961.69,142161432601.0,5,1647.24,0,0,0.0,0.03622,0.04957,0.03727,0.03918
1146,2025-11-17,xAI Internal,57,92128.68,1279300399129.0,18,1473.02,0,0,0.0,0.08398,0.07687,0.08018,0.08327
1147,2025-11-18,Anthropic Research,61,115720.42,1192743570785.0,18,1378.8,0,0,0.0,0.09286,0.10102,0.09793,0.10243
1148,2025-11-18,Cohere Inference,12,14690.09,112152049955.0,3,3306.51,0,0,0.0,0.03617,0.03509,0.03176,0.03783
1149,2025-11-18,OpenAI Pretrain,70,142991.41,1593012286769.0,21,1526.67,0,0,0.0,0.12148,0.12504,0.12079,0.12051
1150,2025-11-18,Stability Open,4,4524.69,28248520540.0,1,21.5,0,1,0.0,-0.02722,-0.03504,-0.03023,-0.02868
1151,2025-11-18,Together AI Multi-Lab,17,22084.83,125805330750.0,3,1468.12,0,0,0.0,0.03918,0.04637,0.03569,0.03534
1152,2025-11-18,xAI Internal,57,106624.21,1123063352044.0,18,1265.34,0,0,0.0,0.08327,0.08538,0.07929,0.07916
1153,2025-11-19,Anthropic Research,63,120417.77,1399660557948.0,19,1268.08,0,0,0.0,0.10243,0.09804,0.09772,0.09655
1154,2025-11-19,Cohere Inference,12,14463.94,82075567368.0,1,2904.07,0,0,23637471.94,0.03783,0.02879,0.0316,0.02769
1155,2025-11-19,OpenAI Pretrain,69,131156.12,1627372563074.0,21,1511.61,0,0,81543979.25,0.12051,0.11839,0.12084,0.11876
1156,2025-11-19,Stability Open,4,5131.7,36580093090.0,1,20.02,0,0,0.0,-0.02868,-0.03246,-0.02996,-0.03058
1157,2025-11-19,Together AI Multi-Lab,17,20478.21,142156405804.0,6,1740.17,0,0,26844414.76,0.03534,0.03683,0.03613,0.03989
1158,2025-11-19,xAI Internal,53,98963.08,1007059786159.0,16,1148.25,0,0,0.0,0.07916,0.08124,0.07842,0.07515
1159,2025-11-20,Anthropic Research,64,120158.5,1116223633135.0,19,1542.35,0,0,0.0,0.09655,0.10106,0.0973,0.09817
1160,2025-11-20,Cohere Inference,13,14837.13,107639473620.0,3,3299.7,0,0,0.0,0.02769,0.02881,0.03176,0.0299
1161,2025-11-20,OpenAI Pretrain,70,121233.0,1226297222561.0,21,1453.61,0,0,229910198.9,0.11876,0.12268,0.1209,0.12311
1162,2025-11-20,Stability Open,5,6158.68,41189662885.0,2,29.41,0,0,0.0,-0.03058,-0.03431,-0.03108,-0.0422
1163,2025-11-20,Together AI Multi-Lab,19,22653.55,160672969289.0,3,1569.62,0,0,0.0,0.03989,0.03617,0.03785,0.0482
1164,2025-11-20,xAI Internal,58,114600.23,1241391424141.0,18,1336.41,0,0,0.0,0.07515,0.0753,0.07871,0.07736
1165,2025-11-21,Anthropic Research,72,141814.07,1493844388156.0,22,1662.59,0,0,281227436.88,0.09817,0.10003,0.09815,0.10593
1166,2025-11-21,Cohere Inference,13,15344.22,117300742643.0,3,3078.79,0,0,0.0,0.0299,0.03918,0.0297,0.02479
1167,2025-11-21,OpenAI Pretrain,76,134609.16,1635867337945.0,23,1675.07,0,0,0.0,0.12311,0.12311,0.12193,0.13035
1168,2025-11-21,Stability Open,5,5622.73,38180206892.0,2,25.89,0,0,0.0,-0.0422,-0.02355,-0.03149,-0.02639
1169,2025-11-21,Together AI Multi-Lab,18,19644.03,140044934067.0,4,1847.91,0,0,0.0,0.0482,0.03856,0.03658,0.02967
1170,2025-11-21,xAI Internal,63,113564.2,1392385633828.0,19,1414.08,0,0,482989124.77,0.07736,0.0787,0.07817,0.07492
1171,2025-11-22,Anthropic Research,74,136907.69,1514614828406.0,19,1687.56,0,0,0.0,0.10593,0.09522,0.09802,0.0943
1172,2025-11-22,Cohere Inference,14,16233.19,116063910782.0,3,3336.59,0,0,0.0,0.02479,0.02543,0.02927,0.02243
1173,2025-11-22,OpenAI Pretrain,79,159610.55,1558733173358.0,25,1855.36,0,0,0.0,0.13035,0.12052,0.12211,0.12174
1174,2025-11-22,Stability Open,5,6049.23,39342154056.0,3,25.87,0,0,0.0,-0.02639,-0.03136,-0.03096,-0.02762
1175,2025-11-22,Together AI Multi-Lab,20,23593.66,168557359500.0,5,1936.25,0,0,209484768.15,0.02967,0.02754,0.03915,0.04556
1176,2025-11-22,xAI Internal,65,113572.92,1281593467038.0,20,1476.96,0,0,0.0,0.07492,0.07338,0.07974,0.08433
1177,2025-11-23,Anthropic Research,73,137999.63,1478843597587.0,22,1753.34,0,0,428363684.23,0.0943,0.09587,0.09873,0.1009
1178,2025-11-23,Cohere Inference,15,19034.64,119847406513.0,3,3844.1,0,0,0.0,0.02243,0.02611,0.02972,0.02924
1179,2025-11-23,OpenAI Pretrain,80,149369.91,1532240425001.0,24,1973.07,0,0,489217722.55,0.12174,0.11881,0.12379,0.1306
1180,2025-11-23,Stability Open,5,6144.14,39950849872.0,5,23.43,0,0,109896156.24,-0.02762,-0.034,-0.03117,-0.03549
1181,2025-11-23,Together AI Multi-Lab,20,23479.17,149867816856.0,6,2108.21,0,0,184303996.02,0.04556,0.03622,0.04031,0.04434
1182,2025-11-23,xAI Internal,63,121034.35,1331718567123.0,18,1363.52,0,0,0.0,0.08433,0.08398,0.079,0.07878
1183,2025-11-24,Anthropic Research,70,128345.82,1306530217685.0,21,1742.6,0,0,0.0,0.1009,0.09286,0.09942,0.09769
1184,2025-11-24,Cohere Inference,13,16308.36,119942225546.0,5,3356.48,0,0,102422675.65,0.02924,0.03617,0.03,0.03813
1185,2025-11-24,OpenAI Pretrain,76,143641.13,1452144193951.0,23,1530.55,0,0,0.0,0.1306,0.12148,0.12294,0.11553
1186,2025-11-24,Stability Open,4,5500.27,35268070982.0,1,22.45,0,0,0.0,-0.03549,-0.02722,-0.03072,-0.02405
1187,2025-11-24,Together AI Multi-Lab,19,22716.31,151769217668.0,6,1849.84,0,0,0.0,0.04434,0.03918,0.04046,0.04023
1188,2025-11-24,xAI Internal,61,113957.01,1169602044910.0,19,1323.81,0,0,0.0,0.07878,0.08327,0.07876,0.0816
1189,2025-11-25,Anthropic Research,67,123330.79,1253810020097.0,20,1733.16,0,0,193098622.0,0.09769,0.10243,0.09781,0.09112
1190,2025-11-25,Cohere Inference,12,16218.45,107315876545.0,2,3160.97,0,0,0.0,0.03813,0.03783,0.02895,0.0305
1191,2025-11-25,OpenAI Pretrain,75,131721.64,1545896033382.0,24,1828.62,0,0,0.0,0.11553,0.12051,0.12187,0.113
1192,2025-11-25,Stability Open,4,4681.59,30751139285.0,0,22.22,0,0,57282617.12,-0.02405,-0.02868,-0.03167,-0.03535
1193,2025-11-25,Together AI Multi-Lab,17,22197.61,152163493556.0,5,1738.39,0,0,0.0,0.04023,0.03534,0.04217,0.04733
1194,2025-11-25,xAI Internal,57,110093.41,1309860767273.0,16,1160.78,0,0,108317575.74,0.0816,0.07916,0.07977,0.08626
1195,2025-11-26,Anthropic Research,62,123695.47,1338397711407.0,18,1388.93,0,0,0.0,0.09112,0.09655,0.09714,0.0919
1196,2025-11-26,Cohere Inference,11,14876.43,100644026961.0,1,2949.7,0,0,0.0,0.0305,0.02769,0.02998,0.03489
1197,2025-11-26,OpenAI Pretrain,71,133043.87,1610108992643.0,21,1709.27,0,0,0.0,0.113,0.11876,0.12136,0.11521
1198,2025-11-26,Stability Open,4,4289.16,33116062145.0,1,17.83,0,1,0.0,-0.03535,-0.03058,-0.03222,-0.03446
1199,2025-11-26,Together AI Multi-Lab,16,19994.66,128072071961.0,5,1656.93,0,0,0.0,0.04733,0.03989,0.04196,0.03841
1200,2025-11-26,xAI Internal,55,105540.56,1262667324599.0,16,1114.33,0,0,0.0,0.08626,0.07515,0.08039,0.07949
1201,2025-11-27,Anthropic Research,61,120180.82,1114343807715.0,19,1395.57,0,0,0.0,0.0919,0.09817,0.09702,0.09733
1202,2025-11-27,Cohere Inference,11,13305.03,88126225066.0,1,2711.57,0,0,0.0,0.03489,0.0299,0.0302,0.03144
1203,2025-11-27,OpenAI Pretrain,71,123832.47,1400896285706.0,22,1554.6,0,0,0.0,0.11521,0.12311,0.12156,0.12451
1204,2025-11-27,Stability Open,3,4015.24,25787380890.0,1,16.33,0,0,0.0,-0.03446,-0.0422,-0.02962,-0.02395
1205,2025-11-27,Together AI Multi-Lab,15,17432.0,130041894941.0,3,1474.48,0,0,0.0,0.03841,0.0482,0.04037,0.03706
1206,2025-11-27,xAI Internal,52,91378.28,1035074968260.0,17,1166.74,0,0,0.0,0.07949,0.07736,0.08101,0.08172
1207,2025-11-28,Anthropic Research,62,112872.26,1177385575998.0,17,1538.6,0,0,0.0,0.09733,0.10593,0.096,0.09878
1208,2025-11-28,Cohere Inference,11,12105.95,80296824586.0,4,2509.0,0,0,0.0,0.03144,0.02479,0.03171,0.03532
1209,2025-11-28,OpenAI Pretrain,72,127678.1,1402161430060.0,20,1514.82,0,0,0.0,0.12451,0.13035,0.12006,0.11982
1210,2025-11-28,Stability Open,3,4401.85,24239608990.0,1,18.13,0,0,0.0,-0.02395,-0.02639,-0.03012,-0.02994
1211,2025-11-28,Together AI Multi-Lab,15,17986.76,119820225534.0,3,1658.97,0,0,0.0,0.03706,0.02967,0.0418,0.03969
1212,2025-11-28,xAI Internal,50,84121.45,1038466751247.0,14,1181.83,0,0,0.0,0.08172,0.07492,0.08228,0.08375
1213,2025-11-29,Anthropic Research,60,109963.9,1419626432266.0,19,1310.87,0,0,0.0,0.09878,0.0943,0.09718,0.10251
1214,2025-11-29,Cohere Inference,12,13278.85,92152042666.0,3,3246.66,0,0,0.0,0.03532,0.02243,0.03327,0.0334
1215,2025-11-29,OpenAI Pretrain,73,119201.85,1488654817420.0,22,1798.26,0,0,0.0,0.11982,0.12174,0.1207,0.12621
1216,2025-11-29,Stability Open,3,3419.85,26341359812.0,0,17.4,0,0,0.0,-0.02994,-0.02762,-0.03057,-0.03076
1217,2025-11-29,Together AI Multi-Lab,15,18299.45,126407282999.0,3,1451.33,0,0,0.0,0.03969,0.04556,0.04255,0.0508
1218,2025-11-29,xAI Internal,52,98327.91,904046420997.0,14,984.51,0,0,0.0,0.08375,0.08433,0.08055,0.07224
1219,2025-11-30,Anthropic Research,62,117658.43,1239477025237.0,18,1380.56,0,0,0.0,0.10251,0.1009,0.09649,0.09607
1220,2025-11-30,Cohere Inference,11,13533.46,96225359336.0,4,2803.17,0,0,0.0,0.0334,0.02924,0.03415,0.03539
1221,2025-11-30,OpenAI Pretrain,73,130061.45,1473079874041.0,22,1785.55,0,0,0.0,0.12621,0.1306,0.11974,0.12392
1222,2025-11-30,Stability Open,3,3638.59,30175568648.0,0,18.41,0,0,0.0,-0.03076,-0.03549,-0.02936,-0.02703
1223,2025-11-30,Together AI Multi-Lab,15,18944.73,134469095723.0,2,1583.66,0,0,0.0,0.0508,0.04434,0.04258,0.04454
1224,2025-11-30,xAI Internal,51,103645.09,1023951527100.0,15,1021.04,0,0,0.0,0.07224,0.07878,0.07981,0.07361
1225,2025-12-01,Anthropic Research,59,116033.73,1228629342550.0,18,1299.4,0,0,0.0,0.09607,0.09769,0.09744,0.10437
1226,2025-12-01,Cohere Inference,12,14951.99,90851582014.0,1,3274.13,0,0,0.0,0.03539,0.03813,0.03375,0.03531
1227,2025-12-01,OpenAI Pretrain,76,147394.5,1543678323995.0,24,1707.13,0,0,0.0,0.12392,0.11553,0.12006,0.11773
1228,2025-12-01,Stability Open,3,3075.74,23836385360.0,1,15.22,0,0,0.0,-0.02703,-0.02405,-0.03115,-0.03653
1229,2025-12-01,Together AI Multi-Lab,15,20272.01,120072921657.0,4,1550.67,0,0,0.0,0.04454,0.04023,0.0407,0.02707
1230,2025-12-01,xAI Internal,51,96118.67,979001403257.0,16,1146.99,0,0,0.0,0.07361,0.0816,0.07894,0.07548
1231,2025-12-02,Anthropic Research,58,103217.48,1158939146829.0,19,1145.24,0,0,0.0,0.10437,0.09112,0.09845,0.09818
1232,2025-12-02,Cohere Inference,13,15313.87,112825285852.0,3,3209.43,0,0,0.0,0.03531,0.0305,0.03302,0.0254
1233,2025-12-02,OpenAI Pretrain,77,150481.44,1577462399836.0,23,1770.84,0,0,0.0,0.11773,0.113,0.12079,0.11812
1234,2025-12-02,Stability Open,3,3543.12,26817357896.0,1,16.4,0,0,0.0,-0.03653,-0.03535,-0.02985,-0.02629
1235,2025-12-02,Together AI Multi-Lab,15,18415.69,139244906779.0,4,1655.72,0,0,0.0,0.02707,0.04733,0.03941,0.03828
1236,2025-12-02,xAI Internal,49,91617.69,868788704898.0,15,984.11,0,0,0.0,0.07548,0.08626,0.07969,0.09152
1237,2025-12-03,Anthropic Research,58,105855.72,1160675523909.0,17,1190.58,0,0,0.0,0.09818,0.0919,0.09982,0.10149
1238,2025-12-03,Cohere Inference,12,14863.61,111169769729.0,3,3025.25,0,0,0.0,0.0254,0.03489,0.03271,0.0327
1239,2025-12-03,OpenAI Pretrain,77,153685.37,1644625749470.0,23,1811.15,0,0,0.0,0.11812,0.11521,0.12333,0.13297
1240,2025-12-03,Stability Open,3,4175.83,26886674332.0,0,17.36,0,0,0.0,-0.02629,-0.03446,-0.02884,-0.02738
1241,2025-12-03,Together AI Multi-Lab,15,19111.62,131907215337.0,3,1435.62,0,0,0.0,0.03828,0.03841,0.03859,0.03268
1242,2025-12-03,xAI Internal,49,92025.48,938930832042.0,14,1064.94,0,0,0.0,0.09152,0.07949,0.07904,0.07495
1243,2025-12-04,Anthropic Research,59,105601.4,1188412961713.0,18,1483.79,0,0,0.0,0.10149,0.09733,0.1009,0.1049
1244,2025-12-04,Cohere Inference,11,14285.18,96716555816.0,3,2963.65,0,0,0.0,0.0327,0.03144,0.03306,0.03389
1245,2025-12-04,OpenAI Pretrain,79,152716.74,1600481997091.0,24,1663.1,0,0,0.0,0.13297,0.12451,0.12229,0.11728
1246,2025-12-04,Stability Open,3,3511.58,22803907433.0,1,16.22,0,0,0.0,-0.02738,-0.02395,-0.02907,-0.02553
1247,2025-12-04,Together AI Multi-Lab,13,16584.65,116625146128.0,3,1308.69,0,0,0.0,0.03268,0.03706,0.03896,0.03969
1248,2025-12-04,xAI Internal,51,91472.94,1073390682670.0,14,1051.52,0,0,0.0,0.07495,0.08172,0.07917,0.08265
1249,2025-12-05,Anthropic Research,60,106063.3,1231726635277.0,18,1383.99,0,1,0.0,0.1049,0.09878,0.10149,0.1029
1250,2025-12-05,Cohere Inference,12,14474.98,104117959060.0,4,2869.91,0,0,0.0,0.03389,0.03532,0.03185,0.02687
1251,2025-12-05,OpenAI Pretrain,76,141766.4,1457832775815.0,23,1897.6,0,0,0.0,0.11728,0.11982,0.12177,0.11616
1252,2025-12-05,Stability Open,3,3751.08,27279928170.0,1,17.75,0,0,0.0,-0.02553,-0.02994,-0.0289,-0.02876
1253,2025-12-05,Together AI Multi-Lab,13,16738.53,105883530211.0,3,1393.55,0,0,0.0,0.03969,0.03969,0.03866,0.03754
1254,2025-12-05,xAI Internal,52,100758.39,950872611078.0,14,1193.36,0,0,0.0,0.08265,0.08375,0.07931,0.08469
1255,2025-12-06,Anthropic Research,59,106776.4,1091896221169.0,17,1275.99,0,0,0.0,0.1029,0.10251,0.10211,0.10684
1256,2025-12-06,Cohere Inference,12,13494.54,107401258535.0,2,3432.75,0,0,0.0,0.02687,0.0334,0.03115,0.02847
1257,2025-12-06,OpenAI Pretrain,76,149916.39,1477467722698.0,22,1708.04,0,0,0.0,0.11616,0.12621,0.12121,0.12226
1258,2025-12-06,Stability Open,3,3738.31,24759940538.0,0,17.33,0,0,0.0,-0.02876,-0.03076,-0.02832,-0.02671
1259,2025-12-06,Together AI Multi-Lab,15,18374.83,137980434006.0,5,1492.42,0,0,0.0,0.03754,0.0508,0.03682,0.03796
1260,2025-12-06,xAI Internal,54,101546.39,1039512111734.0,16,1163.62,0,0,0.0,0.08469,0.07224,0.07991,0.07647
1261,2025-12-07,Anthropic Research,58,104246.3,1287492517870.0,17,1314.44,0,0,0.0,0.10684,0.09607,0.10211,0.09608
1262,2025-12-07,Cohere Inference,12,13679.33,98739815863.0,3,2733.44,0,0,0.0,0.02847,0.03539,0.03077,0.03276
1263,2025-12-07,OpenAI Pretrain,82,162576.81,1797590646226.0,27,1919.59,0,0,0.0,0.12226,0.12392,0.12018,0.11676
1264,2025-12-07,Stability Open,3,4063.79,25572435984.0,0,16.4,0,0,0.0,-0.02671,-0.02703,-0.02725,-0.01953
1265,2025-12-07,Together AI Multi-Lab,14,16536.79,121499180936.0,5,1497.53,0,0,0.0,0.03796,0.04454,0.0377,0.05067
1266,2025-12-07,xAI Internal,55,106260.18,1150586450502.0,17,1304.65,0,0,0.0,0.07647,0.07361,0.08018,0.07548
1267,2025-12-08,Anthropic Research,62,110760.69,1139329949289.0,19,1534.41,0,0,0.0,0.09608,0.10437,0.10072,0.09463
1268,2025-12-08,Cohere Inference,13,16311.1,125802416319.0,6,2842.7,0,0,0.0,0.03276,0.03531,0.03052,0.03352
1269,2025-12-08,OpenAI Pretrain,79,143075.71,1501705159974.0,24,1760.09,0,0,0.0,0.11676,0.11773,0.1208,0.12207
1270,2025-12-08,Stability Open,3,3877.5,25723875187.0,1,17.41,0,0,0.0,-0.01953,-0.03653,-0.02566,-0.02539
1271,2025-12-08,Together AI Multi-Lab,15,18387.24,124716418135.0,3,1566.37,0,0,0.0,0.05067,0.02707,0.03976,0.04153
1272,2025-12-08,xAI Internal,53,98599.95,925999668731.0,17,1117.82,0,0,0.0,0.07548,0.07548,0.08077,0.07966
1273,2025-12-09,Anthropic Research,55,103067.33,921394465279.0,15,1189.98,0,0,0.0,0.09463,0.09818,0.10151,0.10376
1274,2025-12-09,Cohere Inference,12,14170.87,96288753720.0,2,3154.75,0,0,0.0,0.03352,0.0254,0.03197,0.03558
1275,2025-12-09,OpenAI Pretrain,79,155680.53,1659697074893.0,25,1838.44,0,0,0.0,0.12207,0.11812,0.12198,0.12636
1276,2025-12-09,Stability Open,3,4013.69,27908968163.0,1,18.06,0,0,0.0,-0.02539,-0.02629,-0.02602,-0.02883
1277,2025-12-09,Together AI Multi-Lab,15,18471.92,117809504408.0,5,1631.06,0,0,0.0,0.04153,0.03828,0.04015,0.04095
1278,2025-12-09,xAI Internal,55,100038.58,1032399840258.0,17,1072.87,0,0,0.0,0.07966,0.09152,0.07877,0.0775
1279,2025-12-10,Anthropic Research,60,112044.38,1220645105377.0,18,1356.09,0,0,0.0,0.10376,0.10149,0.10123,0.09953
1280,2025-12-10,Cohere Inference,11,13160.67,97166060404.0,3,2706.0,0,0,0.0,0.03558,0.0327,0.02988,0.01809
1281,2025-12-10,OpenAI Pretrain,75,138001.29,1461733843855.0,24,1838.86,1,0,0.0,0.12636,0.13297,0.1199,0.11841
1282,2025-12-10,Stability Open,3,3915.61,24447921435.0,1,19.01,0,0,0.0,-0.02883,-0.02738,-0.02575,-0.02551
1283,2025-12-10,Together AI Multi-Lab,16,20782.87,140074908260.0,4,1441.0,0,0,0.0,0.04095,0.03268,0.04061,0.03593
1284,2025-12-10,xAI Internal,55,109438.17,1133820988916.0,15,1210.1,0,0,0.0,0.0775,0.07495,0.07922,0.07807
1285,2025-12-11,Anthropic Research,57,103840.13,1048499152762.0,18,1294.83,0,0,0.0,0.09953,0.1049,0.10126,0.10511
1286,2025-12-11,Cohere Inference,12,13698.98,104255187048.0,2,2915.6,0,0,0.0,0.01809,0.03389,0.03083,0.04055
1287,2025-12-11,OpenAI Pretrain,76,147315.83,1594295370509.0,24,1667.63,0,0,0.0,0.11841,0.11728,0.11961,0.11522
1288,2025-12-11,Stability Open,3,4699.7,34558919418.0,0,19.09,0,0,0.0,-0.02551,-0.02553,-0.02612,-0.02814
1289,2025-12-11,Together AI Multi-Lab,15,17699.08,119060565218.0,4,1509.13,0,0,0.0,0.03593,0.03969,0.04105,0.04274
1290,2025-12-11,xAI Internal,61,111227.23,1249563343643.0,17,1406.01,0,0,0.0,0.07807,0.08265,0.07802,0.07428
1291,2025-12-12,Anthropic Research,58,106570.14,1163819152096.0,19,1307.1,0,0,0.0,0.10511,0.1029,0.10085,0.09999
1292,2025-12-12,Cohere Inference,11,14192.94,79805243264.0,2,2614.69,0,0,0.0,0.04055,0.02687,0.03056,0.02494
1293,2025-12-12,OpenAI Pretrain,79,139649.39,1546605521729.0,24,1702.05,0,0,0.0,0.11522,0.11616,0.12004,0.11917
1294,2025-12-12,Stability Open,3,4064.0,24836205484.0,2,20.32,0,0,0.0,-0.02814,-0.02876,-0.02648,-0.03128
1295,2025-12-12,Together AI Multi-Lab,15,17638.63,122478857939.0,4,1431.82,0,0,0.0,0.04274,0.03754,0.04185,0.04316
1296,2025-12-12,xAI Internal,59,107486.24,979956930502.0,19,1262.74,0,0,0.0,0.07428,0.08469,0.07647,0.07386
1297,2025-12-13,Anthropic Research,56,106845.0,1272085430707.0,18,1398.01,0,0,0.0,0.09999,0.10684,0.09896,0.09364
1298,2025-12-13,Cohere Inference,11,14472.01,92860264503.0,2,2967.96,0,0,0.0,0.02494,0.02847,0.03104,0.03186
1299,2025-12-13,OpenAI Pretrain,79,134773.29,1625470128842.0,23,1905.5,0,0,0.0,0.11917,0.12226,0.11883,0.11379
1300,2025-12-13,Stability Open,3,3848.57,26706428904.0,1,19.17,0,0,0.0,-0.03128,-0.02671,-0.02567,-0.021
1301,2025-12-13,Together AI Multi-Lab,16,19416.55,128935668651.0,3,1664.47,0,0,0.0,0.04316,0.03796,0.04315,0.04707
1302,2025-12-13,xAI Internal,56,103710.93,1143861185506.0,17,1218.73,0,1,0.0,0.07386,0.07647,0.07698,0.08004
1303,2025-12-14,Anthropic Research,59,107469.12,1261080704502.0,19,1356.93,0,0,0.0,0.09364,0.09608,0.10036,0.10589
1304,2025-12-14,Cohere Inference,11,14047.93,94585112722.0,3,2591.89,0,0,0.0,0.03186,0.03276,0.03057,0.02945
