METRIC_ID,TOWER_ID,TIMESTAMP,LATENCY_MS,THROUGHPUT_MBPS,PACKET_LOSS_PCT,JITTER_MS,SIGNAL_STRENGTH_DBM,ACTIVE_CONNECTIONS,BANDWIDTH_UTILIZATION_PCT,ERROR_RATE
MET-2D6A5B89-6,TWR-0140,2024-11-08T00:12:00,45.89,367.39,0.936,12.64,-49,1560,51.8,2.908
MET-0FB8AF1C-3,TWR-0140,2024-11-14T17:51:00,26.64,155.82,0.652,9.71,-64,977,59.0,3.491
MET-866FCF67-8,TWR-0141,2024-02-09T02:59:00,26.77,257.33,0.415,1.29,-44,1148,73.3,3.256
MET-B634B807-8,TWR-0141,2024-02-21T14:17:00,35.04,197.98,1.238,11.00,-63,1453,50.4,1.000
MET-4DE6C9D6-A,TWR-0141,2024-02-28T20:41:00,17.58,164.53,0.418,13.61,-65,1278,52.8,2.913
MET-83E669CE-B,TWR-0141,2024-03-09T20:29:00,29.85,255.88,0.540,4.40,-69,1505,85.6,0.258
MET-95C23503-3,TWR-0141,2024-03-24T22:20:00,47.87,289.12,0.385,1.96,-41,1988,71.9,1.726
MET-B86EBE2A-4,TWR-0141,2024-04-04T15:43:00,36.60,190.15,1.459,3.66,-58,1389,55.3,1.280
MET-59D34718-D,TWR-0141,2024-04-09T23:59:00,32.25,158.42,1.050,5.11,-55,246,83.0,2.001
MET-4A16114C-5,TWR-0141,2024-04-19T16:49:00,49.57,230.39,1.302,5.16,-60,944,52.1,3.978
MET-F0F27F40-A,TWR-0141,2024-05-06T00:58:00,32.55,193.11,0.298,12.74,-49,1850,77.4,3.597
MET-3BA919B2-1,TWR-0141,2024-05-23T00:28:00,13.54,117.64,0.818,7.20,-67,1027,68.5,4.611
MET-C68F036D-A,TWR-0141,2024-06-26T03:55:00,49.97,413.53,0.801,11.51,-69,1269,75.1,1.960
MET-EA2CC57B-4,TWR-0141,2024-06-27T11:18:00,48.43,485.43,1.458,10.25,-41,80,34.2,0.556
MET-D1CAB2F2-C,TWR-0141,2024-07-17T22:44:00,32.16,413.51,0.825,1.94,-45,1250,30.6,2.768
MET-4FE8E1F8-3,TWR-0141,2024-07-24T12:30:00,16.16,333.97,0.353,5.57,-64,1694,34.8,4.473
MET-80922983-5,TWR-0141,2024-08-05T10:42:00,47.25,153.78,0.551,6.66,-45,1987,45.7,0.535
MET-6BC378CB-6,TWR-0141,2024-08-07T06:02:00,17.75,470.83,1.179,1.76,-48,1158,40.0,1.186
MET-040D97C8-E,TWR-0141,2024-08-08T23:47:00,28.15,343.04,0.144,10.22,-53,1169,72.8,2.706
MET-A81A105A-6,TWR-0141,2024-08-21T05:41:00,45.90,104.44,0.037,5.10,-62,1491,39.9,0.742
MET-D5E7962F-4,TWR-0141,2024-10-24T02:05:00,19.43,230.24,1.273,11.72,-66,878,58.5,1.720
MET-22F02EA0-8,TWR-0141,2024-10-24T14:17:00,46.51,188.57,0.455,1.45,-45,1946,28.3,2.965
MET-BE412FA8-2,TWR-0142,2024-01-03T12:16:00,44.94,447.91,1.035,6.39,-52,789,84.4,3.491
MET-568787D6-4,TWR-0142,2024-01-18T21:03:00,39.10,171.72,0.912,6.65,-47,948,88.7,4.960
MET-3DF613AD-9,TWR-0142,2024-01-19T13:23:00,43.59,373.03,0.731,14.67,-57,457,55.0,2.371
MET-DFCE9AED-2,TWR-0142,2024-01-28T16:05:00,37.54,290.75,1.221,7.95,-63,1053,29.9,2.849
MET-E5BBF1DB-2,TWR-0142,2024-02-05T01:03:00,37.64,282.60,0.215,14.70,-51,1042,39.1,4.328
MET-4F3FF75D-4,TWR-0142,2024-02-27T01:01:00,35.10,375.33,0.287,11.26,-46,1530,72.2,1.989
MET-FC3B2EEF-C,TWR-0142,2024-03-28T01:26:00,39.41,382.75,0.414,10.53,-61,135,62.5,4.451
MET-801B8A26-5,TWR-0142,2024-04-08T14:50:00,46.24,180.74,1.180,7.25,-68,639,70.5,3.018
MET-28B1232D-3,TWR-0142,2024-05-21T13:00:00,25.21,115.98,0.593,4.07,-48,1794,37.7,4.194
MET-A1E80258-E,TWR-0142,2024-05-26T02:33:00,24.51,339.76,0.593,13.30,-69,531,93.9,0.800
MET-9167640D-3,TWR-0142,2024-06-10T23:17:00,47.95,337.87,0.459,4.45,-42,1309,80.1,1.821
MET-3EE5251C-2,TWR-0142,2024-06-29T17:06:00,48.31,396.08,0.895,7.92,-56,1156,26.1,0.645
MET-775F5369-1,TWR-0142,2024-06-30T22:19:00,17.60,456.29,0.924,4.53,-68,1176,33.9,4.417
MET-CF90C13E-9,TWR-0142,2024-07-24T11:40:00,35.55,266.41,1.226,5.09,-69,1756,68.9,1.703
MET-D53510CF-1,TWR-0142,2024-08-22T15:51:00,26.37,420.45,0.287,7.11,-42,81,47.7,3.653
MET-68D29A6F-1,TWR-0142,2024-08-22T16:02:00,23.97,273.85,0.845,2.24,-52,1386,89.8,4.085
MET-BAB81C93-2,TWR-0142,2024-08-26T19:30:00,39.81,324.64,0.601,9.76,-52,1994,74.4,1.620
MET-05F4DA9B-9,TWR-0142,2024-11-03T08:32:00,39.08,371.94,1.037,4.08,-54,1690,80.8,2.843
MET-6EE1BE25-D,TWR-0142,2024-11-08T14:49:00,25.50,139.30,1.253,11.58,-63,1560,47.2,1.610
MET-DB9E83FD-6,TWR-0142,2024-11-18T12:07:00,35.70,439.43,0.291,13.63,-45,935,45.4,4.793
MET-CB3DC5F5-9,TWR-0143,2024-01-08T15:34:00,10.85,324.32,0.298,8.24,-70,659,70.8,4.757
MET-DA9C5A8E-3,TWR-0143,2024-01-12T22:40:00,44.85,452.05,0.152,4.23,-62,888,72.0,1.711
MET-3965883B-5,TWR-0143,2024-01-23T15:56:00,30.58,417.57,0.501,9.98,-67,184,76.6,4.569
MET-84A24656-6,TWR-0143,2024-01-26T21:10:00,26.16,384.98,0.933,8.05,-57,244,41.6,1.196
MET-205E2A88-E,TWR-0143,2024-02-08T23:00:00,15.70,326.28,1.079,13.19,-48,863,64.2,2.563
MET-C0026150-1,TWR-0143,2024-02-11T19:42:00,32.61,401.84,0.177,12.10,-59,930,88.2,0.614
MET-B156CF3E-2,TWR-0143,2024-02-14T18:33:00,45.74,363.27,0.336,12.65,-68,820,43.8,3.403
MET-2F758753-9,TWR-0143,2024-03-06T11:38:00,44.46,287.47,0.040,9.12,-54,212,83.7,2.977
MET-3F919E4B-6,TWR-0143,2024-03-14T22:39:00,41.23,131.74,1.120,9.87,-68,1371,24.0,3.631
MET-985EA54F-8,TWR-0143,2024-03-28T17:03:00,31.02,461.23,0.646,13.93,-64,1548,48.7,0.468
MET-0612BAB2-2,TWR-0143,2024-06-25T08:38:00,14.00,131.26,1.041,11.25,-48,1950,63.6,2.663
MET-98074276-C,TWR-0143,2024-07-05T10:28:00,45.02,316.65,0.271,11.94,-68,1397,66.7,0.554
MET-1F295A1D-C,TWR-0143,2024-09-03T12:41:00,18.16,364.22,1.401,5.43,-52,1386,28.2,4.115
MET-C0B831D1-7,TWR-0143,2024-09-16T04:40:00,32.91,339.60,0.848,7.50,-51,1377,89.8,2.100
MET-330F3B95-E,TWR-0143,2024-09-28T11:48:00,42.93,223.13,0.760,3.53,-47,105,60.5,2.904
MET-B4C0EA24-C,TWR-0143,2024-11-11T04:37:00,29.01,269.50,0.318,6.44,-70,1088,55.2,0.344
MET-2E3DB4C7-2,TWR-0143,2024-11-11T21:38:00,15.53,455.27,1.162,13.81,-47,1314,21.1,2.252
MET-D20D329E-5,TWR-0143,2024-11-15T06:45:00,12.42,153.07,0.081,5.42,-54,383,28.2,0.480
MET-30E1160B-C,TWR-0143,2024-12-09T03:00:00,28.39,219.02,0.793,13.10,-51,1371,56.6,0.353
MET-41F9E30E-6,TWR-0143,2024-12-15T07:52:00,27.27,281.42,0.178,12.78,-51,902,55.2,1.274
MET-52AEDB52-5,TWR-0144,2024-01-17T21:45:00,17.62,209.28,0.161,4.13,-51,1584,41.8,3.594
MET-2673023A-D,TWR-0144,2024-03-21T04:08:00,31.49,207.67,0.955,6.20,-62,1860,78.1,1.049
MET-C95BF3BB-7,TWR-0144,2024-04-24T18:38:00,45.83,255.93,1.220,13.78,-60,1857,48.9,3.578
MET-3DD73021-C,TWR-0144,2024-04-28T13:14:00,35.77,468.04,0.837,7.58,-64,1955,55.3,2.640
MET-0A628E8A-C,TWR-0144,2024-05-07T10:37:00,27.38,329.96,0.527,2.81,-69,1359,67.7,4.944
MET-9FED4C43-9,TWR-0144,2024-05-19T05:27:00,33.07,187.29,1.187,14.71,-46,1510,58.0,4.927
MET-1E100506-6,TWR-0144,2024-05-19T17:10:00,14.43,349.73,1.165,9.43,-46,1167,76.8,2.708
MET-2448F75F-5,TWR-0144,2024-06-10T03:14:00,13.67,457.93,0.392,10.39,-50,1561,54.8,2.052
MET-AFDA7A51-8,TWR-0144,2024-06-30T05:25:00,26.57,228.77,1.268,5.16,-57,1555,73.7,0.361
MET-D61DA290-9,TWR-0144,2024-07-26T15:42:00,20.87,480.65,1.415,4.56,-69,179,45.8,0.957
MET-F4773432-A,TWR-0144,2024-08-01T01:44:00,36.09,310.56,0.180,7.88,-58,1774,85.4,3.539
MET-09508B9A-5,TWR-0144,2024-08-23T15:59:00,36.45,442.89,1.327,2.06,-59,632,63.8,0.927
MET-DD8DDC24-1,TWR-0144,2024-09-27T11:21:00,31.45,416.72,0.864,11.46,-67,570,48.3,2.985
MET-306066EC-1,TWR-0144,2024-10-08T00:03:00,25.83,317.66,0.003,3.88,-45,1144,49.7,0.974
MET-D48AFE61-8,TWR-0144,2024-10-10T02:44:00,31.86,290.32,0.324,4.61,-56,1667,59.5,0.670
MET-58DEA30E-F,TWR-0144,2024-10-12T01:42:00,17.78,135.51,0.765,10.93,-68,560,43.4,2.995
MET-9C010C6F-1,TWR-0144,2024-10-14T02:34:00,25.11,391.12,1.334,12.60,-45,1248,30.2,4.521
MET-5A7C2068-D,TWR-0144,2024-11-15T12:34:00,34.02,457.21,1.447,6.80,-40,713,44.2,3.047
MET-2CFB97BB-5,TWR-0144,2024-11-16T20:35:00,27.48,333.82,1.387,10.35,-46,1224,80.6,2.311
MET-63D22FEA-E,TWR-0144,2024-12-10T14:57:00,12.72,184.06,0.454,6.97,-45,199,36.9,2.785
MET-B2FF6D2F-8,TWR-0145,2024-01-25T08:34:00,18.15,235.75,1.271,7.10,-56,1822,58.7,1.521
MET-7A65812D-2,TWR-0145,2024-03-02T03:25:00,33.85,303.39,1.318,4.96,-69,430,36.7,0.585
MET-5D15D809-1,TWR-0145,2024-03-11T06:07:00,29.31,103.97,1.414,6.61,-40,1277,81.0,4.316
MET-D3F8083A-B,TWR-0145,2024-03-21T10:25:00,33.59,403.87,0.489,14.70,-44,453,22.5,2.672
MET-A5DA18FC-C,TWR-0145,2024-04-09T17:47:00,12.66,113.30,1.364,2.88,-65,942,49.7,0.971
MET-ABDA3A0E-8,TWR-0145,2024-04-11T07:40:00,35.22,496.09,0.035,6.33,-66,467,70.2,0.192
MET-1A5A4B56-B,TWR-0145,2024-05-06T23:06:00,15.61,336.01,1.051,12.51,-49,1436,72.0,4.421
MET-A4731D04-8,TWR-0145,2024-06-25T20:48:00,31.14,278.54,1.191,4.06,-42,1310,83.1,0.228
MET-CF634DAB-0,TWR-0145,2024-07-01T11:45:00,28.65,269.95,0.962,9.39,-42,618,38.0,2.281
MET-95B7F342-E,TWR-0145,2024-07-10T08:34:00,40.32,109.06,0.119,3.25,-42,1804,34.3,4.607
MET-D9587A62-F,TWR-0145,2024-08-11T01:02:00,29.81,155.94,0.015,12.73,-67,883,22.5,2.718
MET-754CC081-9,TWR-0145,2024-08-12T20:07:00,16.92,432.80,1.088,3.30,-42,1586,82.6,3.713
MET-9CD1A7D9-3,TWR-0145,2024-09-09T20:38:00,32.78,234.47,0.702,3.04,-53,1627,52.4,1.248
MET-C817C6A4-6,TWR-0145,2024-09-14T22:14:00,46.25,117.51,0.028,5.23,-56,1568,42.3,3.764
MET-E998C740-9,TWR-0145,2024-09-17T04:41:00,17.30,103.96,1.327,7.53,-51,1953,68.2,3.750
MET-00E9B358-4,TWR-0145,2024-10-06T10:27:00,23.41,240.80,0.406,3.70,-60,997,78.5,2.832
MET-D45660A2-9,TWR-0145,2024-10-14T22:42:00,43.17,300.10,0.707,3.26,-43,1029,63.0,1.462
MET-54AF9006-6,TWR-0145,2024-11-08T23:36:00,16.57,307.43,0.670,8.65,-41,1291,93.7,4.353
MET-8238E058-7,TWR-0145,2024-11-14T03:33:00,24.16,344.00,1.401,4.14,-62,574,28.4,4.019
MET-1F6AF536-C,TWR-0145,2024-11-25T00:52:00,17.19,247.11,0.183,10.20,-60,1438,22.5,0.354
MET-DFBC86B5-D,TWR-0146,2024-03-08T03:44:00,29.34,382.47,0.456,12.76,-63,1403,88.1,2.169
MET-0A472DB8-6,TWR-0146,2024-03-25T17:55:00,27.47,440.48,1.207,4.04,-56,1869,88.9,1.962
MET-F678F0B1-8,TWR-0146,2024-04-10T21:36:00,42.97,237.11,0.443,9.27,-60,630,45.3,0.520
MET-030BEDE5-1,TWR-0146,2024-04-15T08:59:00,25.38,240.54,0.285,1.09,-48,153,54.9,2.701
MET-1C995125-D,TWR-0146,2024-04-17T10:56:00,43.40,374.39,1.404,13.28,-59,860,65.6,2.561
MET-CC0472E1-8,TWR-0146,2024-04-19T19:22:00,13.48,322.94,1.322,7.23,-42,1086,31.6,4.785
MET-B412868B-5,TWR-0146,2024-04-29T13:18:00,36.68,377.73,1.462,6.70,-54,950,60.3,3.922
MET-DD798931-8,TWR-0146,2024-05-18T15:14:00,29.39,253.79,1.493,5.08,-47,1637,37.3,3.035
MET-7722D636-5,TWR-0146,2024-06-19T08:52:00,12.35,268.88,1.057,6.15,-52,1944,31.1,2.907
MET-63F8DD1D-4,TWR-0146,2024-06-25T05:23:00,13.32,484.02,0.723,11.86,-40,394,23.8,1.519
MET-5D2CC9BE-A,TWR-0146,2024-07-13T04:22:00,27.71,127.64,0.310,13.78,-54,1784,86.9,3.369
MET-28E4FE80-3,TWR-0146,2024-07-25T04:48:00,29.64,493.96,0.832,7.90,-55,610,33.3,2.975
MET-E19FF72E-8,TWR-0146,2024-08-05T09:06:00,38.82,343.54,1.220,9.97,-50,335,51.7,1.673
MET-55428719-0,TWR-0146,2024-08-29T01:06:00,28.61,121.33,0.837,8.75,-53,994,85.3,1.674
MET-7AED9BF3-8,TWR-0146,2024-08-31T11:02:00,46.56,404.98,0.702,1.60,-55,874,77.9,2.147
MET-D93CA04A-F,TWR-0146,2024-10-03T16:52:00,27.60,174.71,0.437,13.87,-49,1989,52.8,3.819
MET-52B57BF0-9,TWR-0146,2024-10-13T19:32:00,31.89,198.15,0.665,9.25,-46,465,90.5,2.904
MET-CC1B75AA-0,TWR-0146,2024-10-16T19:56:00,29.65,298.96,0.693,9.47,-65,1430,54.5,3.137
MET-6E234552-A,TWR-0146,2024-12-04T14:14:00,11.33,463.91,0.892,10.68,-62,318,78.3,0.659
MET-6FAEA0BB-2,TWR-0146,2024-12-08T08:29:00,22.41,294.38,0.378,10.81,-49,1695,28.2,2.765
MET-93825E98-8,TWR-0147,2024-01-23T17:32:00,46.72,211.32,0.244,13.00,-61,1217,85.5,0.502
MET-6A50AF7A-6,TWR-0147,2024-01-24T22:48:00,44.17,240.24,0.156,1.94,-42,1693,42.6,3.916
MET-3AD32B36-8,TWR-0147,2024-01-25T19:06:00,47.85,238.57,0.738,9.46,-40,1226,61.8,2.864
MET-14EE8926-6,TWR-0147,2024-02-18T10:59:00,43.06,439.34,0.197,13.46,-46,1328,55.9,2.940
MET-199E2668-D,TWR-0147,2024-03-28T09:27:00,20.95,474.71,0.143,2.43,-41,1641,42.7,3.991
MET-32A73332-A,TWR-0147,2024-04-26T18:59:00,44.58,225.24,1.197,2.92,-41,116,63.9,2.450
MET-0007A348-C,TWR-0147,2024-04-27T04:14:00,43.93,159.85,1.205,12.34,-67,1780,85.0,0.571
MET-CE24E1B8-7,TWR-0147,2024-06-04T23:13:00,32.48,234.98,1.010,10.33,-57,1685,30.0,0.195
MET-E22FFD5A-4,TWR-0147,2024-08-22T16:04:00,20.99,446.15,0.035,5.37,-46,888,32.0,0.938
MET-5A49026C-7,TWR-0147,2024-08-29T11:50:00,38.63,226.95,0.951,2.98,-51,1102,59.6,1.049
MET-F721BFE7-A,TWR-0147,2024-09-12T09:29:00,26.79,480.27,0.409,14.83,-45,953,88.5,1.508
MET-B1289797-A,TWR-0147,2024-09-24T14:58:00,47.33,436.53,0.982,8.35,-67,1880,60.7,4.114
MET-7E70B262-D,TWR-0147,2024-09-30T18:24:00,47.24,360.16,1.475,7.41,-49,1952,49.0,4.326
MET-7439CD84-F,TWR-0147,2024-11-13T17:28:00,23.53,432.50,0.955,10.12,-48,420,83.9,0.954
MET-E75B381F-3,TWR-0147,2024-11-17T13:11:00,39.05,436.62,1.155,1.01,-58,1966,78.6,3.460
MET-B8242FD2-F,TWR-0147,2024-11-24T04:39:00,23.99,458.05,0.421,13.83,-58,1581,40.0,1.981
MET-398C5755-E,TWR-0147,2024-12-01T22:25:00,42.70,330.53,0.626,13.97,-47,521,55.3,1.838
MET-90D20B7E-B,TWR-0147,2024-12-03T21:39:00,41.11,336.89,1.364,6.95,-52,1515,40.1,0.503
MET-53FC7995-E,TWR-0147,2024-12-13T05:19:00,40.00,389.41,1.068,7.09,-67,63,64.2,4.186
MET-9CDBE9F7-2,TWR-0147,2024-12-15T00:34:00,26.18,346.88,1.306,1.78,-57,702,59.3,4.293
MET-7E0AB745-1,TWR-0148,2024-01-03T02:48:00,33.06,267.90,0.518,2.65,-64,558,93.4,4.427
MET-0851BE64-B,TWR-0148,2024-01-20T15:26:00,30.90,205.90,0.427,10.65,-47,1954,66.8,1.389
MET-A4345E4E-7,TWR-0148,2024-01-23T10:06:00,46.33,472.31,1.145,10.33,-41,1992,23.9,1.450
MET-93059E1C-9,TWR-0148,2024-01-23T14:59:00,13.82,350.47,0.780,13.61,-54,1764,56.4,4.271
MET-10FC0B3F-0,TWR-0148,2024-03-14T16:42:00,29.31,344.94,0.074,14.31,-61,304,59.0,2.972
MET-F4E4E65D-6,TWR-0148,2024-03-17T03:19:00,13.03,302.23,0.118,7.39,-53,438,71.9,4.242
MET-9ED3B55D-D,TWR-0148,2024-03-19T00:32:00,23.88,214.34,0.707,10.40,-60,1986,61.3,1.765
MET-6B055192-7,TWR-0148,2024-04-17T05:49:00,19.76,409.53,0.561,5.16,-65,1963,52.0,1.040
MET-B19D1939-E,TWR-0148,2024-04-23T11:04:00,23.44,129.72,0.014,2.34,-49,306,25.1,1.772
MET-1625227F-D,TWR-0148,2024-04-28T06:14:00,10.79,392.13,1.354,8.12,-51,285,30.1,1.375
MET-C60E315A-3,TWR-0148,2024-05-10T04:02:00,42.69,280.90,1.197,12.54,-68,1574,27.0,2.227
MET-5A9A2240-4,TWR-0148,2024-06-19T17:02:00,27.77,148.59,1.433,7.33,-49,1760,31.9,1.870
MET-E96BD3E3-9,TWR-0148,2024-09-10T09:14:00,23.08,217.49,0.078,11.52,-48,1621,74.6,1.245
MET-BBB096A0-6,TWR-0148,2024-10-20T20:13:00,32.19,223.93,0.687,6.78,-47,354,41.6,4.724
MET-61C217D8-4,TWR-0148,2024-10-28T23:41:00,17.49,127.35,0.461,4.43,-47,186,57.0,0.431
MET-03FE9C47-6,TWR-0148,2024-11-05T15:49:00,10.31,432.53,1.470,5.18,-41,1446,82.9,2.433
MET-8161EEDC-2,TWR-0148,2024-11-07T03:45:00,42.61,193.00,0.130,9.60,-62,761,42.7,1.833
MET-31BA75C4-E,TWR-0148,2024-11-11T15:38:00,43.30,318.41,0.517,8.11,-44,910,81.7,3.343
MET-AD302D60-3,TWR-0148,2024-11-15T13:19:00,40.09,429.71,1.014,14.55,-51,1788,37.2,1.473
MET-B7517FCF-3,TWR-0148,2024-12-14T04:25:00,25.22,302.88,0.400,8.90,-68,1463,56.2,4.486
MET-514E1478-2,TWR-0149,2024-01-16T08:53:00,30.00,333.49,1.181,11.15,-63,1341,61.7,2.387
MET-F01305DA-D,TWR-0149,2024-02-04T18:45:00,26.75,160.28,0.730,12.87,-52,1506,32.2,1.238
MET-5F14EFA0-8,TWR-0149,2024-02-29T11:17:00,32.90,475.25,0.312,6.21,-40,1471,22.8,4.596
MET-75FF947B-D,TWR-0149,2024-03-05T20:01:00,24.14,385.72,1.170,11.92,-65,1188,53.7,4.061
MET-2D313175-B,TWR-0149,2024-04-09T01:02:00,18.50,445.38,0.483,3.86,-48,286,63.3,2.695
MET-B50E044D-E,TWR-0149,2024-04-19T14:17:00,41.17,220.29,0.624,5.78,-62,363,42.0,4.172
MET-B8EEAE5C-5,TWR-0149,2024-04-27T21:18:00,17.60,410.83,0.002,13.42,-43,810,72.0,1.497
MET-BC6B875E-A,TWR-0149,2024-05-22T07:16:00,29.20,279.73,0.587,13.33,-58,1218,65.2,2.732
MET-73841220-7,TWR-0149,2024-06-09T22:25:00,40.20,378.45,0.268,5.11,-44,1965,38.9,2.642
MET-3BE190BB-3,TWR-0149,2024-06-12T07:13:00,29.87,225.90,0.059,13.43,-42,1314,74.2,3.456
MET-3B34E940-1,TWR-0149,2024-06-28T19:39:00,30.08,239.56,0.006,14.54,-52,819,81.2,3.885
MET-6784FD3A-8,TWR-0149,2024-08-09T12:58:00,32.19,336.28,0.080,6.68,-67,1257,29.6,0.063
MET-143796E0-9,TWR-0149,2024-08-15T05:15:00,39.71,252.50,0.132,1.38,-65,1035,26.9,4.642
MET-80BC2D42-1,TWR-0149,2024-09-05T03:07:00,25.65,349.60,1.330,6.61,-53,1212,34.1,2.452
MET-061839B8-4,TWR-0149,2024-09-21T10:57:00,23.02,482.78,0.450,7.89,-54,1829,32.3,0.828
MET-AC452E8B-8,TWR-0149,2024-09-28T06:11:00,22.83,406.10,0.053,3.69,-44,367,46.9,0.658
MET-71D1948F-8,TWR-0149,2024-10-26T01:47:00,48.09,276.73,0.780,3.98,-53,830,52.9,3.206
MET-93F98E53-E,TWR-0149,2024-10-27T09:59:00,39.87,312.86,1.299,14.70,-61,764,40.1,1.963
MET-A75B0962-D,TWR-0149,2024-11-17T11:19:00,49.28,464.11,0.401,8.74,-59,1907,25.4,3.821
MET-01EC9F38-D,TWR-0149,2024-12-11T12:04:00,29.77,342.19,0.749,5.14,-69,1992,34.4,1.421
MET-FF5C02A4-1,TWR-0150,2024-01-06T16:15:00,36.30,265.64,0.636,3.28,-70,1273,81.4,4.313
MET-AD5C97B5-A,TWR-0150,2024-01-08T17:45:00,17.15,421.79,0.005,5.88,-43,642,27.1,2.148
MET-2ABEB08C-E,TWR-0150,2024-01-15T18:10:00,38.16,468.64,0.784,14.78,-55,1230,53.7,2.534
MET-A6A7FC1E-2,TWR-0150,2024-01-21T07:50:00,20.36,122.17,1.264,10.77,-51,447,46.9,2.814
MET-1637E1E9-5,TWR-0150,2024-03-03T19:11:00,33.95,368.05,0.496,6.92,-48,276,60.8,0.926
MET-CDB1FF53-7,TWR-0150,2024-03-06T09:12:00,12.40,484.48,0.025,4.70,-48,1216,25.5,1.535
MET-C9FB6DC2-D,TWR-0150,2024-03-06T12:48:00,11.96,482.43,0.208,4.45,-59,1181,79.9,1.120
MET-CA7C8B39-0,TWR-0150,2024-04-13T02:15:00,39.23,369.97,0.083,6.32,-53,1442,60.7,2.303
MET-971CE449-B,TWR-0150,2024-04-30T20:14:00,36.89,493.14,1.257,11.01,-46,1076,43.8,0.067
MET-CA9D71EF-0,TWR-0150,2024-05-17T16:17:00,20.63,100.29,1.464,10.91,-62,101,60.5,1.667
MET-FB6702A1-8,TWR-0150,2024-05-31T03:46:00,20.95,482.22,0.797,1.68,-50,1778,83.2,4.492
MET-4416EAC8-A,TWR-0150,2024-06-19T17:03:00,35.89,373.84,0.745,3.87,-69,564,22.2,1.702
MET-73A99519-6,TWR-0150,2024-08-24T03:00:00,37.56,206.79,1.343,11.06,-54,1408,85.2,1.813
MET-1AB709AB-E,TWR-0150,2024-08-30T18:49:00,34.76,409.06,0.824,6.26,-49,1421,72.9,4.058
MET-CE8E99F4-F,TWR-0150,2024-10-04T17:10:00,14.72,143.76,0.094,14.82,-55,210,85.8,0.056
MET-5BEB3A10-8,TWR-0150,2024-10-13T14:04:00,47.57,357.68,0.462,5.93,-45,1552,29.6,3.898
MET-719C0515-6,TWR-0150,2024-10-18T20:13:00,39.52,332.26,0.082,3.64,-59,1053,32.8,2.714
MET-5B59792D-2,TWR-0150,2024-10-22T02:27:00,13.90,165.82,1.268,5.27,-62,1615,30.8,3.833
MET-2CB03CFD-C,TWR-0150,2024-12-02T19:51:00,43.34,362.13,0.069,12.19,-51,138,67.8,1.228
MET-5F66F38D-8,TWR-0150,2024-12-05T15:14:00,43.48,428.50,0.308,14.91,-45,1257,54.8,1.438
MET-24F8C0CE-2,TWR-0151,2024-01-02T12:21:00,42.28,161.96,0.193,6.54,-54,586,58.6,4.409
MET-F68F4770-4,TWR-0151,2024-02-14T04:54:00,17.03,169.13,1.273,2.30,-63,344,91.0,0.206
MET-4FABE4F4-D,TWR-0151,2024-02-24T03:00:00,47.25,317.42,0.298,12.20,-64,599,28.8,0.916
MET-CBA71100-5,TWR-0151,2024-02-26T23:07:00,32.51,474.64,0.561,6.38,-41,142,84.2,4.602
MET-A2402593-E,TWR-0151,2024-04-01T09:41:00,47.01,113.31,0.669,4.79,-66,340,39.2,4.222
MET-DA730088-6,TWR-0151,2024-04-20T21:11:00,20.59,212.48,0.850,9.12,-57,607,84.9,1.054
MET-0A69D5E5-A,TWR-0151,2024-04-26T04:06:00,18.97,129.78,0.813,2.61,-70,1584,71.4,0.181
MET-5535F2F9-5,TWR-0151,2024-05-30T01:07:00,41.52,350.84,0.636,9.03,-44,203,79.1,4.646
MET-45076C05-B,TWR-0151,2024-06-02T09:30:00,26.51,167.44,0.384,8.59,-62,1059,41.1,2.583
MET-4F81EBA8-F,TWR-0151,2024-06-07T09:00:00,31.03,132.49,1.041,8.83,-64,677,82.8,2.304
MET-83AFD59A-1,TWR-0151,2024-06-10T01:28:00,42.07,383.12,0.046,11.95,-58,1753,73.1,4.986
MET-12D135D2-D,TWR-0151,2024-07-07T02:02:00,49.35,283.33,1.385,13.75,-53,94,67.9,1.428
MET-6DC47C40-8,TWR-0151,2024-07-10T12:46:00,35.58,229.62,0.794,3.87,-65,1113,65.3,4.511
MET-82B0FEE0-3,TWR-0151,2024-07-11T21:50:00,37.69,338.97,0.939,5.50,-47,1143,86.6,0.482
MET-C6763B79-9,TWR-0151,2024-07-18T06:53:00,13.78,193.68,0.501,8.82,-68,1432,63.4,0.687
MET-EBF6063B-6,TWR-0151,2024-08-08T21:45:00,37.52,447.19,1.474,6.66,-70,305,45.6,1.424
MET-C4E95B8E-3,TWR-0151,2024-08-28T03:36:00,14.29,490.27,0.249,12.39,-50,807,35.8,2.244
MET-CBA59704-2,TWR-0151,2024-10-13T18:40:00,46.76,105.45,0.674,4.88,-41,1039,83.6,1.054
MET-321FC483-0,TWR-0151,2024-10-15T18:48:00,35.30,316.26,1.322,9.88,-60,1824,90.0,0.560
MET-09333908-1,TWR-0151,2024-12-09T08:49:00,17.27,493.07,1.121,9.41,-44,1469,27.0,4.034
MET-9526DC05-F,TWR-0152,2024-01-23T22:22:00,30.38,208.03,1.396,5.81,-60,1923,79.6,4.507
MET-2D82C7F4-1,TWR-0152,2024-02-03T17:03:00,30.28,380.00,0.694,14.01,-63,339,73.2,2.568
MET-689F9EDC-D,TWR-0152,2024-02-05T00:28:00,29.13,143.19,0.212,3.52,-42,658,50.7,4.929
MET-FD3C0F9D-2,TWR-0152,2024-02-25T19:21:00,27.35,230.45,0.179,4.82,-45,1413,76.8,1.253
