EQUIPMENT_ID,TOWER_ID,EQUIPMENT_TYPE,PART_ID,MANUFACTURER,MODEL,SERIAL_NUMBER,INSTALL_DATE,FIRMWARE_VERSION,STATUS
EQP-00339,TWR-0045,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,4AE6736D-A38B-077,2023-11-27,v1.5.8-OUTDATED,WARNING
EQP-00340,TWR-0045,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,3468E346-DF7B-916,2024-02-11,v2.4.0,OPERATIONAL
EQP-00341,TWR-0045,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,A8F35B08-D2C6-859,2023-08-02,v1.3.0,OPERATIONAL
EQP-00342,TWR-0046,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,2B03EE06-14F3-640,2024-01-03,v1.1.0-OUTDATED,OPERATIONAL
EQP-00343,TWR-0046,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,E5B713BA-8CB5-293,2024-05-10,v2.4.0,OPERATIONAL
EQP-00344,TWR-0046,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,F0C2D9BB-94C8-544,2022-10-18,v2.1.3,OPERATIONAL
EQP-00345,TWR-0046,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,085A5FA7-BA99-930,2022-10-17,v1.2.7,OPERATIONAL
EQP-00346,TWR-0046,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,649F93EC-726C-576,2022-06-19,v1.2.7,OPERATIONAL
EQP-00347,TWR-0046,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,2F7A516B-5975-254,2022-08-26,v2.4.0,OPERATIONAL
EQP-00348,TWR-0046,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,4B5B45EE-64B1-455,2023-07-01,v1.3.0,WARNING
EQP-00349,TWR-0046,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,A10418E4-730B-256,2023-05-14,v1.3.0,OPERATIONAL
EQP-00350,TWR-0046,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,AD29E704-CC53-291,2022-08-09,v3.0.0,OPERATIONAL
EQP-00351,TWR-0047,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,BD0BC9D0-B2E7-090,2023-11-11,v1.2.7,OPERATIONAL
EQP-00352,TWR-0047,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,B740E2D9-ABD0-990,2022-02-09,v1.1.0-OUTDATED,OPERATIONAL
EQP-00353,TWR-0047,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,F4D178F1-0A0C-038,2024-06-03,v1.1.0-OUTDATED,OPERATIONAL
EQP-00354,TWR-0047,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,8F247015-BB10-655,2022-11-24,v2.0.1,OPERATIONAL
EQP-00355,TWR-0047,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,C4534B7A-187E-423,2022-04-04,v1.0.4,OPERATIONAL
EQP-00356,TWR-0047,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,B2E6CA79-21CF-861,2022-10-05,v1.3.0,OPERATIONAL
EQP-00357,TWR-0047,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,55B9CF6A-8F53-378,2023-07-18,v1.1.0-OUTDATED,OPERATIONAL
EQP-00358,TWR-0047,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,FD0825FF-22B6-432,2024-03-06,v2.1.3,OPERATIONAL
EQP-00359,TWR-0047,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,EECFBE80-DE46-571,2023-08-17,v1.1.0-OUTDATED,OPERATIONAL
EQP-00360,TWR-0048,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,A6DDF91D-1342-723,2023-02-06,v1.2.7,OPERATIONAL
EQP-00361,TWR-0048,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,303BC418-C1C2-257,2023-07-22,v1.1.0-OUTDATED,WARNING
EQP-00362,TWR-0048,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,0423C303-19F2-728,2022-11-27,v3.0.0,WARNING
EQP-00363,TWR-0048,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,1B388924-BE06-880,2022-09-19,v1.1.0-OUTDATED,OPERATIONAL
EQP-00364,TWR-0049,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,7EFAB94E-009D-813,2023-09-10,v3.0.0,OPERATIONAL
EQP-00365,TWR-0049,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,6564615F-B244-281,2023-09-22,v2.1.3,OPERATIONAL
EQP-00366,TWR-0049,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,EB722DA8-9DD1-394,2022-02-09,v3.0.0,WARNING
EQP-00367,TWR-0049,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,6A3278B0-3CAE-813,2024-02-04,v2.0.1,WARNING
EQP-00368,TWR-0049,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,8F6E67A6-2E7E-398,2024-06-05,v1.1.0-OUTDATED,OPERATIONAL
EQP-00369,TWR-0049,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,9CC3DFAF-DA7D-185,2023-05-27,v2.4.0,OPERATIONAL
EQP-00370,TWR-0049,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,DF415D80-1552-493,2023-03-13,v1.1.0-OUTDATED,OPERATIONAL
EQP-00371,TWR-0050,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,33AFF80E-F460-800,2023-12-08,v2.1.3,OPERATIONAL
EQP-00372,TWR-0050,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,0B683D6D-294F-556,2023-10-18,v2.1.3,WARNING
EQP-00373,TWR-0050,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,1A153093-8C2B-296,2022-10-29,v1.0.4,OPERATIONAL
EQP-00374,TWR-0050,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,9AA3944F-1673-784,2023-03-20,v2.0.1,WARNING
EQP-00375,TWR-0050,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,B6EB5FD9-09B5-143,2023-05-30,v3.0.0,OPERATIONAL
EQP-00376,TWR-0050,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,C570BDC6-07F1-213,2024-02-02,v1.2.7,WARNING
EQP-00377,TWR-0051,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,92069DE7-6EC3-680,2023-10-14,v1.3.0,WARNING
EQP-00378,TWR-0051,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,3F487BE6-6CFE-752,2023-10-03,v2.4.0,OPERATIONAL
EQP-00379,TWR-0051,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,CE090964-EB9E-097,2023-08-12,v1.5.8-OUTDATED,OPERATIONAL
EQP-00380,TWR-0051,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,2328AC7F-5202-444,2023-01-12,v3.0.0,OPERATIONAL
EQP-00381,TWR-0051,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,D24F0638-F357-797,2024-06-16,v2.0.1,WARNING
EQP-00382,TWR-0051,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,17C0C38F-AF93-691,2023-07-15,v1.0.4,WARNING
EQP-00383,TWR-0051,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,41A9C28D-EF32-575,2023-02-26,v2.1.3,WARNING
EQP-00384,TWR-0051,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,3125B114-DF70-011,2024-02-22,v1.1.0-OUTDATED,FAILING
EQP-00385,TWR-0051,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,71D8573E-C3B2-452,2023-11-14,v2.0.2-OUTDATED,WARNING
EQP-00386,TWR-0052,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,0B3B70C4-FD39-361,2023-07-03,v1.3.0,OPERATIONAL
EQP-00387,TWR-0052,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,84A4EF2B-E2BF-224,2023-06-15,v1.1.0-OUTDATED,WARNING
EQP-00388,TWR-0052,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,C5365B56-F9EB-884,2022-06-27,v1.1.0-OUTDATED,WARNING
EQP-00389,TWR-0052,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,FF0566CB-39F7-927,2023-08-15,v1.3.0,OPERATIONAL
EQP-00390,TWR-0052,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,EE0C3DC4-1648-081,2022-02-10,v3.0.0,OPERATIONAL
EQP-00391,TWR-0052,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,6C552444-54A5-754,2023-07-05,v1.3.0,OPERATIONAL
EQP-00392,TWR-0052,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,A9E4F32D-E198-219,2023-04-20,v1.3.0,OPERATIONAL
EQP-00393,TWR-0052,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,A98E395F-4DA3-757,2022-08-08,v2.4.0,OPERATIONAL
EQP-00394,TWR-0052,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,45A69833-43E6-404,2023-09-05,v2.1.3,OPERATIONAL
EQP-00395,TWR-0052,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,CB8FE326-DFBB-233,2023-06-24,v1.0.4,OPERATIONAL
EQP-00396,TWR-0052,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,2831FEAA-39B8-281,2022-12-24,v2.0.1,OPERATIONAL
EQP-00397,TWR-0052,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,D4FCE830-861E-969,2022-12-07,v1.5.8-OUTDATED,WARNING
EQP-00398,TWR-0052,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,A6796C3A-FD01-628,2024-04-22,v1.2.7,OPERATIONAL
EQP-00399,TWR-0052,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,DE28B9C3-77F3-326,2022-01-21,v1.2.7,OPERATIONAL
EQP-00400,TWR-0052,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,2FD4B9E4-F5B6-670,2022-11-02,v2.1.3,WARNING
EQP-00401,TWR-0053,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,DA4FB62F-CAD9-231,2022-08-05,v1.2.7,OPERATIONAL
EQP-00402,TWR-0053,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,11BD2916-CCF4-947,2023-12-15,v1.5.8-OUTDATED,OPERATIONAL
EQP-00403,TWR-0053,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,551E3462-CB22-021,2024-05-14,v1.3.0,OPERATIONAL
EQP-00404,TWR-0053,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,6A23839E-49EE-007,2022-04-11,v2.0.2-OUTDATED,OPERATIONAL
EQP-00405,TWR-0053,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,FE589AC5-E00F-176,2024-06-25,v1.2.7,OPERATIONAL
EQP-00406,TWR-0053,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,450F5272-C176-037,2022-02-17,v2.4.0,WARNING
EQP-00407,TWR-0053,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,8622CB9D-1BC3-535,2023-11-30,v1.0.4,OPERATIONAL
EQP-00408,TWR-0053,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,93AC0985-01CD-418,2024-05-06,v1.5.8-OUTDATED,FAILING
EQP-00409,TWR-0053,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,EA9F9EF3-ABD5-860,2023-03-21,v1.1.0-OUTDATED,OPERATIONAL
EQP-00410,TWR-0053,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,625FBBE4-A5D6-854,2023-11-13,v2.0.1,OPERATIONAL
EQP-00411,TWR-0053,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,CEC58719-6618-578,2022-04-07,v1.0.4,WARNING
EQP-00412,TWR-0053,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,A2266E15-B3FB-945,2024-05-14,v1.5.8-OUTDATED,WARNING
EQP-00413,TWR-0054,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,17B07BC6-DA04-936,2022-01-03,v1.5.8-OUTDATED,OPERATIONAL
EQP-00414,TWR-0054,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,15FB26F3-97CC-832,2022-04-19,v2.0.2-OUTDATED,OPERATIONAL
EQP-00415,TWR-0054,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,7B6AA51F-DE45-323,2022-01-29,v2.1.3,OPERATIONAL
EQP-00416,TWR-0054,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,24F3885E-1DB4-766,2023-01-26,v2.0.2-OUTDATED,OPERATIONAL
EQP-00417,TWR-0054,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,F008E1CF-7DC3-853,2023-09-30,v1.0.4,OPERATIONAL
EQP-00418,TWR-0055,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,09ACC743-1AF1-702,2023-06-17,v3.0.0,WARNING
EQP-00419,TWR-0055,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,234A4D51-166B-478,2022-05-30,v2.0.2-OUTDATED,WARNING
EQP-00420,TWR-0055,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,395AE58D-384A-742,2022-05-09,v2.0.2-OUTDATED,FAILING
EQP-00421,TWR-0055,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,2000BE6E-BCB3-522,2023-04-24,v1.0.4,WARNING
EQP-00422,TWR-0055,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,AC1AD16E-02C2-701,2024-03-31,v2.0.1,OPERATIONAL
EQP-00423,TWR-0055,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,776568EF-D14C-544,2022-11-01,v1.5.8-OUTDATED,WARNING
EQP-00424,TWR-0055,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,41566843-E64A-541,2023-06-10,v2.0.1,WARNING
EQP-00425,TWR-0055,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,3B3D6666-A729-266,2022-04-09,v1.3.0,WARNING
EQP-00426,TWR-0056,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,D592562F-4996-585,2023-05-31,v1.0.4,OPERATIONAL
EQP-00427,TWR-0056,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,1A16571B-6008-665,2023-05-14,v2.0.2-OUTDATED,FAILING
EQP-00428,TWR-0056,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,BCDFEC68-92A9-519,2024-01-31,v3.0.0,WARNING
EQP-00429,TWR-0056,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,AEFD434B-DEAA-950,2023-09-17,v2.1.3,WARNING
EQP-00430,TWR-0056,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,285AA441-4DAF-925,2024-02-20,v1.1.0-OUTDATED,FAILING
EQP-00431,TWR-0056,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,2501340D-8AAF-147,2022-11-09,v1.3.0,OPERATIONAL
EQP-00432,TWR-0056,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,488C839F-9920-209,2022-01-23,v1.5.8-OUTDATED,WARNING
EQP-00433,TWR-0057,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,7E7ADCAC-466C-408,2024-05-04,v1.0.4,OPERATIONAL
EQP-00434,TWR-0057,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,22BCA405-76ED-774,2022-01-21,v3.0.0,OPERATIONAL
EQP-00435,TWR-0057,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,269A415C-FF91-966,2022-05-20,v2.1.3,WARNING
EQP-00436,TWR-0057,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,4F83815F-4E8A-702,2023-05-18,v1.3.0,OPERATIONAL
EQP-00437,TWR-0057,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,0E7A8A5D-3A98-021,2022-12-22,v1.3.0,OPERATIONAL
EQP-00438,TWR-0057,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,08B8C547-3CC6-791,2022-01-24,v2.4.0,WARNING
EQP-00439,TWR-0057,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,24638C77-04CC-104,2022-01-18,v2.0.1,WARNING
EQP-00440,TWR-0057,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,D29DC86C-BD8F-768,2022-02-27,v2.4.0,OPERATIONAL
EQP-00441,TWR-0057,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,4C1B538E-E60E-896,2023-07-06,v1.0.4,OPERATIONAL
EQP-00442,TWR-0057,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,A8022E08-50E0-854,2023-12-10,v2.0.2-OUTDATED,WARNING
EQP-00443,TWR-0057,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,C2E96A54-4993-245,2024-05-12,v2.1.3,WARNING
EQP-00444,TWR-0057,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,8D5448C8-4F96-009,2023-05-28,v1.3.0,WARNING
EQP-00445,TWR-0057,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,9E32F801-7935-735,2024-05-31,v2.4.0,WARNING
EQP-00446,TWR-0058,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,76520D0D-3BFB-728,2022-08-30,v1.3.0,OPERATIONAL
EQP-00447,TWR-0058,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,9A60E3FE-0BA3-811,2022-04-12,v1.2.7,OPERATIONAL
EQP-00448,TWR-0058,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,3FB12412-9045-969,2024-06-06,v2.0.1,OPERATIONAL
EQP-00449,TWR-0059,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,D588DBE8-EBBA-335,2023-07-09,v3.0.0,OPERATIONAL
EQP-00450,TWR-0059,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,5A4C9B3C-C25A-872,2023-11-03,v1.2.7,OPERATIONAL
EQP-00451,TWR-0059,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,74EDE463-FD23-551,2023-01-14,v1.2.7,OPERATIONAL
EQP-00452,TWR-0059,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,75AEE7DB-3C5A-719,2024-05-09,v3.0.0,OPERATIONAL
EQP-00453,TWR-0059,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,FC867F38-A0A4-280,2023-07-21,v1.1.0-OUTDATED,OPERATIONAL
EQP-00454,TWR-0059,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,02791548-408D-584,2022-11-26,v1.0.4,OPERATIONAL
EQP-00455,TWR-0059,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,723797FA-0890-384,2024-03-04,v2.1.3,OPERATIONAL
EQP-00456,TWR-0059,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,57315CFA-DAA6-061,2023-01-09,v1.1.0-OUTDATED,OPERATIONAL
EQP-00457,TWR-0059,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,D8C0345F-7AA6-965,2022-07-22,v2.1.3,OPERATIONAL
EQP-00458,TWR-0059,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,0BA4D242-2BBA-859,2022-03-05,v2.1.3,OPERATIONAL
EQP-00459,TWR-0060,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,91FAC96A-D2DB-085,2024-05-02,v1.2.7,WARNING
EQP-00460,TWR-0060,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,2923AAA5-D0D4-620,2024-04-04,v2.0.1,OPERATIONAL
EQP-00461,TWR-0060,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,46DD3858-60EA-461,2022-04-09,v1.2.7,OPERATIONAL
EQP-00462,TWR-0060,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,17A4B608-2024-514,2024-06-20,v2.1.3,OPERATIONAL
EQP-00463,TWR-0060,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,303535F6-AA23-415,2023-02-24,v2.1.3,OPERATIONAL
EQP-00464,TWR-0060,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,0A459FDF-6135-299,2022-07-09,v2.0.1,WARNING
EQP-00465,TWR-0060,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,22A709D6-5464-923,2024-06-22,v2.1.3,OPERATIONAL
EQP-00466,TWR-0060,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,5ED17A67-7B49-243,2024-03-21,v2.4.0,WARNING
EQP-00467,TWR-0060,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,11059F72-527B-035,2023-12-10,v2.4.0,WARNING
EQP-00468,TWR-0061,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,3ADCAB32-699C-308,2024-02-28,v1.0.4,OPERATIONAL
EQP-00469,TWR-0061,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,73B26CC4-201D-782,2023-04-06,v2.0.1,OPERATIONAL
EQP-00470,TWR-0061,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,9530A01C-9732-466,2022-11-23,v2.0.2-OUTDATED,WARNING
EQP-00471,TWR-0061,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,82316438-73B5-341,2023-03-12,v1.1.0-OUTDATED,WARNING
EQP-00472,TWR-0061,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,26929090-259B-468,2022-04-30,v1.1.0-OUTDATED,OPERATIONAL
EQP-00473,TWR-0061,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,6C1B60B0-5390-090,2023-04-30,v2.0.1,OPERATIONAL
EQP-00474,TWR-0061,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,F07C47DB-4CA8-440,2024-04-23,v1.0.4,OPERATIONAL
EQP-00475,TWR-0061,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,DFA512F5-1308-590,2022-12-11,v3.0.0,OPERATIONAL
EQP-00476,TWR-0062,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,B7FC14C8-C50C-784,2023-08-06,v1.5.8-OUTDATED,WARNING
EQP-00477,TWR-0062,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,60BAA2BB-D9B6-695,2023-09-25,v1.5.8-OUTDATED,WARNING
EQP-00478,TWR-0062,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,CD0CC88B-76CC-206,2024-01-26,v2.0.1,OPERATIONAL
EQP-00479,TWR-0062,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,52E33472-2633-911,2023-06-27,v2.0.2-OUTDATED,WARNING
EQP-00480,TWR-0062,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,01D42AD6-B61C-918,2024-06-15,v1.3.0,WARNING
EQP-00481,TWR-0062,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,1991F14F-8A7C-081,2023-09-08,v1.1.0-OUTDATED,FAILING
EQP-00482,TWR-0062,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,12872C4D-0349-400,2022-05-24,v1.1.0-OUTDATED,FAILING
EQP-00483,TWR-0062,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,9F247B23-391A-425,2022-10-27,v2.4.0,OPERATIONAL
EQP-00484,TWR-0063,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,DDCE3D25-8B98-376,2023-06-24,v2.0.2-OUTDATED,WARNING
EQP-00485,TWR-0063,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,77995246-22F4-738,2022-04-27,v2.1.3,OPERATIONAL
EQP-00486,TWR-0063,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,F36C38C0-0C4E-926,2024-03-13,v2.1.3,WARNING
EQP-00487,TWR-0063,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,FD6F590F-9F55-521,2024-02-26,v1.2.7,WARNING
EQP-00488,TWR-0063,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,8C3CBE06-16CA-752,2023-11-04,v1.5.8-OUTDATED,WARNING
EQP-00489,TWR-0063,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,FE9E0B8F-82BF-016,2022-02-28,v2.0.2-OUTDATED,WARNING
EQP-00490,TWR-0063,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,A88199D6-519A-280,2023-10-29,v2.4.0,OPERATIONAL
EQP-00491,TWR-0063,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,F29B0262-52E9-328,2023-12-11,v1.2.7,OPERATIONAL
EQP-00492,TWR-0064,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,09AC39CC-2F46-191,2022-05-17,v2.1.3,OPERATIONAL
EQP-00493,TWR-0064,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,42B96892-4E0F-963,2022-08-19,v2.4.0,OPERATIONAL
EQP-00494,TWR-0064,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,5383C6FD-6901-505,2023-03-07,v1.3.0,OPERATIONAL
EQP-00495,TWR-0064,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,61D6767A-C82D-284,2022-01-15,v2.0.1,OPERATIONAL
EQP-00496,TWR-0064,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,0C60C4FE-0B92-342,2023-03-24,v1.1.0-OUTDATED,OPERATIONAL
EQP-00497,TWR-0064,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,2B4ECA10-27C2-706,2022-02-13,v1.0.4,OPERATIONAL
EQP-00498,TWR-0064,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,49DC804C-1BBC-217,2022-08-11,v2.1.3,WARNING
EQP-00499,TWR-0064,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,36819384-F5D2-084,2022-06-21,v2.1.3,WARNING
EQP-00500,TWR-0065,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,6E2CB55F-B3E6-079,2024-01-12,v1.5.8-OUTDATED,OPERATIONAL
EQP-00501,TWR-0065,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,D7B3D548-49B6-782,2023-01-28,v2.0.1,OPERATIONAL
EQP-00502,TWR-0065,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,F4B8F33D-EB76-665,2023-11-12,v1.1.0-OUTDATED,OPERATIONAL
EQP-00503,TWR-0065,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,4015A797-4BBF-824,2022-12-13,v1.0.4,OPERATIONAL
EQP-00504,TWR-0065,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,B5D9D402-8FAC-468,2024-05-23,v2.0.2-OUTDATED,OPERATIONAL
EQP-00505,TWR-0065,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,F3D0964E-A221-303,2022-03-04,v2.0.1,OPERATIONAL
EQP-00506,TWR-0065,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,4CDC7BF0-EB67-438,2022-05-24,v2.1.3,OPERATIONAL
EQP-00507,TWR-0066,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,3408752F-A7B5-215,2023-09-06,v1.3.0,OPERATIONAL
EQP-00508,TWR-0066,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,CA90A963-F64B-481,2023-05-23,v1.1.0-OUTDATED,OPERATIONAL
