CDR_ID,CALLER_SUB_ID,CALLEE_SUB_ID,CALL_TYPE,CALL_START_TIME,CALL_DURATION_SECONDS,CALL_STATUS,TOWER_ID,DATA_USED_MB,CALL_QUALITY_SCORE
CDR-8F31BAFD-D,SUB-CON-00719,SUB-ENT-0007,SMS,2024-01-01T14:00:00,3080,COMPLETED,TWR-0044,49.81,3.6
CDR-8F36F3D7-9,SUB-CON-00302,SUB-CON-00505,VIDEO,2024-03-21T09:00:00,3537,DROPPED,TWR-0073,27.75,3.7
CDR-8F3C4D61-2,SUB-INF-0006,SUB-CON-00543,VOICE,2024-06-26T13:04:00,104,COMPLETED,TWR-0011,27.42,1.9
CDR-8F41CB36-1,SUB-INF-0013,SUB-CON-00060,VOICE,2024-07-27T12:12:00,1038,COMPLETED,TWR-0004,10.85,2.0
CDR-8F4B657B-A,SUB-CON-01025,SUB-CON-00923,VOICE,2024-06-14T07:00:00,2731,COMPLETED,TWR-0002,29.96,4.3
CDR-8F6559E4-7,SUB-CON-00306,SUB-CON-00284,VIDEO,2024-03-02T10:00:00,2247,COMPLETED,TWR-0052,62.34,3.4
CDR-8F70F779-7,SUB-INF-0006,SUB-CON-00347,VOICE,2024-03-30T10:18:00,1127,COMPLETED,TWR-0008,16.34,1.8
CDR-8F796136-C,SUB-CON-00910,SUB-CON-00431,VIDEO,2024-05-26T20:00:00,3064,COMPLETED,TWR-0031,16.08,3.9
CDR-8F7C51CD-0,SUB-INF-0013,SUB-CON-00461,VIDEO,2024-05-27T11:40:00,1334,COMPLETED,TWR-0006,35.68,3.0
CDR-8FA7C6C2-3,SUB-CON-00120,SUB-CON-00359,VOICE,2024-11-11T10:00:00,967,COMPLETED,TWR-0100,52.4,3.9
CDR-8FC1A32F-C,SUB-CON-00528,SUB-CON-00051,VOICE,2024-05-15T08:00:00,305,COMPLETED,TWR-0059,4.01,4.7
CDR-8FC43937-F,SUB-INF-0004,SUB-CON-00320,VIDEO,2024-01-11T22:58:00,139,COMPLETED,TWR-0008,2.13,2.9
CDR-8FC67D4C-6,SUB-INF-0014,SUB-CON-00848,VOICE,2024-05-19T19:36:00,569,COMPLETED,TWR-0010,43.76,1.6
CDR-8FCF33BD-6,SUB-CON-01067,SUB-CON-00848,VOICE,2024-08-09T15:00:00,1321,COMPLETED,TWR-0061,82.91,4.8
CDR-8FD89BDA-4,SUB-CON-00174,SUB-CON-00698,VOICE,2024-04-10T16:00:00,3298,COMPLETED,TWR-0046,22.04,4.6
CDR-8FED6C2A-5,SUB-INF-0007,SUB-CON-00834,SMS,2024-05-29T08:00:00,2165,DROPPED,TWR-0054,83.32,3.4
CDR-90190C4A-8,SUB-INF-0007,SUB-CON-01014,VIDEO,2024-03-12T14:44:00,954,COMPLETED,TWR-0004,23.48,3.1
CDR-901B8DB9-1,SUB-CON-00095,SUB-CON-00557,VOICE,2024-05-14T18:00:00,1706,DROPPED,TWR-0065,3.32,4.2
CDR-9022AAB2-A,SUB-INF-0007,SUB-INF-0010,VOICE,2024-07-28T16:26:00,1088,DROPPED,TWR-0002,27.64,2.6
CDR-90241E8C-C,SUB-CON-00179,SUB-CON-00669,VOICE,2024-02-14T12:00:00,2005,COMPLETED,TWR-0042,36.71,4.9
CDR-902BC9C1-1,SUB-INF-0015,SUB-CON-01065,VIDEO,2024-04-02T17:39:00,909,COMPLETED,TWR-0002,40.09,1.9
CDR-9038DF5E-3,SUB-CON-00559,SUB-CON-01134,VIDEO,2024-02-27T22:00:00,624,COMPLETED,TWR-0106,34.6,3.6
CDR-903DD47E-0,SUB-CON-00232,SUB-CON-00424,SMS,2024-08-03T09:00:00,141,COMPLETED,TWR-0003,66.38,4.2
CDR-9044175B-E,SUB-ENT-0011,SUB-CON-00460,VOICE,2024-08-30T13:00:00,2573,FAILED,TWR-0004,18.48,4.0
CDR-9045D088-C,SUB-CON-00129,SUB-CON-00519,SMS,2024-11-05T13:00:00,445,FAILED,TWR-0012,3.15,3.7
CDR-904AB3A5-A,SUB-INF-0013,SUB-CON-00928,VIDEO,2024-03-03T14:22:00,648,COMPLETED,TWR-0009,5.17,3.0
CDR-904CD8E4-A,SUB-CON-01089,SUB-CON-00173,VIDEO,2024-11-02T08:00:00,3212,FAILED,TWR-0025,54.9,3.3
CDR-9052295C-7,SUB-CON-00071,SUB-ENT-0001,VIDEO,2024-08-28T10:00:00,2520,DROPPED,TWR-0064,17.11,3.6
CDR-90775460-3,SUB-CON-01129,SUB-CON-00518,VOICE,2024-12-13T16:00:00,1308,COMPLETED,TWR-0114,24.9,4.1
CDR-90780212-0,SUB-CON-00039,SUB-CON-01053,VOICE,2024-02-24T06:00:00,2492,COMPLETED,TWR-0009,11.62,3.6
CDR-9088EE65-7,SUB-ENT-0023,SUB-CON-00106,SMS,2024-02-29T22:00:00,2550,DROPPED,TWR-0072,57.23,3.9
CDR-9090B184-2,SUB-CON-00786,SUB-CON-00296,VIDEO,2024-06-10T07:00:00,2385,DROPPED,TWR-0079,30.01,3.3
CDR-90D2869C-6,SUB-CON-00017,SUB-CON-00766,SMS,2024-08-01T10:00:00,551,COMPLETED,TWR-0102,3.35,3.0
CDR-90D98E1B-2,SUB-CON-00432,SUB-CON-00257,VOICE,2024-06-16T20:00:00,2843,COMPLETED,TWR-0085,29.38,4.6
CDR-90FBD067-4,SUB-CON-01029,SUB-CON-00224,VOICE,2024-06-16T18:00:00,2841,COMPLETED,TWR-0077,61.47,4.2
CDR-910A80C6-0,SUB-CON-00321,SUB-CON-00002,VOICE,2024-09-23T08:00:00,668,FAILED,TWR-0037,19.46,3.9
CDR-9138F07F-B,SUB-CON-00484,SUB-CON-01107,SMS,2024-12-07T08:00:00,318,COMPLETED,TWR-0011,8.97,3.3
CDR-913E751E-3,SUB-CON-00775,SUB-CON-00367,VIDEO,2024-05-03T16:00:00,1117,COMPLETED,TWR-0001,70.86,5.0
CDR-91472B94-1,SUB-CON-01118,SUB-CON-00143,VIDEO,2024-10-09T21:00:00,1399,FAILED,TWR-0074,5.12,4.0
CDR-915023BA-F,SUB-CON-00437,SUB-CON-00800,VIDEO,2024-10-29T22:00:00,613,COMPLETED,TWR-0100,17.43,3.9
CDR-9152094B-3,SUB-INF-0015,SUB-CON-00195,VIDEO,2024-08-12T17:53:00,1357,COMPLETED,TWR-0006,16.28,2.5
CDR-9174729D-9,SUB-INF-0003,SUB-CON-01070,VOICE,2024-09-24T21:57:00,196,COMPLETED,TWR-0001,36.79,2.1
CDR-9175D729-9,SUB-INF-0008,SUB-CON-00383,VOICE,2024-09-02T18:45:00,916,DROPPED,TWR-0011,46.83,2.3
CDR-917F1F1C-5,SUB-INF-0003,SUB-CON-00631,VOICE,2024-08-06T07:19:00,1763,DROPPED,TWR-0011,20.53,1.7
CDR-9180B5E0-1,SUB-CON-00774,SUB-CON-00044,VOICE,2024-08-21T18:00:00,3036,COMPLETED,TWR-0003,58.45,4.6
CDR-91AC62D5-C,SUB-INF-0013,SUB-CON-00036,VIDEO,2024-03-17T08:01:00,329,DROPPED,TWR-0013,47.25,3.4
CDR-91B49FC2-7,SUB-CON-00975,SUB-CON-00526,SMS,2024-05-28T13:00:00,2759,COMPLETED,TWR-0103,54.11,4.8
CDR-91C311B6-A,SUB-CON-00042,SUB-CON-00756,VIDEO,2024-12-03T06:00:00,3207,FAILED,TWR-0032,0.2,4.9
CDR-91C3CE8C-3,SUB-CON-00948,SUB-CON-01084,VOICE,2024-01-10T21:00:00,1964,DROPPED,TWR-0086,63.86,4.6
CDR-91C8C699-2,SUB-CON-00673,SUB-CON-01076,VIDEO,2024-10-21T17:00:00,3092,COMPLETED,TWR-0070,11.58,3.9
CDR-91DA3E74-1,SUB-CON-00435,SUB-CON-01083,SMS,2024-02-06T12:00:00,2217,FAILED,TWR-0043,94.52,4.4
CDR-91E58B41-4,SUB-CON-00932,SUB-CON-00449,VOICE,2024-11-03T18:00:00,3233,COMPLETED,TWR-0072,23.04,4.9
CDR-91E63E52-A,SUB-CON-00257,SUB-CON-00832,VIDEO,2024-11-08T06:00:00,2999,DROPPED,TWR-0041,31.9,3.2
CDR-92009A78-0,SUB-CON-00476,SUB-CON-00523,VOICE,2024-08-21T16:00:00,1423,COMPLETED,TWR-0115,49.06,4.2
CDR-92068D57-E,SUB-INF-0005,SUB-CON-00237,VOICE,2024-05-17T07:04:00,1515,COMPLETED,TWR-0007,27.69,3.3
CDR-9211E2F5-3,SUB-INF-0015,SUB-CON-00097,VOICE,2024-09-01T17:14:00,704,COMPLETED,TWR-0003,21.18,1.8
CDR-921707D1-F,SUB-INF-0013,SUB-CON-00583,VOICE,2024-04-01T18:39:00,149,COMPLETED,TWR-0003,42.26,2.3
CDR-92242628-2,SUB-CON-00783,SUB-CON-00321,VIDEO,2024-07-25T20:00:00,2813,COMPLETED,TWR-0065,64.89,3.1
CDR-922AA4C7-4,SUB-INF-0004,SUB-CON-00475,VOICE,2024-07-15T16:00:00,3580,COMPLETED,TWR-0039,25.86,3.8
CDR-923189E0-7,SUB-CON-00970,SUB-CON-00009,SMS,2024-06-28T17:00:00,1213,COMPLETED,TWR-0103,7.78,4.1
CDR-923BC822-7,SUB-CON-00411,SUB-CON-00596,VOICE,2024-06-16T06:00:00,2042,COMPLETED,TWR-0057,16.7,4.3
CDR-924518C3-6,SUB-INF-0006,SUB-CON-00279,VOICE,2024-06-11T08:40:00,1690,DROPPED,TWR-0012,3.06,2.1
CDR-925E4A2E-7,SUB-INF-0006,SUB-CON-00256,VIDEO,2024-01-13T15:06:00,619,DROPPED,TWR-0006,12.13,1.7
CDR-926079D3-6,SUB-CON-00959,SUB-CON-00714,VOICE,2024-03-25T15:00:00,1154,DROPPED,TWR-0049,9.24,4.7
CDR-9268C73D-B,SUB-CON-01126,SUB-CON-00782,VOICE,2024-05-23T16:00:00,412,COMPLETED,TWR-0075,64.12,3.6
CDR-926B8A67-A,SUB-CON-00667,SUB-CON-00369,SMS,2024-10-29T06:00:00,2878,FAILED,TWR-0112,76.06,4.6
CDR-9277309C-1,SUB-CON-00214,SUB-CON-00612,VIDEO,2024-04-25T06:00:00,1496,COMPLETED,TWR-0089,84.84,4.4
CDR-9280E2AA-D,SUB-INF-0004,SUB-CON-00991,VOICE,2024-10-05T18:43:00,1316,DROPPED,TWR-0012,1.05,2.4
CDR-92822430-8,SUB-CON-00841,SUB-CON-00337,VOICE,2024-03-17T14:00:00,248,COMPLETED,TWR-0060,5.92,3.4
CDR-9292E2AB-2,SUB-CON-00792,SUB-CON-01051,VIDEO,2024-04-10T10:00:00,610,COMPLETED,TWR-0008,7.96,3.8
CDR-92A07688-3,SUB-INF-0007,SUB-CON-00774,VIDEO,2024-09-09T14:10:00,1574,COMPLETED,TWR-0007,33.08,2.7
CDR-92B4C39B-1,SUB-CON-01074,SUB-CON-00959,SMS,2024-01-12T22:00:00,2132,COMPLETED,TWR-0043,44.77,3.5
CDR-92CD4A06-9,SUB-CON-00798,SUB-CON-00765,SMS,2024-03-31T22:00:00,402,COMPLETED,TWR-0060,81.24,4.9
CDR-92FA504C-7,SUB-CON-00723,SUB-ENT-0032,VIDEO,2024-05-29T22:00:00,2541,FAILED,TWR-0067,23.47,3.8
CDR-92FFF785-6,SUB-CON-01007,SUB-CON-00202,SMS,2024-08-09T12:00:00,2456,COMPLETED,TWR-0082,3.63,4.0
CDR-930838C1-4,SUB-CON-00019,SUB-CON-00151,VIDEO,2024-07-07T06:00:00,3201,COMPLETED,TWR-0080,34.94,3.6
CDR-930E0210-0,SUB-CON-00317,SUB-CON-00975,SMS,2024-09-20T21:00:00,3010,COMPLETED,TWR-0058,15.69,3.5
CDR-931E1656-C,SUB-CON-00949,SUB-CON-00534,SMS,2024-02-20T15:00:00,1430,DROPPED,TWR-0106,41.76,3.5
CDR-9323338B-A,SUB-INF-0006,SUB-CON-00083,VOICE,2024-05-11T14:55:00,179,COMPLETED,TWR-0010,5.51,2.4
CDR-933F7D2F-1,SUB-INF-0012,SUB-CON-00049,VOICE,2024-07-11T10:34:00,537,COMPLETED,TWR-0007,27.49,1.6
CDR-93476A31-D,SUB-CON-00972,SUB-CON-00414,VIDEO,2024-04-20T08:00:00,2018,FAILED,TWR-0028,41.98,3.8
CDR-935102EE-7,SUB-CON-00880,SUB-CON-00300,VIDEO,2024-12-03T14:00:00,647,FAILED,TWR-0071,86.65,4.7
CDR-935558ED-B,SUB-CON-00563,SUB-CON-01124,VIDEO,2024-04-19T06:00:00,1737,DROPPED,TWR-0111,43.7,4.8
CDR-935627F4-2,SUB-CON-00483,SUB-CON-00517,VOICE,2024-05-07T08:00:00,522,FAILED,TWR-0074,21.71,3.3
CDR-9359A813-1,SUB-INF-0008,SUB-CON-00082,VIDEO,2024-08-05T11:32:00,414,COMPLETED,TWR-0007,9.57,3.1
CDR-935E020B-7,SUB-CON-00567,SUB-CON-00319,VOICE,2024-05-08T13:00:00,335,COMPLETED,TWR-0010,81.34,4.2
CDR-9362986E-7,SUB-CON-00483,SUB-ENT-0044,SMS,2024-06-07T22:00:00,3067,COMPLETED,TWR-0045,72.08,4.0
CDR-936BCBF6-E,SUB-CON-00312,SUB-CON-00854,VOICE,2024-11-26T22:00:00,1126,DROPPED,TWR-0074,34.84,4.2
CDR-936F88CE-3,SUB-INF-0003,SUB-CON-00908,VOICE,2024-06-01T20:05:00,1242,COMPLETED,TWR-0007,42.61,2.9
CDR-936FB9D5-0,SUB-CON-00603,SUB-CON-00981,SMS,2024-10-05T21:00:00,1149,COMPLETED,TWR-0116,77.9,3.1
CDR-938F0E9C-A,SUB-INF-0005,SUB-CON-01073,VIDEO,2024-09-06T17:39:00,63,COMPLETED,TWR-0008,43.21,2.7
CDR-939CA12E-3,SUB-CON-01015,SUB-CON-00705,VOICE,2024-05-04T20:00:00,414,FAILED,TWR-0102,36.3,4.1
CDR-939D5AAB-0,SUB-CON-00425,SUB-CON-00588,VIDEO,2024-02-27T21:00:00,3184,FAILED,TWR-0013,41.54,3.5
CDR-93B12009-F,SUB-INF-0001,SUB-CON-01094,VOICE,2024-04-10T12:18:00,648,COMPLETED,TWR-0015,45.24,1.5
CDR-93C0914E-7,SUB-ENT-0002,SUB-CON-00278,VOICE,2024-06-23T12:00:00,1264,COMPLETED,TWR-0068,54.38,4.7
CDR-93C49493-A,SUB-CON-00344,SUB-CON-00360,VOICE,2024-04-09T15:00:00,3061,COMPLETED,TWR-0099,46.99,3.3
CDR-93C66BAF-E,SUB-CON-00353,SUB-CON-00044,VOICE,2024-01-17T17:00:00,728,COMPLETED,TWR-0087,30.93,3.3
CDR-93C93ED3-B,SUB-CON-00712,SUB-CON-00992,VIDEO,2024-01-03T22:00:00,2887,COMPLETED,TWR-0076,76.04,3.3
CDR-93D151B4-A,SUB-CON-00749,SUB-ENT-0005,VOICE,2024-05-30T17:00:00,353,FAILED,TWR-0076,3.14,3.8
CDR-93DAE4FF-9,SUB-INF-0002,SUB-CON-00164,VOICE,2024-06-17T20:08:00,282,COMPLETED,TWR-0005,44.41,1.5
CDR-93EC3D9D-0,SUB-CON-00280,SUB-CON-00423,SMS,2024-08-18T11:00:00,1631,COMPLETED,TWR-0099,32.55,5.0
CDR-93ED5672-E,SUB-CON-01096,SUB-CON-01031,VOICE,2024-01-31T11:00:00,639,FAILED,TWR-0010,64.36,3.9
CDR-93F33691-A,SUB-INF-0015,SUB-CON-00177,VIDEO,2024-11-19T18:50:00,1707,COMPLETED,TWR-0002,28.06,2.5
CDR-93FD4CCD-8,SUB-CON-00414,SUB-CON-00022,VIDEO,2024-08-20T09:00:00,2952,COMPLETED,TWR-0107,97.61,4.3
CDR-93FDB225-7,SUB-CON-00236,SUB-CON-00197,VIDEO,2024-12-13T13:00:00,1468,DROPPED,TWR-0097,86.06,4.4
CDR-9409ECD4-C,SUB-CON-00088,SUB-CON-00839,SMS,2024-02-13T17:00:00,3590,DROPPED,TWR-0102,43.02,3.3
CDR-94167854-B,SUB-CON-00434,SUB-CON-00928,VIDEO,2024-02-04T07:00:00,1326,COMPLETED,TWR-0076,74.49,3.3
CDR-942D3C49-5,SUB-CON-00791,SUB-CON-00655,VOICE,2024-02-09T10:00:00,1649,FAILED,TWR-0003,66.19,4.3
CDR-942F5595-F,SUB-INF-0003,SUB-CON-00758,VIDEO,2024-06-19T18:20:00,1261,DROPPED,TWR-0003,47.57,1.7
CDR-9432B7C9-E,SUB-CON-00716,SUB-CON-00976,SMS,2024-07-06T07:00:00,2995,COMPLETED,TWR-0069,36.37,3.8
CDR-94356B94-2,SUB-CON-00951,SUB-CON-00464,VOICE,2024-11-17T10:00:00,3274,COMPLETED,TWR-0002,61.96,4.9
CDR-9438ACF8-C,SUB-CON-01091,SUB-CON-00527,VOICE,2024-02-06T07:00:00,1755,DROPPED,TWR-0042,53.06,3.0
CDR-943D84E4-A,SUB-CON-00392,SUB-CON-01125,VOICE,2024-01-20T16:00:00,2583,FAILED,TWR-0108,33.69,4.8
CDR-943EEC62-B,SUB-INF-0013,SUB-CON-00251,VIDEO,2024-06-03T21:13:00,1695,DROPPED,TWR-0009,45.86,3.2
CDR-944D58B2-1,SUB-CON-00761,SUB-CON-00830,VOICE,2024-11-27T15:00:00,265,COMPLETED,TWR-0045,1.54,3.9
CDR-946B835D-A,SUB-CON-00475,SUB-CON-00902,SMS,2024-11-18T08:00:00,2750,COMPLETED,TWR-0017,67.29,4.9
CDR-94755D1C-E,SUB-CON-00777,SUB-CON-00150,SMS,2024-12-15T07:00:00,1035,COMPLETED,TWR-0111,45.9,3.2
CDR-9476F617-3,SUB-CON-01018,SUB-CON-00470,VIDEO,2024-04-27T14:00:00,1441,DROPPED,TWR-0045,96.13,4.3
CDR-947D76E9-C,SUB-CON-00464,SUB-CON-00039,VIDEO,2024-08-30T08:00:00,716,COMPLETED,TWR-0030,79.98,4.9
CDR-94918C65-6,SUB-INF-0011,SUB-ENT-0035,VIDEO,2024-08-06T18:53:00,995,DROPPED,TWR-0011,15.28,2.0
CDR-9493B46E-4,SUB-INF-0014,SUB-CON-00970,VOICE,2024-06-05T17:45:00,668,COMPLETED,TWR-0015,10.24,1.6
CDR-94A41039-C,SUB-INF-0010,SUB-CON-00053,VIDEO,2024-07-31T12:37:00,1385,COMPLETED,TWR-0009,40.56,2.6
CDR-94A7DF0E-6,SUB-CON-00203,SUB-CON-00381,VOICE,2024-09-18T11:00:00,1021,COMPLETED,TWR-0041,18.07,3.1
CDR-94ABB358-5,SUB-CON-01087,SUB-CON-00692,VIDEO,2024-10-21T11:00:00,209,FAILED,TWR-0042,11.71,3.7
CDR-94B38271-3,SUB-CON-00749,SUB-CON-00837,VIDEO,2024-03-11T07:00:00,2421,DROPPED,TWR-0111,94.4,4.9
CDR-94BE482C-1,SUB-INF-0010,SUB-CON-00421,VIDEO,2024-02-12T17:15:00,70,COMPLETED,TWR-0003,21.56,3.3
CDR-94C43FA8-4,SUB-CON-00962,SUB-CON-00598,VIDEO,2024-06-14T14:00:00,2125,COMPLETED,TWR-0077,51.43,4.6
CDR-94D09F2E-5,SUB-CON-01082,SUB-CON-00698,SMS,2024-09-30T21:00:00,1885,COMPLETED,TWR-0115,71.96,3.7
CDR-94D467B9-E,SUB-INF-0003,SUB-CON-00885,VIDEO,2024-06-21T16:30:00,578,COMPLETED,TWR-0002,19.54,2.1
CDR-94F314D8-A,SUB-CON-00166,SUB-ENT-0027,VOICE,2024-01-11T07:00:00,2047,FAILED,TWR-0055,30.77,4.2
CDR-94F3241A-1,SUB-CON-00570,SUB-CON-01078,SMS,2024-02-24T15:00:00,403,COMPLETED,TWR-0117,38.96,3.9
CDR-95035BC6-C,SUB-CON-00325,SUB-CON-00394,VIDEO,2024-05-12T21:00:00,279,FAILED,TWR-0030,29.84,3.3
CDR-950F7500-F,SUB-CON-00298,SUB-CON-00552,SMS,2024-01-11T22:00:00,2950,COMPLETED,TWR-0095,60.97,4.3
CDR-951AC696-1,SUB-CON-00682,SUB-CON-00097,VIDEO,2024-10-25T21:00:00,1057,COMPLETED,TWR-0100,60.57,3.7
CDR-951EB7D6-A,SUB-CON-00796,SUB-CON-00523,VIDEO,2024-08-04T16:00:00,1264,FAILED,TWR-0012,65.87,4.7
CDR-952043E2-F,SUB-INF-0005,SUB-CON-00926,VIDEO,2024-05-19T12:30:00,888,COMPLETED,TWR-0011,40.01,3.4
CDR-95232C53-E,SUB-CON-00715,SUB-CON-00808,VOICE,2024-02-03T06:00:00,1966,COMPLETED,TWR-0101,51.76,4.9
CDR-95269ECD-E,SUB-CON-00871,SUB-CON-00452,VIDEO,2024-09-23T20:00:00,323,COMPLETED,TWR-0033,97.51,4.4
CDR-952774DA-7,SUB-INF-0001,SUB-CON-00513,VOICE,2024-01-11T18:57:00,1039,COMPLETED,TWR-0002,32.53,2.3
CDR-9533022D-0,SUB-CON-00567,SUB-CON-00851,SMS,2024-10-23T18:00:00,1819,COMPLETED,TWR-0055,82.83,4.0
CDR-9534EE6D-E,SUB-INF-0007,SUB-CON-00101,VOICE,2024-04-28T06:01:00,1138,COMPLETED,TWR-0008,34.15,3.3
CDR-953F2E88-2,SUB-CON-00489,SUB-CON-00285,VOICE,2024-01-12T09:00:00,3058,COMPLETED,TWR-0059,13.67,3.4
CDR-95499817-B,SUB-CON-00537,SUB-CON-00194,SMS,2024-02-07T08:00:00,2098,COMPLETED,TWR-0052,5.48,4.0
CDR-955791E6-D,SUB-INF-0011,SUB-CON-00847,VOICE,2024-09-07T20:49:00,1507,COMPLETED,TWR-0015,39.83,1.9
CDR-95622B92-3,SUB-CON-00715,SUB-CON-00864,VOICE,2024-09-15T14:00:00,137,COMPLETED,TWR-0083,6.74,3.2
CDR-957B7F59-E,SUB-CON-00214,SUB-CON-00184,VOICE,2024-12-13T13:00:00,2853,FAILED,TWR-0011,24.76,5.0
CDR-957CFC83-1,SUB-CON-00647,SUB-CON-00101,VIDEO,2024-11-20T09:00:00,3073,FAILED,TWR-0034,11.07,4.4
CDR-9581C2F1-B,SUB-INF-0003,SUB-CON-00215,VOICE,2024-09-15T19:19:00,887,DROPPED,TWR-0008,49.69,3.0
CDR-95823E74-3,SUB-INF-0001,SUB-CON-00828,VIDEO,2024-01-26T10:56:00,213,DROPPED,TWR-0011,48.61,2.4
CDR-95833542-0,SUB-INF-0010,SUB-ENT-0010,VOICE,2024-04-11T09:16:00,1592,COMPLETED,TWR-0005,15.74,1.8
CDR-95848AD4-3,SUB-ENT-0049,SUB-CON-00503,VIDEO,2024-08-07T20:00:00,1703,COMPLETED,TWR-0117,4.03,3.4
CDR-9588FF3C-5,SUB-INF-0014,SUB-CON-00857,VIDEO,2024-10-11T22:44:00,1763,COMPLETED,TWR-0014,1.01,2.7
CDR-958CBDAC-D,SUB-CON-00422,SUB-CON-00708,SMS,2024-01-29T10:00:00,773,COMPLETED,TWR-0093,96.96,3.8
CDR-9598AAB4-A,SUB-CON-00534,SUB-CON-00844,VOICE,2024-01-02T21:00:00,1053,COMPLETED,TWR-0031,35.79,4.7
CDR-95C0ABAC-7,SUB-CON-00054,SUB-CON-00573,SMS,2024-09-17T18:00:00,1785,COMPLETED,TWR-0071,25.0,4.1
CDR-95D421CB-F,SUB-INF-0015,SUB-CON-00060,VIDEO,2024-04-10T10:31:00,861,DROPPED,TWR-0003,26.37,2.2
CDR-95D77211-D,SUB-CON-01066,SUB-CON-00501,VOICE,2024-11-12T15:00:00,2809,COMPLETED,TWR-0104,97.49,4.2
CDR-95E172CE-0,SUB-CON-01065,SUB-CON-00781,SMS,2024-08-01T22:00:00,2371,COMPLETED,TWR-0057,80.22,3.7
CDR-95EAFEDC-6,SUB-CON-00257,SUB-CON-00978,VOICE,2024-07-10T17:00:00,2942,FAILED,TWR-0069,72.12,3.7
CDR-95F55EAF-C,SUB-CON-00671,SUB-CON-00722,VIDEO,2024-01-26T22:00:00,2169,COMPLETED,TWR-0038,42.47,3.1
CDR-96194FCC-1,SUB-ENT-0017,SUB-CON-00121,VOICE,2024-04-26T13:00:00,3419,COMPLETED,TWR-0093,11.74,4.6
CDR-961EF83B-6,SUB-INF-0012,SUB-CON-00966,SMS,2024-03-18T13:00:00,401,DROPPED,TWR-0002,59.73,4.2
CDR-961F8DDF-1,SUB-CON-01085,SUB-ENT-0003,SMS,2024-07-04T22:00:00,1995,FAILED,TWR-0056,50.02,3.9
CDR-963098AD-A,SUB-CON-00593,SUB-CON-00787,VIDEO,2024-02-23T06:00:00,195,COMPLETED,TWR-0005,80.08,4.6
CDR-963DDE79-2,SUB-INF-0012,SUB-CON-00932,VIDEO,2024-11-26T20:14:00,830,COMPLETED,TWR-0007,30.44,2.1
CDR-963FEA97-3,SUB-INF-0012,SUB-CON-00472,VOICE,2024-09-04T20:35:00,1732,COMPLETED,TWR-0008,48.5,3.4
CDR-96622C87-7,SUB-INF-0013,SUB-CON-00837,VOICE,2024-05-10T17:10:00,937,COMPLETED,TWR-0004,0.51,3.3
CDR-96664830-F,SUB-CON-01025,SUB-CON-00595,SMS,2024-06-22T06:00:00,155,DROPPED,TWR-0066,11.9,3.2
CDR-966E811A-B,SUB-INF-0012,SUB-CON-00993,VIDEO,2024-05-15T16:01:00,1294,DROPPED,TWR-0009,21.84,1.9
CDR-966F3FCB-0,SUB-INF-0015,SUB-CON-00973,VOICE,2024-10-26T18:43:00,1413,COMPLETED,TWR-0011,19.97,3.1
CDR-9671CD4E-8,SUB-INF-0014,SUB-CON-00057,VIDEO,2024-03-09T19:16:00,1648,COMPLETED,TWR-0010,10.3,3.2
CDR-96739276-0,SUB-CON-00910,SUB-CON-00644,VOICE,2024-11-25T13:00:00,3554,COMPLETED,TWR-0019,13.33,3.4
CDR-96867DCF-0,SUB-CON-00163,SUB-CON-00428,SMS,2024-11-25T13:00:00,3088,COMPLETED,TWR-0092,94.5,4.7
CDR-968AD745-A,SUB-CON-00848,SUB-CON-00320,VOICE,2024-11-10T12:00:00,3098,FAILED,TWR-0096,40.61,4.3
CDR-96920F46-3,SUB-INF-0001,SUB-CON-00119,VOICE,2024-12-09T19:50:00,777,COMPLETED,TWR-0008,42.8,1.8
CDR-96A58E14-C,SUB-CON-00171,SUB-CON-00992,VIDEO,2024-09-07T12:00:00,2289,COMPLETED,TWR-0014,75.81,4.8
CDR-96C5A3C7-3,SUB-CON-00926,SUB-ENT-0002,VOICE,2024-05-24T10:00:00,2870,COMPLETED,TWR-0120,56.99,3.4
CDR-96D80638-A,SUB-INF-0015,SUB-CON-00199,VIDEO,2024-04-17T17:15:00,106,COMPLETED,TWR-0011,3.82,3.0
CDR-96F1CFA7-D,SUB-CON-01127,SUB-CON-00094,VOICE,2024-07-26T15:00:00,3129,COMPLETED,TWR-0017,88.03,4.2
CDR-96F54967-7,SUB-INF-0002,SUB-CON-00500,VOICE,2024-05-02T09:39:00,36,DROPPED,TWR-0009,28.59,3.1
CDR-97095584-F,SUB-CON-00818,SUB-CON-00665,VIDEO,2024-06-02T18:00:00,2408,COMPLETED,TWR-0045,67.59,4.8
CDR-971AEE19-9,SUB-INF-0015,SUB-CON-00659,VOICE,2024-06-02T07:24:00,1472,DROPPED,TWR-0013,31.47,3.4
CDR-971CC363-F,SUB-ENT-0033,SUB-CON-00349,VOICE,2024-10-12T17:00:00,2686,FAILED,TWR-0047,46.81,3.6
CDR-971D2DA3-A,SUB-CON-00444,SUB-CON-00909,VIDEO,2024-04-30T13:00:00,983,COMPLETED,TWR-0060,77.23,4.4
CDR-97206453-B,SUB-CON-00382,SUB-CON-00895,SMS,2024-02-10T19:00:00,1289,COMPLETED,TWR-0100,45.16,5.0
CDR-973D8F96-2,SUB-CON-00437,SUB-CON-00383,SMS,2024-06-27T18:00:00,2113,COMPLETED,TWR-0017,77.42,4.0
