METRIC_DATE,REGION,ACTIVE_SUBSCRIBERS,SUBSCRIBER_GROWTH_RATE,DAILY_REVENUE_USD,TOTAL_CALLS,AVG_CALL_QUALITY,NETWORK_AVAILABILITY_PCT,DATA_CONSUMED_TB,AVG_LATENCY_MS,SUPPORT_TICKETS_OPENED,SUPPORT_TICKETS_RESOLVED,CHURN_RATE,NPS_DAILY_AVG,MARKETING_SPEND_USD
2024-07-19,NORTH,28456,0.0068,86203.23,91142,4.16,99.28,213.49,66.24,37,52,0.0074,7.9,1254.73
2024-07-19,NORTHEAST,19083,0.0023,58909.96,119556,4.12,99.25,120.88,55.36,38,96,0.0045,8.8,7834.88
2024-07-19,NORTHWEST,32116,0.0128,99144.36,144437,4.21,99.67,213.80,27.10,30,25,0.0061,7.9,7741.58
2024-07-19,SOUTH,32958,0.0089,68316.62,74080,4.58,99.67,220.39,15.28,29,63,0.0074,7.8,6731.73
2024-07-19,SOUTHEAST,20110,0.0013,81832.34,75287,4.58,99.71,83.69,48.20,80,97,0.0033,6.7,7062.22
2024-07-19,SOUTHWEST,25634,0.0017,122293.93,194549,4.59,99.77,219.85,75.32,189,25,0.0034,6.5,1172.22
2024-07-19,WEST,24121,0.0037,89880.84,71087,4.67,99.89,142.73,26.26,148,168,0.0072,6.8,4362.13
2024-07-20,CENTRAL,18318,0.0020,107927.20,51324,4.67,99.47,81.12,62.98,158,87,0.0078,8.9,9191.02
2024-07-20,EAST,23251,0.0103,88362.59,117978,4.22,99.33,69.64,20.58,169,88,0.0056,8.3,1005.26
2024-07-20,NORTH,34147,0.0093,103929.31,126510,4.42,99.33,276.73,65.56,37,43,0.0039,7.8,7586.37
2024-07-20,NORTHEAST,23691,0.0033,102313.84,145783,4.21,99.67,184.65,74.65,50,157,0.0035,6.8,7984.12
2024-07-20,NORTHWEST,25733,0.0078,68268.90,149877,4.54,99.71,220.70,64.33,98,17,0.0075,6.9,8468.61
2024-07-20,SOUTH,17159,0.0069,52085.27,146999,4.04,99.27,231.83,75.66,48,121,0.0057,8.8,4589.08
2024-07-20,SOUTHEAST,21796,0.0061,133853.74,186656,4.02,99.34,117.42,40.28,113,141,0.0067,7.0,5833.14
2024-07-20,SOUTHWEST,20131,0.0137,63475.65,144990,4.79,99.88,202.65,41.17,163,37,0.0027,7.7,8819.79
2024-07-20,WEST,18789,0.0140,61908.88,196718,4.67,99.42,123.50,56.49,67,55,0.0024,7.5,4051.37
2024-07-21,CENTRAL,18922,0.0015,106628.14,172017,4.25,99.36,259.36,19.55,196,75,0.0057,8.7,3863.51
2024-07-21,EAST,29903,0.0068,120092.43,138526,4.22,99.26,60.34,18.83,73,104,0.0038,7.3,7628.78
2024-07-21,NORTH,33927,0.0136,101042.84,95198,4.36,99.46,259.36,57.32,94,93,0.0070,7.9,7224.46
2024-07-21,NORTHEAST,30952,0.0062,62098.76,86872,4.06,99.60,62.17,26.82,80,95,0.0073,6.2,4465.82
2024-07-21,NORTHWEST,23295,0.0081,49752.84,90311,4.55,99.79,225.37,31.60,186,35,0.0077,7.2,6819.01
2024-07-21,SOUTH,33584,0.0029,146192.43,93503,4.39,99.88,116.10,75.62,57,15,0.0057,6.6,9070.79
2024-07-21,SOUTHEAST,27298,0.0032,68180.67,120275,4.19,99.31,138.71,32.44,62,133,0.0047,6.6,2092.68
2024-07-21,SOUTHWEST,30129,0.0017,68934.31,120966,4.40,99.62,266.05,54.03,123,123,0.0071,8.2,2480.51
2024-07-21,WEST,29572,0.0097,123463.81,102378,4.45,99.31,186.31,23.77,44,102,0.0033,7.8,7346.69
2024-07-22,CENTRAL,20580,0.0048,137648.08,122880,4.77,99.80,156.66,25.35,39,109,0.0051,8.6,3078.64
2024-07-22,EAST,22504,0.0100,114723.83,142317,4.30,99.22,227.94,41.32,44,49,0.0076,6.2,5589.85
2024-07-22,NORTH,23624,0.0044,125885.85,117939,4.80,99.73,94.52,28.59,182,70,0.0071,7.3,3212.76
2024-07-22,NORTHEAST,24772,0.0015,131669.38,164306,4.53,99.82,262.93,76.22,104,64,0.0040,8.4,4273.44
2024-07-22,NORTHWEST,18548,0.0110,94304.01,181050,4.23,99.22,254.09,43.36,77,47,0.0051,7.1,4737.61
2024-07-22,SOUTH,23614,0.0013,143904.60,62146,4.50,99.61,142.19,33.57,39,163,0.0061,7.8,9096.62
2024-07-22,SOUTHEAST,27513,0.0018,110529.60,96493,4.55,99.83,63.21,76.35,46,38,0.0050,7.9,9174.23
2024-07-22,SOUTHWEST,18443,0.0099,54522.22,183952,4.35,99.67,112.76,25.49,167,117,0.0031,6.2,8385.97
2024-07-22,WEST,16378,0.0076,120714.03,97953,4.60,99.86,99.75,43.12,121,156,0.0055,6.9,2335.43
2024-07-23,CENTRAL,15895,0.0102,111090.93,51724,4.80,99.34,67.24,26.12,128,106,0.0039,6.3,8312.99
2024-07-23,EAST,28839,0.0043,66418.47,78516,4.33,99.74,55.85,29.77,101,98,0.0069,8.0,9613.33
2024-07-23,NORTH,30774,0.0126,126237.22,91143,4.60,99.74,204.20,76.42,165,49,0.0040,6.2,8212.72
2024-07-23,NORTHEAST,25562,0.0147,125857.85,117200,4.43,99.32,289.39,28.55,139,34,0.0070,7.5,8711.76
2024-07-23,NORTHWEST,20812,0.0130,138455.41,111739,4.13,99.39,109.46,50.87,34,111,0.0055,8.8,4237.46
2024-07-23,SOUTH,32146,0.0072,55832.93,76534,4.63,99.21,283.23,24.55,177,176,0.0075,7.1,6831.83
2024-07-23,SOUTHEAST,30110,0.0038,125406.49,130467,4.72,99.76,91.56,26.99,104,142,0.0060,8.7,5527.12
2024-07-23,SOUTHWEST,29206,0.0071,93021.41,73516,4.76,99.79,80.05,75.04,50,168,0.0065,8.3,9777.66
2024-07-23,WEST,24572,0.0029,85987.78,54604,4.31,99.75,160.48,63.60,138,61,0.0042,7.6,8753.36
2024-07-24,CENTRAL,30677,0.0058,51222.80,158136,4.49,99.40,51.96,69.76,161,53,0.0062,7.1,4723.34
2024-07-24,EAST,28377,0.0036,56141.60,115556,4.56,99.77,206.28,46.37,72,106,0.0061,8.0,7834.68
2024-07-24,NORTH,34496,0.0032,54624.54,112683,4.79,99.42,157.91,69.69,190,163,0.0028,6.1,2444.10
2024-07-24,NORTHEAST,27428,0.0027,127496.28,135162,4.66,99.73,185.44,15.33,70,69,0.0053,6.6,7691.60
2024-07-24,NORTHWEST,17211,0.0133,90108.34,125624,4.43,99.75,76.27,23.52,72,178,0.0076,8.2,1823.65
2024-07-24,SOUTH,25646,0.0064,68375.94,82341,4.59,99.39,236.68,72.38,197,174,0.0053,8.4,7688.29
2024-07-24,SOUTHEAST,21675,0.0104,112403.68,199838,4.49,99.62,192.18,69.07,173,162,0.0023,8.9,6578.13
2024-07-24,SOUTHWEST,30523,0.0051,76916.88,80640,4.62,99.48,107.70,77.55,102,29,0.0063,7.2,7848.86
2024-07-24,WEST,18560,0.0062,110763.10,198464,4.31,99.38,211.83,16.57,124,18,0.0058,6.3,3864.95
2024-07-25,CENTRAL,19688,0.0145,116005.70,141979,4.79,99.50,64.24,32.50,182,41,0.0021,8.0,2417.24
2024-07-25,EAST,25656,0.0094,119913.53,159287,4.59,99.60,148.84,39.42,145,74,0.0039,6.4,9306.32
2024-07-25,NORTH,32385,0.0075,81118.43,64540,4.80,99.23,191.46,32.84,110,58,0.0052,6.5,8967.49
2024-07-25,NORTHEAST,29358,0.0021,77879.95,174298,4.64,99.34,85.27,62.90,199,166,0.0053,7.8,9487.34
2024-07-25,NORTHWEST,24247,0.0077,133347.62,57195,4.18,99.76,250.12,53.68,95,125,0.0031,8.2,9306.23
2024-07-25,SOUTH,26629,0.0058,114242.58,147351,4.74,99.75,295.27,59.31,124,123,0.0073,8.0,6711.54
2024-07-25,SOUTHEAST,25731,0.0112,64300.51,121776,4.69,99.62,90.66,25.18,108,62,0.0064,7.5,9117.69
2024-07-25,SOUTHWEST,26650,0.0063,61552.14,77966,4.18,99.25,201.29,76.85,173,72,0.0060,8.2,9690.75
2024-07-25,WEST,33307,0.0145,103118.12,181418,4.06,99.37,183.30,39.54,74,129,0.0055,7.0,8281.35
2024-07-26,CENTRAL,27737,0.0048,69275.63,83373,4.76,99.85,182.12,22.74,93,34,0.0045,6.7,7390.62
2024-07-26,EAST,17122,0.0075,152848.03,108105,4.66,99.37,294.12,74.64,75,41,0.0070,6.5,3494.20
2024-07-26,NORTH,19434,0.0125,58960.96,70979,4.79,99.73,193.85,39.41,78,127,0.0037,8.0,7296.67
2024-07-26,NORTHEAST,23030,0.0101,111712.77,186880,4.54,99.66,72.28,46.03,43,130,0.0070,6.8,9558.67
2024-07-26,NORTHWEST,31115,0.0124,91659.53,124608,4.73,99.82,123.15,77.95,193,51,0.0023,7.4,2347.27
2024-07-26,SOUTH,32369,0.0127,138476.22,71657,4.26,99.24,181.98,38.40,150,23,0.0023,7.9,7385.81
2024-07-26,SOUTHEAST,19467,0.0068,79618.76,79160,4.21,99.34,153.75,32.93,80,76,0.0063,6.3,8351.90
2024-07-26,SOUTHWEST,17571,0.0119,122950.12,127158,4.65,99.47,84.74,20.55,135,15,0.0050,8.0,4314.90
2024-07-26,WEST,29563,0.0059,117440.61,161388,4.65,99.26,148.60,55.80,195,29,0.0025,8.7,9903.13
2024-07-27,CENTRAL,17952,0.0065,82520.36,135497,4.16,99.58,166.50,40.50,171,124,0.0069,9.0,5399.61
2024-07-27,EAST,31936,0.0040,136976.88,195587,4.25,99.68,55.64,36.53,31,119,0.0055,7.1,1067.03
2024-07-27,NORTH,25222,0.0106,93578.39,158636,4.36,99.78,176.01,15.44,90,20,0.0047,7.9,8224.55
2024-07-27,NORTHEAST,17299,0.0140,145286.78,51307,4.35,99.74,51.40,46.06,140,62,0.0069,9.0,5661.06
2024-07-27,NORTHWEST,26671,0.0083,72453.09,134435,4.47,99.89,238.27,62.03,158,118,0.0025,7.7,4746.35
2024-07-27,SOUTH,15785,0.0131,148761.28,148882,4.36,99.22,264.98,60.81,61,27,0.0030,6.3,6378.25
2024-07-27,SOUTHEAST,22383,0.0074,92461.67,66051,4.53,99.80,267.26,25.36,86,154,0.0059,6.5,9372.94
2024-07-27,SOUTHWEST,16370,0.0018,140777.82,164893,4.19,99.48,246.42,54.27,132,83,0.0032,6.3,2168.88
2024-07-27,WEST,23815,0.0079,90737.74,128523,4.10,99.83,79.30,39.08,126,92,0.0043,8.9,6508.47
2024-07-28,CENTRAL,20082,0.0085,94307.49,190772,4.26,99.44,197.61,22.47,33,82,0.0047,7.5,5367.91
2024-07-28,EAST,16962,0.0015,69016.73,135356,4.63,99.49,170.52,58.16,136,93,0.0027,6.8,8179.38
2024-07-28,NORTH,25903,0.0064,77889.53,155670,4.32,99.67,229.89,22.76,141,38,0.0075,8.6,7468.44
2024-07-28,NORTHEAST,28200,0.0116,57863.73,150918,4.17,99.65,149.72,76.81,99,118,0.0058,8.0,4383.69
2024-07-28,NORTHWEST,30306,0.0062,107188.24,152104,4.11,99.69,121.72,47.89,180,128,0.0030,8.1,9655.77
2024-07-28,SOUTH,22970,0.0054,87244.14,112221,4.63,99.33,201.28,72.09,39,31,0.0069,7.6,4401.45
2024-07-28,SOUTHEAST,25315,0.0080,99270.44,131981,4.55,99.23,67.92,40.17,94,28,0.0039,6.4,7238.89
2024-07-28,SOUTHWEST,28012,0.0120,136026.03,161969,4.19,99.28,149.24,49.34,44,101,0.0024,8.5,5895.02
2024-07-28,WEST,30469,0.0125,127813.99,155726,4.45,99.22,74.90,18.75,51,71,0.0067,7.2,4712.02
2024-07-29,CENTRAL,19574,0.0037,119737.90,140240,4.26,99.90,118.68,47.13,106,35,0.0036,7.2,3486.20
2024-07-29,EAST,22696,0.0024,152518.49,57228,4.01,99.43,146.81,49.39,160,32,0.0047,6.4,6361.17
2024-07-29,NORTH,21517,0.0092,82454.49,115350,4.17,99.78,120.55,34.10,36,108,0.0042,7.0,7641.38
2024-07-29,NORTHEAST,15052,0.0133,136660.57,157092,4.69,99.72,129.35,41.68,68,53,0.0050,7.6,8969.86
2024-07-29,NORTHWEST,30689,0.0094,65713.52,53773,4.61,99.57,248.09,69.87,97,22,0.0021,6.5,3493.70
2024-07-29,SOUTH,29263,0.0014,120139.67,115433,4.39,99.44,241.96,50.14,131,110,0.0045,8.4,1566.01
2024-07-29,SOUTHEAST,24538,0.0037,82888.76,52123,4.50,99.68,175.91,47.93,70,138,0.0050,6.9,4280.10
2024-07-29,SOUTHWEST,34994,0.0070,85644.03,109929,4.60,99.23,126.46,57.04,185,54,0.0056,6.4,5395.96
2024-07-29,WEST,15102,0.0050,103693.48,81831,4.78,99.42,203.77,22.70,166,134,0.0043,8.8,4993.17
2024-07-30,CENTRAL,17346,0.0045,56201.36,168881,4.21,99.50,140.46,41.48,144,180,0.0041,8.1,8654.73
2024-07-30,EAST,26403,0.0096,62849.48,174418,4.28,99.73,242.02,19.38,21,63,0.0063,7.4,8739.95
2024-07-30,NORTH,22619,0.0038,80106.59,155400,4.17,99.38,251.89,77.23,122,155,0.0043,7.9,5364.64
2024-07-30,NORTHEAST,19729,0.0057,70337.94,146562,4.77,99.50,141.92,43.32,95,160,0.0072,7.6,9356.96
2024-07-30,NORTHWEST,24911,0.0147,64852.92,63109,4.20,99.55,285.07,53.25,112,156,0.0037,8.9,4205.37
2024-07-30,SOUTH,23298,0.0080,54882.16,104304,4.12,99.58,291.42,19.74,81,142,0.0025,6.5,6329.71
2024-07-30,SOUTHEAST,33741,0.0024,58258.25,146382,4.25,99.75,249.79,34.84,97,169,0.0043,7.9,8918.22
2024-07-30,SOUTHWEST,17172,0.0133,99975.82,125209,4.76,99.37,275.01,40.74,189,158,0.0051,8.6,6773.76
2024-07-30,WEST,24549,0.0101,96226.46,110075,4.24,99.33,185.47,33.18,110,107,0.0056,6.9,4873.32
2024-07-31,CENTRAL,19131,0.0028,125620.17,91516,4.49,99.77,206.64,36.39,55,120,0.0047,9.0,2491.34
2024-07-31,EAST,17462,0.0137,61976.40,98242,4.79,99.81,90.84,23.77,77,71,0.0039,7.5,2133.24
2024-07-31,NORTH,34429,0.0130,141661.26,114336,4.05,99.80,208.86,66.49,162,91,0.0073,7.2,5663.75
2024-07-31,NORTHEAST,26008,0.0101,89911.08,158226,4.68,99.39,290.77,37.43,163,39,0.0059,7.8,1667.46
2024-07-31,NORTHWEST,21225,0.0076,84332.46,110696,4.74,99.58,267.87,67.97,163,116,0.0040,6.3,9300.25
2024-07-31,SOUTH,26071,0.0078,92114.28,195877,4.49,99.37,156.42,18.76,89,112,0.0065,6.5,3195.60
2024-07-31,SOUTHEAST,32692,0.0119,57339.04,70583,4.18,99.28,165.97,51.48,189,63,0.0060,7.0,7130.88
2024-07-31,SOUTHWEST,22192,0.0042,63506.97,104211,4.29,99.32,190.88,72.45,180,112,0.0055,8.2,1219.37
2024-07-31,WEST,17069,0.0020,134604.74,99995,4.21,99.65,150.87,48.77,119,90,0.0073,8.1,7593.03
2024-08-01,CENTRAL,20204,0.0090,57115.54,67937,4.23,99.78,169.26,49.26,21,84,0.0027,6.8,5651.73
2024-08-01,EAST,28045,0.0112,107434.69,64612,4.13,99.66,292.95,19.77,126,52,0.0037,8.0,8437.53
2024-08-01,NORTH,31789,0.0025,145733.01,106614,4.30,99.66,173.90,40.52,72,154,0.0063,7.9,3503.65
2024-08-01,NORTHEAST,27318,0.0091,97199.55,85054,4.24,99.22,80.18,58.20,47,36,0.0031,6.6,9360.25
2024-08-01,NORTHWEST,29921,0.0096,71774.60,121456,4.37,99.53,276.78,41.40,148,86,0.0030,7.0,2001.38
2024-08-01,SOUTH,34758,0.0041,57586.03,128001,4.38,99.35,110.74,45.58,135,140,0.0061,8.3,3919.43
2024-08-01,SOUTHEAST,25368,0.0045,78296.48,192089,4.15,99.23,252.15,42.45,54,125,0.0041,6.9,7301.97
2024-08-01,SOUTHWEST,26877,0.0113,81456.49,81741,4.37,99.29,260.86,43.72,199,89,0.0034,8.9,5782.21
2024-08-01,WEST,17435,0.0150,127658.98,199202,4.29,99.78,218.45,27.46,96,105,0.0037,6.7,5342.21
2024-08-02,CENTRAL,34042,0.0073,70215.90,54139,4.43,99.28,183.88,42.29,144,154,0.0043,7.0,2373.64
2024-08-02,EAST,26674,0.0098,119032.27,89056,4.59,99.71,50.18,33.18,82,88,0.0080,6.1,3026.05
2024-08-02,NORTH,29713,0.0103,146855.73,73444,4.30,99.20,53.54,41.48,140,82,0.0039,7.3,8238.64
2024-08-02,NORTHEAST,26404,0.0105,143734.59,78054,4.76,99.56,101.24,35.40,67,91,0.0042,7.7,7389.61
2024-08-02,NORTHWEST,25034,0.0078,76668.53,140471,4.28,99.27,185.51,33.38,109,95,0.0060,8.2,5731.47
2024-08-02,SOUTH,27991,0.0083,92694.08,161176,4.18,99.49,243.53,78.04,24,41,0.0067,8.0,7228.53
2024-08-02,SOUTHEAST,34487,0.0118,77021.62,116592,4.22,99.24,296.54,62.30,128,46,0.0046,6.0,5621.00
2024-08-02,SOUTHWEST,34905,0.0144,121798.82,180205,4.76,99.78,80.69,77.91,66,75,0.0050,7.2,1226.17
2024-08-02,WEST,32149,0.0120,138622.91,113717,4.26,99.28,60.64,66.65,49,138,0.0044,8.9,5097.13
2024-08-03,CENTRAL,31113,0.0079,107750.80,163147,4.65,99.22,94.01,48.22,102,137,0.0072,8.7,7822.31
2024-08-03,EAST,30149,0.0064,77963.48,98515,4.78,99.55,294.75,50.62,33,160,0.0060,7.9,6323.71
2024-08-03,NORTH,29157,0.0087,89165.32,97620,4.64,99.35,285.79,47.98,143,175,0.0030,7.8,4439.68
2024-08-03,NORTHEAST,31543,0.0120,56917.70,165214,4.58,99.35,82.38,66.07,184,48,0.0024,8.8,1926.64
2024-08-03,NORTHWEST,34834,0.0113,75849.90,101972,4.26,99.68,236.28,38.41,85,163,0.0077,8.5,5401.52
2024-08-03,SOUTH,18258,0.0040,123576.17,101168,4.45,99.68,198.92,23.18,34,118,0.0058,6.2,6784.70
2024-08-03,SOUTHEAST,33227,0.0063,60750.78,100555,4.07,99.23,76.54,47.92,116,82,0.0037,8.1,2628.15
2024-08-03,SOUTHWEST,32790,0.0137,141683.10,178546,4.24,99.22,194.50,79.51,163,150,0.0075,7.1,6565.97
2024-08-03,WEST,25572,0.0048,69406.04,172791,4.14,99.68,83.52,43.16,48,32,0.0054,6.4,5233.58
2024-08-04,CENTRAL,24101,0.0094,125518.25,70430,4.43,99.46,106.23,79.41,29,62,0.0067,8.1,6453.92
2024-08-04,EAST,16537,0.0084,85969.04,86637,4.66,99.20,215.99,54.48,38,49,0.0023,8.2,8098.41
2024-08-04,NORTH,34080,0.0019,83034.63,133412,4.65,99.65,197.60,51.44,53,31,0.0057,7.5,5296.03
2024-08-04,NORTHEAST,34443,0.0017,118453.69,109692,4.10,99.27,271.64,20.50,111,23,0.0072,8.0,3084.88
2024-08-04,NORTHWEST,23157,0.0108,128473.27,123616,4.65,99.68,236.25,34.70,192,79,0.0066,6.8,6489.28
2024-08-04,SOUTH,34079,0.0028,113885.29,85770,4.65,99.59,201.28,47.80,54,18,0.0065,7.4,9694.19
2024-08-04,SOUTHEAST,23958,0.0092,110487.62,105551,4.60,99.76,133.58,27.74,51,93,0.0051,7.2,9824.58
2024-08-04,SOUTHWEST,31420,0.0032,104065.35,168480,4.52,99.85,223.95,72.73,55,87,0.0078,6.5,4127.15
2024-08-04,WEST,17376,0.0017,87938.86,119236,4.22,99.22,198.03,66.42,20,19,0.0059,8.1,3724.68
2024-08-05,CENTRAL,23096,0.0033,124256.67,151330,4.16,99.83,184.43,79.12,140,67,0.0052,6.6,9206.80
2024-08-05,EAST,27749,0.0038,50719.30,155110,4.34,99.58,165.49,77.13,157,69,0.0056,8.4,6490.21
2024-08-05,NORTH,24342,0.0098,97169.17,114295,4.17,99.56,205.12,39.40,177,30,0.0058,7.8,2335.47
2024-08-05,NORTHEAST,20803,0.0048,90352.30,81598,4.38,99.88,103.94,50.77,163,72,0.0039,7.0,4925.51
2024-08-05,NORTHWEST,27744,0.0119,130378.16,137373,4.30,99.78,181.96,34.60,65,179,0.0025,6.4,8560.05
2024-08-05,SOUTH,30118,0.0069,94578.97,108767,4.08,99.21,223.30,22.36,37,61,0.0035,6.0,6786.60
2024-08-05,SOUTHEAST,25839,0.0099,63722.99,147337,4.01,99.77,238.97,25.52,169,143,0.0023,6.5,5622.79
2024-08-05,SOUTHWEST,26546,0.0103,117792.95,57706,4.37,99.30,257.34,34.79,47,96,0.0063,8.2,8490.81
2024-08-05,WEST,34665,0.0129,124688.24,69961,4.00,99.83,188.61,77.79,92,37,0.0039,8.1,4393.36
2024-08-06,CENTRAL,19979,0.0102,57163.82,72848,4.03,99.85,96.14,70.00,97,52,0.0047,6.4,1488.47
2024-08-06,EAST,16977,0.0061,56328.69,85191,4.19,99.88,210.69,43.11,152,116,0.0070,7.7,5172.93
2024-08-06,NORTH,26365,0.0127,106968.91,168801,4.59,99.80,224.31,25.83,110,133,0.0051,8.8,9472.34
2024-08-06,NORTHEAST,15461,0.0080,139563.53,177860,4.64,99.37,115.48,29.32,185,150,0.0072,8.7,3736.71
2024-08-06,NORTHWEST,24215,0.0106,137073.44,75714,4.31,99.75,102.86,21.86,65,33,0.0068,7.4,8561.87
2024-08-06,SOUTH,27765,0.0041,119039.45,86604,4.45,99.23,228.47,48.49,47,65,0.0067,6.9,7172.09
2024-08-06,SOUTHEAST,22099,0.0051,86832.10,94339,4.15,99.42,193.22,33.35,26,26,0.0033,6.0,8557.31
2024-08-06,SOUTHWEST,24876,0.0061,63133.05,149484,4.52,99.38,80.06,52.20,131,24,0.0027,7.2,2641.90
2024-08-06,WEST,21856,0.0030,128389.26,55411,4.77,99.43,121.69,56.72,169,117,0.0054,8.6,7066.33
2024-08-07,CENTRAL,22753,0.0109,136888.84,174970,4.77,99.46,111.64,66.66,171,136,0.0056,7.9,2369.30
2024-08-07,EAST,20456,0.0128,81446.43,91623,4.30,99.59,292.51,26.17,81,78,0.0035,7.6,2911.47
2024-08-07,NORTH,21846,0.0118,137878.46,75857,4.06,99.69,251.62,69.45,114,176,0.0048,7.8,7899.44
2024-08-07,NORTHEAST,33269,0.0049,73681.13,153551,4.26,99.84,259.63,36.32,141,53,0.0051,6.6,4410.18
2024-08-07,NORTHWEST,32275,0.0111,79231.30,137443,4.62,99.50,254.54,17.69,178,144,0.0068,8.2,3015.70
2024-08-07,SOUTH,19667,0.0057,78392.20,193127,4.02,99.73,68.94,60.30,143,124,0.0023,6.6,9728.67
2024-08-07,SOUTHEAST,18086,0.0097,126943.22,191980,4.06,99.38,132.43,72.85,78,178,0.0039,6.1,1405.22
2024-08-07,SOUTHWEST,19702,0.0077,73935.48,188449,4.06,99.24,280.85,76.60,68,58,0.0069,7.7,2204.01
2024-08-07,WEST,16870,0.0052,81403.96,148332,4.09,99.39,50.63,22.11,102,28,0.0021,7.1,7541.57
2024-08-08,CENTRAL,23040,0.0115,79613.23,90044,4.68,99.64,196.25,19.07,125,97,0.0075,8.9,2145.93
2024-08-08,EAST,32898,0.0127,123347.67,130132,4.23,99.90,111.76,24.91,167,118,0.0025,6.4,3922.04
2024-08-08,NORTH,27452,0.0133,137436.89,89108,4.59,99.67,248.19,56.43,42,89,0.0053,7.4,3605.01
2024-08-08,NORTHEAST,33179,0.0041,88405.85,61604,4.24,99.44,231.33,78.52,189,176,0.0057,6.6,2285.13
2024-08-08,NORTHWEST,24745,0.0100,141740.18,145664,4.59,99.69,144.05,16.01,56,136,0.0037,8.7,7984.90
2024-08-08,SOUTH,29973,0.0075,135518.80,142921,4.00,99.24,213.23,50.20,144,60,0.0027,8.5,8301.94
2024-08-08,SOUTHEAST,28466,0.0122,48413.47,107289,4.16,99.70,210.11,22.07,73,16,0.0068,6.8,1695.67
2024-08-08,SOUTHWEST,27215,0.0031,150253.73,80462,4.69,99.63,170.48,49.40,147,71,0.0024,6.9,3747.87
2024-08-08,WEST,17623,0.0047,154109.42,199946,4.16,99.34,100.52,18.53,177,177,0.0059,8.4,9028.25
2024-08-09,CENTRAL,17664,0.0064,145708.45,158259,4.52,99.79,132.94,77.86,103,89,0.0033,7.4,6486.87
2024-08-09,EAST,17564,0.0019,123073.50,121254,4.23,99.80,55.58,45.14,110,115,0.0063,7.5,8443.05
2024-08-09,NORTH,27075,0.0048,83623.21,76770,4.06,99.74,288.45,52.23,180,15,0.0080,7.3,8605.86
2024-08-09,NORTHEAST,22047,0.0037,123356.61,176352,4.59,99.42,210.28,75.25,69,127,0.0051,7.2,4275.67
2024-08-09,NORTHWEST,20546,0.0125,58728.21,181026,4.11,99.36,216.19,40.64,118,43,0.0049,8.2,4582.35
2024-08-09,SOUTH,25114,0.0040,101130.66,67182,4.71,99.58,232.35,67.51,39,94,0.0051,6.1,1446.42
2024-08-09,SOUTHEAST,34276,0.0134,123553.82,55498,4.07,99.22,207.28,24.40,111,19,0.0061,7.1,1793.84
2024-08-09,SOUTHWEST,30511,0.0118,90832.94,154495,4.10,99.31,278.06,62.27,39,175,0.0030,7.9,4800.52
2024-08-09,WEST,33219,0.0133,53325.63,151324,4.79,99.65,126.63,33.73,115,29,0.0068,8.2,9436.52
2024-08-10,CENTRAL,28902,0.0070,71645.54,108022,4.32,99.24,195.66,24.24,63,81,0.0066,6.8,5063.74
2024-08-10,EAST,18034,0.0119,80488.04,73501,4.09,99.57,79.57,28.96,183,54,0.0057,6.1,8085.98
2024-08-10,NORTH,19301,0.0038,116247.64,98009,4.67,99.52,130.94,53.40,22,53,0.0051,8.6,8251.40
2024-08-10,NORTHEAST,21196,0.0054,74421.80,158740,4.39,99.66,118.98,28.60,50,119,0.0028,8.6,9334.47
2024-08-10,NORTHWEST,28879,0.0068,105932.75,54423,4.65,99.56,187.83,70.06,149,150,0.0074,7.6,4205.41
2024-08-10,SOUTH,31338,0.0122,88068.74,105867,4.29,99.35,146.58,77.64,157,109,0.0052,7.3,6744.77
2024-08-10,SOUTHEAST,29199,0.0104,101339.34,136612,4.52,99.37,262.11,32.79,198,121,0.0059,7.2,3894.40
2024-08-10,SOUTHWEST,26197,0.0072,150379.42,106347,4.35,99.71,139.08,79.30,96,143,0.0055,6.2,7688.74
2024-08-10,WEST,17017,0.0073,80444.01,140986,4.37,99.80,57.55,60.48,181,23,0.0067,6.2,5865.07
2024-08-11,CENTRAL,33380,0.0090,131724.15,159922,4.80,99.63,255.07,15.13,176,124,0.0034,8.2,3704.69
2024-08-11,EAST,23121,0.0083,117029.42,152062,4.63,99.27,218.43,62.68,170,66,0.0030,8.3,8938.25
2024-08-11,NORTH,22942,0.0034,49678.45,141020,4.21,99.79,121.91,79.93,66,15,0.0041,6.8,3218.76
2024-08-11,NORTHEAST,34627,0.0132,146810.18,165747,4.04,99.30,68.62,32.82,76,25,0.0039,8.6,8381.50
2024-08-11,NORTHWEST,19406,0.0076,81359.15,155705,4.76,99.89,69.08,29.42,88,122,0.0043,8.7,4256.27
2024-08-11,SOUTH,17429,0.0011,49145.57,56309,4.04,99.45,275.56,53.37,163,165,0.0052,8.9,8105.52
2024-08-11,SOUTHEAST,26688,0.0080,61910.70,124972,4.29,99.52,278.52,31.47,197,158,0.0039,6.7,1429.08
2024-08-11,SOUTHWEST,31792,0.0142,97179.56,117357,4.35,99.68,162.07,76.28,180,31,0.0066,6.7,4460.32
2024-08-11,WEST,25900,0.0026,96517.97,85080,4.37,99.37,190.64,75.74,167,154,0.0035,6.9,7711.89
2024-08-12,CENTRAL,31933,0.0127,113532.52,144591,4.55,99.60,86.65,54.56,106,163,0.0068,7.0,8762.85
2024-08-12,EAST,20287,0.0035,69118.76,91474,4.66,99.68,173.77,19.54,175,159,0.0042,6.3,7677.92
